,timestamp,front-end_carts&p90,unknown_carts&p90,front-end_catalogue&p90,unknown_catalogue&p90,unknown_front-end&p90,unknown_orders&p90,unknown_payment&p90,unknown_queue-master&p90,unknown_shipping&p90,unknown_user&p90
0,2023-08-25 07:05:03,,4.6,,4.6,23.5,8.5,4.6,4.6,23.5,4.6
1,2023-08-25 07:05:08,,4.6,,4.6,23.5,9.25,4.6,4.6,23.5,4.6
2,2023-08-25 07:05:13,,4.6,,4.6,23.5,9.25,4.6,4.6,23.5,4.6
3,2023-08-25 07:05:18,,4.6,,4.6,23.5,9.25,4.6,4.6,22.75,4.6
4,2023-08-25 07:05:23,,4.6,,8.5,23.5,9.25,4.6,4.6,22.75,4.6
5,2023-08-25 07:05:28,,4.6,,8.5,23.5,9.25,4.6,4.6,22.75,4.6
6,2023-08-25 07:05:33,,20.5,,8.5,23.5,9.25,4.6,4.6,22.75,4.6
7,2023-08-25 07:05:38,,20.5,,8.5,23.5,20.5,4.6,4.6,22.75,4.6
8,2023-08-25 07:05:43,,20.5,,8.5,23.5,20.5,4.6,4.6,22.75,8.5
9,2023-08-25 07:05:48,,20.5,,8.5,42.5,20.5,4.6,4.6,22.75,8.5
10,2023-08-25 07:05:53,,20.5,,8.5,42.5,22.75,4.6,4.6,22.75,8.5
11,2023-08-25 07:05:58,,20.5,,8.5,42.5,22.75,4.6,4.6,22.75,8.5
12,2023-08-25 07:06:03,,20.5,,8.5,46.25,22.75,4.6,4.6,23.5,8.5
13,2023-08-25 07:06:08,,20.5,,4.6,46.25,22.75,4.6,4.6,23.5,8.5
14,2023-08-25 07:06:13,,20.5,,4.6,46.25,22.75,4.6,4.6,23.5,20.5
15,2023-08-25 07:06:18,,4.6,,4.6,46.25,22.75,4.6,4.6,42.5,20.5
16,2023-08-25 07:06:23,,4.6,,20.5,46.25,22.75,4.6,4.6,42.5,20.5
17,2023-08-25 07:06:28,,4.6,,20.5,46.25,22.75,4.6,4.6,42.5,20.5
18,2023-08-25 07:06:33,,4.6,,20.5,42.50000000000001,22.75,4.6,4.6,42.5,20.5
19,2023-08-25 07:06:38,,4.6,,22.75,42.50000000000001,20.5,4.6,4.6,42.5,20.5
20,2023-08-25 07:06:43,,4.6,,22.75,42.50000000000001,20.5,4.6,4.6,42.5,22.75
21,2023-08-25 07:06:48,,4.6,,22.75,23.5,20.5,4.6,4.6,42.5,22.75
22,2023-08-25 07:06:53,,4.6,,22.75,23.5,20.500000000000004,4.6,4.6,42.5,22.75
23,2023-08-25 07:06:58,,4.6,,22.75,23.5,20.500000000000004,8.5,4.6,42.5,20.5
24,2023-08-25 07:07:03,,4.6,,22.75,42.5,20.500000000000004,8.5,4.6,20.5,20.5
25,2023-08-25 07:07:08,,4.6,,20.5,42.5,4.6,8.5,4.6,20.5,20.5
26,2023-08-25 07:07:13,,4.6,,20.5,42.5,4.6,8.5,4.6,20.5,20.5
27,2023-08-25 07:07:18,,4.6,,20.5,42.5,4.6,8.5,4.6,20.5,20.5
28,2023-08-25 07:07:23,,4.6,,4.6,42.5,8.500000000000002,8.5,4.6,20.5,20.5
29,2023-08-25 07:07:28,,4.6,,4.6,42.5,8.500000000000002,8.5,4.6,20.5,8.5
30,2023-08-25 07:07:33,,4.6,,4.6,42.50000000000001,8.500000000000002,8.5,4.6,20.500000000000004,8.5
31,2023-08-25 07:07:38,,4.6,,4.6,42.50000000000001,8.5,8.5,4.6,20.500000000000004,8.5
32,2023-08-25 07:07:43,,4.6,,4.6,42.50000000000001,8.5,4.6,8.5,20.500000000000004,8.5
33,2023-08-25 07:07:48,,8.0,,4.6,23.5,8.5,4.6,8.5,20.5,8.5
34,2023-08-25 07:07:53,,8.0,,42.5,23.5,8.5,4.6,8.5,20.5,8.5
35,2023-08-25 07:07:58,,8.0,,42.5,23.5,8.5,4.6,8.5,20.5,4.6
36,2023-08-25 07:08:03,,9.0,,42.5,23.5,8.5,4.6,8.5,20.5,4.6
37,2023-08-25 07:08:08,,9.0,,42.5,23.5,20.5,4.6,8.5,20.5,4.6
38,2023-08-25 07:08:13,,9.0,,42.5,23.5,20.5,4.6,8.5,20.5,8.5
39,2023-08-25 07:08:18,,9.0,,42.5,23.5,20.5,4.6,8.5,20.5,8.5
40,2023-08-25 07:08:23,,9.0,,42.5,23.5,20.5,4.6,8.5,20.5,8.5
41,2023-08-25 07:08:28,,9.0,,42.5,23.5,20.5,4.6,4.6,20.5,9.25
42,2023-08-25 07:08:33,,9.25,,42.5,23.5,20.5,4.6,4.6,20.5,9.25
43,2023-08-25 07:08:38,,9.25,,42.5,23.5,20.5,4.6,4.6,20.5,9.25
44,2023-08-25 07:08:43,,9.25,,42.5,23.5,20.5,4.6,4.6,20.5,9.25
45,2023-08-25 07:08:48,,8.5,,42.5,42.5,20.5,4.6,4.6,9.25,9.25
46,2023-08-25 07:08:53,,8.5,,42.5,42.5,4.6,4.6,4.6,9.25,9.25
47,2023-08-25 07:08:58,,8.5,,42.5,42.5,4.6,4.6,4.6,9.25,8.5
48,2023-08-25 07:09:03,,8.5,,42.5,42.5,4.6,4.6,4.6,20.500000000000004,8.5
49,2023-08-25 07:09:08,,8.5,,42.5,42.5,8.5,4.6,4.6,20.500000000000004,8.5
50,2023-08-25 07:09:13,,8.5,,42.5,42.5,8.5,8.5,4.6,20.500000000000004,8.5
51,2023-08-25 07:09:18,,4.6,,42.5,42.5,8.5,8.5,4.6,22.75,8.5
52,2023-08-25 07:09:23,,4.6,,20.5,42.5,8.5,8.5,4.6,22.75,8.5
53,2023-08-25 07:09:28,,4.6,,20.5,42.5,8.5,8.5,4.6,22.75,8.5
54,2023-08-25 07:09:33,,4.6,,20.5,22.75,8.5,8.5,4.6,23.5,8.5
55,2023-08-25 07:09:38,,4.6,,20.5,22.75,20.5,8.5,4.6,23.5,8.5
