"@timestamp","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","event.action","process.name"
"2023-06-30 09:03:21","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/3241/ns/net, --, iptables-save, -c","Process nsexec (PID: 96452) by user root STOPPED",default,v1,productpage,end,process,process,"process_stopped",nsexec
"2023-06-30 09:03:20","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/3241/ns/net, --, iptables-save, -c","Process nsexec (PID: 96452) by user root STARTED",default,v1,productpage,start,process,process,"process_started",nsexec
"2023-06-30 09:03:18","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/5593/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 96323) by user root STOPPED",default,v1,details,end,process,process,"process_stopped",nsexec
"2023-06-30 09:02:55","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/10107/ns/net, --, tc, qdisc","Process nsexec (PID: 92247) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 09:02:54","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/10107/ns/net, --, tc, qdisc","Process nsexec (PID: 92247) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 09:01:20","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/3257/ns/net, --, iptables-save, -c","Process nsexec (PID: 76359) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 09:01:20","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/15417/ns/net, --, iptables-save, -c","Process nsexec (PID: 76360) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 09:01:20","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/15417/ns/net, --, iptables-save, -c","Process nsexec (PID: 76349) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 09:01:20","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/35407/ns/net, --, tc, qdisc","Process nsexec (PID: 76081) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 09:01:19","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/35407/ns/net, --, tc, qdisc","Process nsexec (PID: 76081) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 09:01:19","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/4644/ns/net, --, tc, qdisc","ERROR for PID 76216: failed to get namespaces for /usr/local/bin/nsexec PID 76216: stat /proc/76216/ns/mnt: no such file or directory",default,v3,reviews,info,process,process,"process_error",nsexec
"2023-06-30 09:01:16","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/5960/ns/net, --, iptables-save, -c","Process nsexec (PID: 75616) by user root STOPPED",default,v1,details,end,process,process,"process_stopped",nsexec
"2023-06-30 09:01:16","/usr/sbin/xtables-legacy-multi","iptables-save, -c","Process iptables-save (PID: 75621) by user root STOPPED",default,v1,details,end,process,process,"process_stopped","iptables-save"
"2023-06-30 09:00:56","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/5960/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 72179) by user root STARTED",default,v1,ratings,start,process,process,"process_started",nsexec
"2023-06-30 08:59:20","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/15417/ns/net, --, iptables-save, -c","Process nsexec (PID: 56930) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:59:16","/sbin/tc","tc, qdisc","Process tc (PID: 56813) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",tc
"2023-06-30 08:59:16","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/3241/ns/net, --, tc, qdisc","Process nsexec (PID: 56812) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",nsexec
"2023-06-30 08:59:13","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/8836/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 56137) by user root STOPPED",default,v1,details,end,process,process,"process_stopped",nsexec
"2023-06-30 08:59:12","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/8836/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 56137) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 08:59:10","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/9773/ns/net, --, tc, qdisc","Process nsexec (PID: 54930) by user root STOPPED",default,v1,productpage,end,process,process,"process_stopped",nsexec
"2023-06-30 08:59:05","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/11678/ns/net, --, iptables-save, -c","ERROR for PID 54793: failed to get namespaces for /usr/local/bin/nsexec PID 54793: stat /proc/54793/ns/mnt: no such file or directory",default,v3,reviews,info,process,process,"process_error",nsexec
"2023-06-30 08:59:05","/usr/sbin/xtables-legacy-multi","iptables-save, -c","ERROR for PID 54795: failed to get namespaces for /usr/sbin/xtables-legacy-multi PID 54795: stat /proc/54795/ns/mnt: no such file or directory",default,v3,reviews,info,process,process,"process_error","iptables-save"
"2023-06-30 08:59:05","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/15334/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 54582) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:59:04","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/15334/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 54582) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 08:58:56","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/9543/ns/net, --, tc, qdisc","Process nsexec (PID: 52908) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:58:55","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/9543/ns/net, --, tc, qdisc","Process nsexec (PID: 52908) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 08:58:55","/usr/bin/bash","bash, /mnt/elastic-internal/scripts/readiness-probe-script.sh","ERROR for PID 52910: failed to get namespaces for /usr/bin/bash PID 52910: stat /proc/52910/ns/mnt: no such file or directory",default,v3,reviews,info,process,process,"process_error",bash
"2023-06-30 08:58:55","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/10107/ns/net, --, tc, qdisc","Process nsexec (PID: 52682) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:58:55","/sbin/tc","tc, qdisc","Process tc (PID: 52708) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",tc
"2023-06-30 08:58:54","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/10107/ns/net, --, tc, qdisc","Process nsexec (PID: 52682) by user root STARTED",default,v1,productpage,start,process,process,"process_started",nsexec
"2023-06-30 08:58:54","/sbin/tc","tc, qdisc","Process tc (PID: 52708) by user root STARTED",default,v1,productpage,start,process,process,"process_started",tc
"2023-06-30 08:57:46","/usr/bin/stress-ng","stress-ng, --cpu-load-slice, 10, --cpu-method, sqrt, --cpu, 5, --cpu-load, 100","Process stress-ng-cpu (PID: 32517) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped","stress-ng-cpu"
"2023-06-30 08:57:46","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -p, /proc/11228/ns/pid, --, stress-ng, --cpu-load-slice, 10, --cpu-method, sqrt, --cpu, 5, --cpu-load, 100","Process nsexec (PID: 32512) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:57:46","/usr/bin/stress-ng","stress-ng, --cpu-load-slice, 10, --cpu-method, sqrt, --cpu, 5, --cpu-load, 100","Process stress-ng-cpu (PID: 32518) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped","stress-ng-cpu"
"2023-06-30 08:57:46","/usr/bin/stress-ng","stress-ng, --cpu-load-slice, 10, --cpu-method, sqrt, --cpu, 5, --cpu-load, 100","Process stress-ng-cpu (PID: 32516) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped","stress-ng-cpu"
"2023-06-30 08:57:46","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/3249/ns/net, --, iptables-save, -c","Process nsexec (PID: 41490) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:57:46","/usr/bin/stress-ng","stress-ng, --cpu-load-slice, 10, --cpu-method, sqrt, --cpu, 5, --cpu-load, 100","Process stress-ng (PID: 32515) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped","stress-ng"
"2023-06-30 08:57:46","/usr/sbin/xtables-legacy-multi","iptables-save, -c","Process iptables-save (PID: 41492) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped","iptables-save"
"2023-06-30 08:57:46","/usr/bin/stress-ng","stress-ng, --cpu-load-slice, 10, --cpu-method, sqrt, --cpu, 5, --cpu-load, 100","Process stress-ng-cpu (PID: 32520) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped","stress-ng-cpu"
