,timestamp,front-end_carts&p90,orders_carts&p90,unknown_carts&p90,front-end_catalogue&p90,unknown_catalogue&p90,unknown_front-end&p90,front-end_orders&p90,unknown_orders&p90,unknown_payment&p90,unknown_queue-master&p90,unknown_shipping&p90,front-end_user&p90,orders_user&p90,unknown_user&p90
0,2023-08-24 15:20:25,,,205.0,,22.75,205.0,,9.25,42.5,42.5,85.0,,,8.5
1,2023-08-24 15:20:30,,,205.0,,22.75,205.00000000000003,,8.5,42.5,42.5,85.0,,,8.5
2,2023-08-24 15:20:35,,,85.0,,22.75,205.00000000000003,,8.5,42.5,42.5,85.0,,,8.5
3,2023-08-24 15:20:40,,,85.0,,20.5,23.5,,8.5,42.5,42.5,85.0,,,8.5
4,2023-08-24 15:20:45,,,85.0,,20.5,23.5,,8.5,42.5,4.6,85.0,,,8.5
5,2023-08-24 15:20:50,,,8.5,,20.5,23.5,,8.5,42.5,4.6,8.5,,,4.6
6,2023-08-24 15:20:55,,,8.5,,8.5,42.5,,8.5,42.5,4.6,8.5,,,4.6
7,2023-08-24 15:21:00,,,8.5,,8.5,42.5,,4.6,42.5,4.6,8.5,,,4.6
8,2023-08-24 15:21:05,,,4.6,,8.5,42.5,,4.6,20.5,4.6,8.5,,,4.6
9,2023-08-24 15:21:10,,,4.6,,9.25,42.5,,4.6,20.5,4.6,8.5,,,4.6
10,2023-08-24 15:21:15,,,4.6,,9.25,42.5,,4.6,20.5,4.6,8.5,,,4.6
11,2023-08-24 15:21:20,,,8.5,,9.25,42.5,,4.6,20.5,4.6,4.6,,,4.6
12,2023-08-24 15:21:25,,,8.5,,8.5,42.5,,4.6,20.5,4.6,4.6,,,4.6
13,2023-08-24 15:21:30,,,8.5,,8.5,42.5,,8.5,20.5,85.0,4.6,,,4.6
14,2023-08-24 15:21:35,,,20.500000000000004,,8.5,42.5,,8.5,22.750000000000004,85.0,85.0,,,205.00000000000003
15,2023-08-24 15:21:40,,,20.500000000000004,,20.500000000000004,23.5,,8.5,22.750000000000004,85.0,85.0,,,205.00000000000003
16,2023-08-24 15:21:45,,,20.500000000000004,,20.500000000000004,23.5,,8.5,22.750000000000004,85.0,85.0,,,205.00000000000003
17,2023-08-24 15:21:50,,,20.5,,20.500000000000004,23.5,,8.5,42.5,85.0,85.0,,,205.0
18,2023-08-24 15:21:55,,,20.5,,42.5,85.0,,8.5,42.5,85.0,85.0,,,205.0
19,2023-08-24 15:22:00,,,20.5,,42.5,85.0,,42.5,42.5,85.0,85.0,,,205.0
20,2023-08-24 15:22:05,,,20.5,,42.5,85.0,,42.5,42.5,85.0,85.0,,,205.0
21,2023-08-24 15:22:10,,,20.5,,42.5,85.0,,42.5,42.5,80.00000000000001,85.0,,,205.0
22,2023-08-24 15:22:15,,,20.5,,42.5,85.0,,42.5,42.5,9.25,85.0,,,205.0
23,2023-08-24 15:22:20,,,9.25,,42.5,85.0,,42.5,42.5,9.25,20.500000000000004,,,8.5
24,2023-08-24 15:22:25,,,9.25,,42.5,80.0,,42.5,42.5,9.0,20.500000000000004,,,8.5
25,2023-08-24 15:22:30,,,9.25,,42.5,80.0,,42.5,42.5,8.5,20.500000000000004,,,8.5
26,2023-08-24 15:22:35,,,8.5,,42.5,80.0,,42.5,20.5,8.5,20.500000000000004,,,4.6
27,2023-08-24 15:22:40,,,8.5,,20.500000000000004,85.0,,42.5,20.5,8.0,20.500000000000004,,,4.6
28,2023-08-24 15:22:45,,,8.5,,20.500000000000004,85.0,,4.6,20.5,4.6,20.500000000000004,,,4.6
29,2023-08-24 15:22:50,,,20.500000000000004,,20.500000000000004,85.0,,4.6,20.500000000000004,4.6,8.5,,,8.5
30,2023-08-24 15:22:55,,,20.500000000000004,,22.75,85.0,,4.6,20.500000000000004,4.6,8.5,,,8.5
31,2023-08-24 15:23:00,,,20.500000000000004,,22.75,85.0,,8.5,20.500000000000004,4.6,8.5,,,8.5
32,2023-08-24 15:23:05,,,20.500000000000004,,22.75,85.0,,8.5,20.5,4.6,8.5,,,8.5
33,2023-08-24 15:23:10,,,20.500000000000004,,42.5,85.0,,8.5,20.5,4.6,8.5,,,8.5
34,2023-08-24 15:23:15,,,20.500000000000004,,42.5,85.0,,85.0,20.5,4.6,8.5,,,8.5
35,2023-08-24 15:23:20,,,20.5,,42.5,85.0,,85.0,20.5,4.6,8.5,,,9.25
36,2023-08-24 15:23:25,,,20.5,,42.5,42.5,,85.0,20.5,8.5,8.5,,,9.25
37,2023-08-24 15:23:30,,,20.5,,42.5,42.5,,85.0,20.5,8.5,8.5,,,9.25
38,2023-08-24 15:23:35,,,20.500000000000004,,42.5,42.5,,85.0,22.75,8.5,9.25,,,8.5
39,2023-08-24 15:23:40,,,20.500000000000004,,42.5,20.5,,85.0,22.75,20.5,9.25,,,8.5
40,2023-08-24 15:23:45,,,20.500000000000004,,42.5,20.5,,85.0,22.75,20.5,9.25,,,8.5
41,2023-08-24 15:23:50,,,42.5,,42.5,20.5,,85.0,22.75,20.5,9.25,,,8.5
42,2023-08-24 15:23:55,,,42.5,,20.5,42.5,,85.0,22.75,20.5,9.25,,,8.5
43,2023-08-24 15:24:00,,,42.5,,20.5,42.5,,23.5,22.75,20.5,9.25,,,8.5
44,2023-08-24 15:24:05,,,46.25,,20.5,42.5,,23.5,20.500000000000004,20.5,8.5,,,20.5
45,2023-08-24 15:24:10,,,46.25,,22.75,46.25,,23.5,20.500000000000004,20.500000000000004,8.5,,,20.5
46,2023-08-24 15:24:15,,,46.25,,22.75,46.25,,23.5,20.500000000000004,20.500000000000004,8.5,,,20.5
47,2023-08-24 15:24:20,,,85.0,,22.75,46.25,,23.5,8.5,20.500000000000004,85.0,,,20.500000000000004
48,2023-08-24 15:24:25,,,85.0,,20.500000000000004,46.25,,23.5,8.5,4.6,85.0,,,20.500000000000004
49,2023-08-24 15:24:30,,,85.0,,20.500000000000004,46.25,,23.5,8.5,4.6,85.0,,,20.500000000000004
50,2023-08-24 15:24:35,,,85.00000000000001,,20.500000000000004,46.25,,23.5,20.500000000000004,4.6,85.0,,,42.5
51,2023-08-24 15:24:40,,,85.00000000000001,,42.5,45.0,,23.5,20.500000000000004,4.6,85.0,,,42.5
52,2023-08-24 15:24:45,,,85.00000000000001,,42.5,45.0,,23.5,20.500000000000004,4.6,85.0,,,42.5
53,2023-08-24 15:24:50,,,85.0,,42.5,45.0,,23.5,20.5,4.6,85.0,,,42.5
54,2023-08-24 15:24:55,,,85.0,,42.5,85.0,,23.5,20.5,4.6,85.0,,,42.5
55,2023-08-24 15:25:00,,,85.0,,42.5,85.0,,23.5,20.5,4.6,85.0,,,42.5
56,2023-08-24 15:25:05,,,8.5,,42.5,85.0,,23.5,20.500000000000004,4.6,42.5,,,42.5
57,2023-08-24 15:25:10,,,8.5,,42.5,85.00000000000001,,23.5,20.500000000000004,4.6,42.5,,,42.5
58,2023-08-24 15:25:15,,,8.5,,42.5,85.00000000000001,,23.0,20.500000000000004,4.6,42.5,,,42.5
59,2023-08-24 15:25:20,,,8.500000000000002,,42.5,85.00000000000001,,23.0,8.500000000000002,4.6,20.5,,,8.5
60,2023-08-24 15:25:25,,,8.500000000000002,,8.5,80.0,,23.0,8.500000000000002,4.6,20.5,,,8.5
61,2023-08-24 15:25:30,,,8.500000000000002,,8.5,80.0,,22.75,8.500000000000002,4.6,20.5,,,8.5
62,2023-08-24 15:25:35,,,4.6,,8.5,80.0,,22.75,85.0,4.6,42.5,,,9.25
63,2023-08-24 15:25:40,,,4.6,,42.5,23.5,,22.75,85.0,20.500000000000004,42.5,,,9.25
64,2023-08-24 15:25:45,,,4.6,,42.5,23.5,,20.500000000000004,85.0,20.500000000000004,42.5,,,9.25
65,2023-08-24 15:25:50,,,8.5,,42.5,23.5,,20.500000000000004,85.0,20.500000000000004,42.5,,,8.5
66,2023-08-24 15:25:55,,,8.5,,42.5,85.0,,20.500000000000004,85.0,22.750000000000004,42.5,,,8.5
67,2023-08-24 15:26:00,,,8.5,,42.5,85.0,,42.5,85.0,22.750000000000004,42.5,,,8.5
68,2023-08-24 15:26:05,,,8.5,,42.5,85.0,,42.5,85.00000000000001,22.750000000000004,42.5,,,9.25
69,2023-08-24 15:26:10,,,8.5,,46.25,85.00000000000001,,42.5,85.00000000000001,42.5,42.5,,,9.25
70,2023-08-24 15:26:15,,,8.5,,46.25,85.00000000000001,,42.5,85.00000000000001,42.5,42.5,,,9.25
71,2023-08-24 15:26:20,,,42.5,,46.25,85.00000000000001,,42.5,20.5,42.5,20.5,,,8.5
