,timestamp,ratings.csv
0,2023-06-29 02:33:42,0
1,2023-06-29 02:33:47,0
2,2023-06-29 02:33:52,0
3,2023-06-29 02:33:57,0
4,2023-06-29 02:34:02,0
5,2023-06-29 02:34:07,0
6,2023-06-29 02:34:12,0
7,2023-06-29 02:34:17,0
8,2023-06-29 02:34:22,0
9,2023-06-29 02:34:27,0
10,2023-06-29 02:34:32,0
11,2023-06-29 02:34:37,0
12,2023-06-29 02:34:42,0
13,2023-06-29 02:34:47,0
14,2023-06-29 02:34:52,0
15,2023-06-29 02:34:57,0
16,2023-06-29 02:35:02,0
17,2023-06-29 02:35:07,0
18,2023-06-29 02:35:12,0
19,2023-06-29 02:35:17,0
20,2023-06-29 02:35:22,0
21,2023-06-29 02:35:27,0
22,2023-06-29 02:35:32,0
23,2023-06-29 02:35:37,0
24,2023-06-29 02:35:42,0
25,2023-06-29 02:35:47,0
26,2023-06-29 02:35:52,0
27,2023-06-29 02:35:57,0
28,2023-06-29 02:36:02,0
29,2023-06-29 02:36:07,0
30,2023-06-29 02:36:12,0
31,2023-06-29 02:36:17,0
32,2023-06-29 02:36:22,0
33,2023-06-29 02:36:27,0
34,2023-06-29 02:36:32,0
35,2023-06-29 02:36:37,0
36,2023-06-29 02:36:42,0
37,2023-06-29 02:36:47,0
38,2023-06-29 02:36:52,0
39,2023-06-29 02:36:57,0
40,2023-06-29 02:37:02,0
41,2023-06-29 02:37:07,0
42,2023-06-29 02:37:12,0
43,2023-06-29 02:37:17,0
44,2023-06-29 02:37:22,0
45,2023-06-29 02:37:27,0
46,2023-06-29 02:37:32,0
47,2023-06-29 02:37:37,0
48,2023-06-29 02:37:42,0
49,2023-06-29 02:37:47,0
50,2023-06-29 02:37:52,0
51,2023-06-29 02:37:57,0
52,2023-06-29 02:38:02,0
53,2023-06-29 02:38:07,0
54,2023-06-29 02:38:12,0
55,2023-06-29 02:38:17,0
56,2023-06-29 02:38:22,0
57,2023-06-29 02:38:27,0
58,2023-06-29 02:38:32,0
59,2023-06-29 02:38:37,0
60,2023-06-29 02:38:42,0
61,2023-06-29 02:38:47,0
62,2023-06-29 02:38:52,0
63,2023-06-29 02:38:57,0
64,2023-06-29 02:39:02,0
65,2023-06-29 02:39:07,0
66,2023-06-29 02:39:12,0
67,2023-06-29 02:39:17,0
68,2023-06-29 02:39:22,0
69,2023-06-29 02:39:27,0
70,2023-06-29 02:39:32,0
71,2023-06-29 02:39:37,0
72,2023-06-29 02:39:42,0
73,2023-06-29 02:39:47,0
74,2023-06-29 02:39:52,0
75,2023-06-29 02:39:57,0
76,2023-06-29 02:40:02,0
77,2023-06-29 02:40:07,0
78,2023-06-29 02:40:12,0
79,2023-06-29 02:40:17,0
80,2023-06-29 02:40:22,0
81,2023-06-29 02:40:27,0
82,2023-06-29 02:40:32,0
83,2023-06-29 02:40:37,0
84,2023-06-29 02:40:42,0
85,2023-06-29 02:40:47,0
86,2023-06-29 02:40:52,0
87,2023-06-29 02:40:57,0
88,2023-06-29 02:41:02,0
89,2023-06-29 02:41:07,0
90,2023-06-29 02:41:12,0
91,2023-06-29 02:41:17,0
92,2023-06-29 02:41:22,0
93,2023-06-29 02:41:27,0
94,2023-06-29 02:41:32,0
95,2023-06-29 02:41:37,0
96,2023-06-29 02:41:42,0
97,2023-06-29 02:41:47,0
98,2023-06-29 02:41:52,0
99,2023-06-29 02:41:57,0
100,2023-06-29 02:42:02,0
101,2023-06-29 02:42:07,0
102,2023-06-29 02:42:12,0
103,2023-06-29 02:42:17,0
104,2023-06-29 02:42:22,0
105,2023-06-29 02:42:27,0
106,2023-06-29 02:42:32,0
107,2023-06-29 02:42:37,0
108,2023-06-29 02:42:42,0
109,2023-06-29 02:42:47,0
110,2023-06-29 02:42:52,0
111,2023-06-29 02:42:57,0
112,2023-06-29 02:43:02,0
113,2023-06-29 02:43:07,0
114,2023-06-29 02:43:12,0
115,2023-06-29 02:43:17,0
116,2023-06-29 02:43:22,0
117,2023-06-29 02:43:27,0
118,2023-06-29 02:43:32,0
119,2023-06-29 02:43:37,0
120,2023-06-29 02:43:42,0
