,adservice-76b448fddf-h9ghr_cpu,adservice-76b448fddf-h9ghr_memory,cartservice-6969c94d94-4wphs_cpu,cartservice-6969c94d94-4wphs_memory,checkoutservice-6d6f4d7cc7-jkzgt_cpu,checkoutservice-6d6f4d7cc7-jkzgt_memory,currencyservice-ccbc788bc-dzj7f_cpu,currencyservice-ccbc788bc-dzj7f_memory,emailservice-9f8578d69-r6rx8_cpu,emailservice-9f8578d69-r6rx8_memory,frontend-846c85c54c-2dpvf_cpu,frontend-846c85c54c-2dpvf_memory,frontend-846c85c54c-5vxxn_cpu,frontend-846c85c54c-5vxxn_memory,frontend-846c85c54c-d8dbt_cpu,frontend-846c85c54c-d8dbt_memory,frontend-846c85c54c-frw9r_cpu,frontend-846c85c54c-frw9r_memory,frontend-846c85c54c-jwk8h_cpu,frontend-846c85c54c-jwk8h_memory,loadgenerator-7f8f5d8fb6-5mm4r_cpu,loadgenerator-7f8f5d8fb6-5mm4r_memory,paymentservice-78549bfd9c-h8tg5_cpu,paymentservice-78549bfd9c-h8tg5_memory,productcatalogservice-6b5dd45849-52szd_cpu,productcatalogservice-6b5dd45849-52szd_memory,recommendationservice-cc746f6c7-5zvng_cpu,recommendationservice-cc746f6c7-5zvng_memory,redis-cart-6997b66668-xkfsv_cpu,redis-cart-6997b66668-xkfsv_memory,shippingservice-7ccdfd8767-zlxq5_cpu,shippingservice-7ccdfd8767-zlxq5_memory,frontend_adservice&p50,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,loadgenerator_frontend&p50,checkoutservice_paymentservice&p50,checkoutservice_productcatalogservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,frontend_adservice&p90,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,loadgenerator_frontend&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,frontend_adservice&p99,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,loadgenerator_frontend&p99,checkoutservice_paymentservice&p99,checkoutservice_productcatalogservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99,shippingservice.csv,frontend.csv,emailservice.csv,redis-cart.csv,productcatalogservice.csv,paymentservice.csv,adservice.csv,checkoutservice.csv,currencyservice.csv,cartservice.csv,loadgenerator.csv
0,9.895818959570311,150.872064,15.880201802224406,86.269952,8.009667355099523,67.739648,24.150330812328733,88.457216,4.510399999999848,137.66656,63.31991199589869,64.454656,9.832709346717376,0.0,9.521081356356357,50.757632,28.33055272480192,0.0,30.795373236402806,0.0,16.325209826282915,94.662656,5.384299234568834,61.128704,34.663135145292,60.002304,16.051272652295967,97.910784,7.126630595179579,48.910336,6.5025188673782415,56.553472,3.1904761904761902,3.666666666666667,5.5555555555555545,62.5,3.0,3.3582089552238803,3.0,73.33333333333334,5.0,3.0,2.3076923076923075,2.578947368421053,8.88888888888889,3.0,3.0,4.942857142857143,8.000000000000002,20.499999999999996,92.5,4.6,7.049999999999995,4.6,193.3333333333334,9.0,4.6,4.756923076923076,6.500000000000005,25.0,4.6,4.6,9.425000000000002,9.8,41.49999999999999,99.25,4.96,19.075000000000003,4.96,244.3333333333333,9.9,4.96,9.170833333333327,20.35000000000001,84.99999999999993,4.96,4.960000000000001,0,0,0,0,0,0,0,0,0,0,0
1,9.368415193068502,150.761472,15.881819863141056,86.28224,8.009667355099523,67.739648,21.55938549905085,88.457216,6.512864645394912,137.66656,55.45581832136743,64.372736,12.377077142478116,0.0,12.196444219219218,50.757632,33.98896782522572,0.0,35.28501827320051,0.0,16.325209826282915,94.662656,4.525278592440479,61.128704,29.34513620859861,60.002304,16.051272652295967,97.910784,7.191050499427262,48.910336,4.84270390246891,56.553472,2.909090909090909,3.666666666666667,5.5555555555555545,75.0,3.0,3.3582089552238803,3.0,73.33333333333334,5.0,2.0,1.5225225225225223,2.0,7.884615384615384,3.0,3.0,4.581818181818182,8.000000000000002,20.499999999999996,95.0,4.6,7.049999999999995,4.6,193.3333333333334,9.0,4.4,4.333333333333334,4.4,15.40000000000001,4.6,4.6,4.958181818181818,9.8,41.49999999999999,99.5,4.96,19.075000000000003,4.959999999999999,244.3333333333333,9.9,4.94,4.965765765765765,4.94,24.040000000000006,4.96,4.960000000000001,0,0,0,0,0,0,0,0,0,0,0
2,10.31375487811746,150.761472,15.881819863141056,86.28224,7.459441143915587,67.743744,25.83312768485384,88.71936,6.512864645394912,137.66656,65.65905272923258,64.372736,14.921444938238851,51.326976,11.403466666666665,52.87936,39.64738292564954,0.0,,51.183616,16.55062813596273,94.674944,5.427873674862639,61.128704,33.22291726584336,60.14976,16.111600938150826,97.939456,7.022436473241137,48.90624,4.451622222222224,56.553472,2.909090909090909,3.0,3.928571428571429,75.0,3.2857142857142856,3.09009009009009,3.0,73.33333333333334,3.0,2.0,1.5225225225225223,2.0,7.884615384615384,2.333333333333333,2.8,4.581818181818182,4.6,9.045454545454549,95.0,6.0,4.762162162162163,4.6,193.3333333333334,4.6,4.4,4.333333333333334,4.4,15.40000000000001,4.466666666666667,4.56,4.958181818181818,4.96,21.92500000000002,99.5,9.6,9.8,4.959999999999999,244.3333333333333,4.96,4.94,4.965765765765765,4.94,24.040000000000006,4.946666666666667,4.956,0,0,0,0,0,0,0,0,0,0,0
3,10.31375487811746,150.761472,15.313772455090303,86.28224,7.459441143915587,67.743744,25.83312768485384,88.71936,6.3700637933720765,137.66656,62.44875094332292,64.589824,11.50766666666667,51.326976,11.403466666666665,52.87936,32.755433333333336,49.135616,,51.183616,15.830173240784992,94.674944,4.344349469945058,61.128704,33.22291726584336,60.14976,16.111600938150826,97.939456,7.022436473241137,48.90624,6.159204172300564,56.561664,2.909090909090909,3.0,3.928571428571429,75.0,3.2857142857142856,3.09009009009009,3.0,54.54545454545454,3.0,2.0,1.5225225225225223,2.0,7.884615384615384,2.333333333333333,2.8,4.581818181818182,4.6,9.045454545454549,95.0,6.0,4.762162162162163,4.6,96.36363636363636,4.6,4.4,4.333333333333334,4.4,15.40000000000001,4.466666666666667,4.56,4.958181818181818,4.96,21.92500000000002,99.5,9.6,9.8,4.959999999999999,227.00000000000009,4.96,4.94,4.965765765765765,4.94,24.040000000000006,4.946666666666667,4.956,0,0,0,0,0,0,0,0,0,0,0
4,10.31375487811746,150.761472,15.313772455090303,86.28224,7.653591349712065,67.80928,25.83312768485384,88.71936,6.215086585268597,137.670656,62.44875094332292,64.589824,11.50766666666667,55.427072,11.403466666666665,52.87936,32.755433333333336,49.135616,,51.183616,15.830173240784992,94.674944,5.175943579586472,61.82912,33.22291726584336,60.14976,15.666967110262728,97.910784,6.831657205428759,48.90624,6.159204172300564,56.561664,3.0,3.0,3.928571428571429,37.5,3.2857142857142856,3.09009009009009,3.0,54.54545454545454,3.0,0.25,0.4848484848484848,2.2222222222222223,7.4,2.333333333333333,2.8,4.92,4.6,9.045454545454549,47.5,6.0,4.762162162162163,4.6,96.36363636363636,4.6,0.45,4.243956043956043,4.8,9.96,4.466666666666667,4.56,23.200000000000006,4.96,21.92500000000002,49.75,9.6,9.8,4.96,227.00000000000009,4.96,0.4949999999999999,5.199999999999987,20.65000000000002,42.00000000000003,4.946666666666667,4.956,0,0,0,0,0,0,0,0,0,0,0
5,9.80540645183948,150.77376,15.39292808899609,86.315008,7.01800532331297,67.80928,23.542595559623024,88.3712,6.215086585268597,137.670656,53.43542953440217,64.589824,11.50766666666667,55.427072,11.403466666666665,52.87936,32.755433333333336,49.135616,,51.183616,15.593219668499671,94.683136,4.960501173112738,61.82912,32.5232558139577,59.957248,15.34161941013564,97.910784,6.69011033919152,48.898048,5.902998729351964,56.561664,3.0,5.0,3.5185185185185186,37.5,,3.044943820224719,3.0,54.54545454545454,7.5,0.25,0.4848484848484848,2.2222222222222223,7.4,5.0,3.0,4.92,9.0,8.600000000000009,47.5,,4.680898876404495,4.6,96.36363636363636,9.5,0.45,4.243956043956043,4.8,9.96,22.0,4.6,23.200000000000006,9.9,41.50000000000007,49.75,,11.350000000000142,4.96,227.00000000000009,9.95,0.4949999999999999,5.199999999999987,20.65000000000002,42.00000000000003,24.7,4.96,0,0,0,0,0,0,0,0,0,0,0
6,8.6600455045119,150.77376,15.721812927915328,86.315008,7.01800532331297,67.80928,23.542595559623024,88.3712,5.988350721660745,137.670656,49.37704248115644,64.589824,11.50766666666667,55.427072,11.403466666666665,52.87936,38.37537121107425,55.545856,,56.508416,15.593219668499671,94.683136,4.991976094294729,62.398464,32.5232558139577,59.957248,15.34161941013564,97.910784,6.69011033919152,48.898048,5.058607555555551,56.561664,3.0,5.0,3.5185185185185186,37.5,,3.044943820224719,3.0,57.35294117647058,7.5,0.25,0.4848484848484848,2.2222222222222223,7.4,5.0,3.0,4.92,9.0,8.600000000000009,47.5,,4.680898876404495,4.6,167.4999999999999,9.5,0.45,4.243956043956043,4.8,9.96,22.0,4.6,23.200000000000006,9.9,41.50000000000007,49.75,,11.350000000000142,4.96,392.4999999999995,9.95,0.4949999999999999,5.199999999999987,20.65000000000002,42.00000000000003,24.7,4.96,0,0,0,0,0,0,0,0,0,0,0
7,9.171609050655745,150.77376,15.721812927915328,86.315008,6.207583237695896,67.846144,23.542595559623024,88.3712,6.594206081418453,137.670656,68.14762168141586,64.487424,14.396796298752989,55.427072,11.403466666666665,52.87936,32.71695611065045,55.545856,,56.508416,16.09238540924315,94.683136,4.81235834153713,62.398464,35.370789406015575,60.19072,12.503547666088965,97.910784,6.941706899268424,48.918528,6.314197383254199,56.836096,4.066666666666666,5.0,3.5185185185185186,75.0,,3.044943820224719,5.0,57.35294117647058,7.5,2.5,1.3636363636363635,2.368421052631579,8.833333333333334,5.0,3.0,13.5,9.0,8.600000000000009,95.0,,4.680898876404495,9.0,167.4999999999999,9.5,4.5,4.381818181818183,4.473684210526316,24.250000000000007,22.0,4.6,23.85,9.9,41.50000000000007,99.5,,11.350000000000142,9.9,392.4999999999995,9.95,4.95,8.35,4.947368421052632,47.12499999999999,24.7,4.96,0,0,0,0,0,0,0,0,0,0,0
8,9.171609050655745,150.77376,18.190724785586774,86.315008,7.474288236592391,67.846144,20.11552482718413,88.551424,6.594206081418453,137.670656,71.97707133106636,64.487424,11.852428502992252,55.427072,12.58383676176176,52.87936,27.058541010226648,55.545856,,,17.396894358292663,94.703616,4.81235834153713,62.398464,35.370789406015575,60.19072,17.801628841805655,97.923072,8.13830970253049,48.918528,6.601493339952025,56.836096,4.066666666666666,5.0,6.71875,75.0,3.0,3.226950354609929,5.0,57.35294117647058,3.0,2.5,1.3636363636363635,2.368421052631579,8.833333333333334,3.0,3.0,13.5,19.0,17.5,95.0,4.6,5.115384615384613,9.0,167.4999999999999,4.6,4.5,4.381818181818183,4.473684210526316,24.250000000000007,4.6,4.6,23.85,24.399999999999995,24.249999999999996,99.5,4.96,20.72499999999996,9.9,392.4999999999995,4.960000000000001,4.95,8.35,4.947368421052632,47.12499999999999,4.960000000000001,4.96,0,0,0,0,0,0,0,0,0,0,0
9,8.097532873067472,150.77376,15.7822280025032,86.315008,7.474288236592391,67.846144,22.61597851775054,88.551424,6.935774502863545,137.670656,71.97707133106636,64.487424,9.308060707231512,55.427072,9.908473898898896,52.87936,,55.545856,,,17.396894358292663,94.703616,6.05771992818671,62.410752,35.37078940601558,60.19072,17.801628841805655,97.923072,8.13830970253049,48.918528,6.601493339952025,56.836096,4.066666666666666,5.0,6.71875,75.0,3.0,3.226950354609929,5.0,92.30769230769228,3.0,2.5,1.3636363636363635,2.368421052631579,8.833333333333334,3.0,3.0,13.5,19.0,17.5,95.0,4.6,5.115384615384613,9.0,231.25,4.6,4.5,4.381818181818183,4.473684210526316,24.250000000000007,4.6,4.6,23.85,24.399999999999995,24.249999999999996,99.5,4.96,20.72499999999996,9.9,450.0,4.960000000000001,4.95,8.35,4.947368421052632,47.12499999999999,4.960000000000001,4.96,0,0,0,0,0,0,0,0,0,0,0
