,timestamp,front-end_carts&p90,orders_carts&p90,unknown_carts&p90,front-end_catalogue&p90,unknown_catalogue&p90,unknown_front-end&p90,front-end_orders&p90,unknown_orders&p90,unknown_payment&p90,unknown_queue-master&p90,unknown_shipping&p90,front-end_user&p90,orders_user&p90,unknown_user&p90
0,2023-08-24 07:23:19,,,85.0,,,2200.0,,220.0,47.5,47.5,,,,
1,2023-08-24 07:23:24,,,85.0,,,2200.0,,220.0,47.5,47.5,,,,
2,2023-08-24 07:23:29,,,85.0,,9.5,2200.0,,220.00000000000003,47.5,47.5,450.0,,,
3,2023-08-24 07:23:34,,,80.0,,9.5,2050.0,,205.0,42.5,45.0,450.0,,,47.5
4,2023-08-24 07:23:39,,,79.99999999999999,,9.5,2050.0,,205.00000000000006,42.50000000000001,45.0,450.0,,,47.5
5,2023-08-24 07:23:44,,,79.99999999999999,,9.0,2050.0,,205.00000000000006,42.50000000000001,45.0,425.0,,,47.5
6,2023-08-24 07:23:49,,,87.5,,9.0,1900.0,,190.0,40.0,42.5,425.00000000000006,,,47.5
7,2023-08-24 07:23:54,,,90.0,,9.0,1900.0000000000005,,47.5,20.5,42.5,425.0,,,47.5
8,2023-08-24 07:23:59,,,90.0,,8.5,1900.0000000000005,,47.5,20.5,42.5,400.0,,,47.5
9,2023-08-24 07:24:04,,,85.0,,8.5,1750.0000000000007,,46.25,19.0,40.0,400.0,,,46.25
10,2023-08-24 07:24:09,,,85.0,,8.5,42.5,,46.25,19.0,40.0,400.0000000000001,,,46.25
11,2023-08-24 07:24:14,,,85.0,,4.6,42.5,,46.25,19.0,9.25,375.0000000000001,,,46.25
12,2023-08-24 07:24:19,,,85.0,,4.6,4.6,,42.5,8.5,9.5,8.5,,,42.5
13,2023-08-24 07:24:24,,,85.0,,4.6,4.6,,42.5,8.5,9.5,8.5,,,42.5
14,2023-08-24 07:24:29,,,85.0,,8.5,4.6,,42.5,8.5,9.5,8.5,,,42.5
15,2023-08-24 07:24:34,,,20.500000000000004,,8.5,4.6,,20.5,20.5,9.25,8.5,,,20.5
16,2023-08-24 07:24:39,,,20.500000000000004,,8.5,4.6,,20.5,20.5,9.25,8.5,,,20.5
17,2023-08-24 07:24:44,,,20.500000000000004,,8.500000000000002,4.6,,20.5,20.5,9.25,4.6,,,20.5
18,2023-08-24 07:24:49,,,8.5,,8.500000000000002,4.6,,9.25,20.5,9.25,4.6,,,20.500000000000004
19,2023-08-24 07:24:54,,,8.5,,8.500000000000002,4.6,,9.25,20.5,9.25,4.6,,,20.500000000000004
20,2023-08-24 07:24:59,,,8.5,,8.5,4.6,,9.25,20.5,9.25,8.5,,,20.500000000000004
21,2023-08-24 07:25:04,,,42.5,,8.5,4.6,,9.25,20.5,9.25,8.5,,,22.75
22,2023-08-24 07:25:09,,,42.5,,8.5,4.6,,9.25,20.5,9.25,8.5,,,22.75
23,2023-08-24 07:25:14,,,42.5,,4.6,4.6,,9.25,20.5,9.25,8.500000000000002,,,22.75
24,2023-08-24 07:25:19,,,46.25,,4.6,4.6,,20.5,8.5,20.5,8.500000000000002,,,20.5
25,2023-08-24 07:25:24,,,46.25,,4.6,4.6,,20.5,8.5,20.5,8.500000000000002,,,20.5
26,2023-08-24 07:25:29,,,46.25,,4.6,4.6,,20.5,8.5,20.5,9.25,,,20.5
27,2023-08-24 07:25:34,,,46.25,,4.6,4.6,,20.5,9.25,85.0,9.25,,,20.5
28,2023-08-24 07:25:39,,,46.25,,4.6,4.6,,20.5,9.25,85.0,9.25,,,20.5
29,2023-08-24 07:25:44,,,46.25,,20.5,4.6,,20.5,9.25,85.0,8.500000000000002,,,20.5
30,2023-08-24 07:25:49,,,42.50000000000001,,20.5,4.6,,22.75,9.25,85.0,8.500000000000002,,,9.25
31,2023-08-24 07:25:54,,,42.50000000000001,,20.5,4.6,,22.75,9.25,85.0,8.500000000000002,,,9.25
32,2023-08-24 07:25:59,,,42.50000000000001,,20.5,4.6,,22.75,9.25,85.0,8.5,,,9.25
33,2023-08-24 07:26:04,,,85.0,,20.5,4.6,,22.75,9.25,85.0,8.5,,,42.5
34,2023-08-24 07:26:09,,,85.0,,20.5,4.6,,22.75,9.25,85.0,8.5,,,42.5
35,2023-08-24 07:26:14,,,85.0,,20.500000000000004,4.6,,22.75,9.25,85.0,4.6,,,42.5
36,2023-08-24 07:26:19,,,85.0,,20.500000000000004,4.6,,23.5,8.5,42.5,4.6,,,42.50000000000001
37,2023-08-24 07:26:24,,,85.0,,20.500000000000004,4.6,,23.5,8.5,42.5,4.6,,,42.50000000000001
38,2023-08-24 07:26:29,,,85.0,,8.5,4.6,,23.5,8.5,42.5,8.5,,,42.50000000000001
39,2023-08-24 07:26:34,,,85.0,,8.5,42.5,,23.5,4.6,42.5,8.5,,,42.5
40,2023-08-24 07:26:39,,,85.0,,8.5,42.5,,23.5,4.6,42.5,8.5,,,42.5
41,2023-08-24 07:26:44,,,85.0,,20.5,42.5,,23.5,4.6,42.5,42.5,,,42.5
42,2023-08-24 07:26:49,,,20.5,,20.5,42.5,,23.5,8.5,42.5,42.5,,,20.5
43,2023-08-24 07:26:54,,,20.5,,20.5,42.5,,23.5,8.5,42.5,42.5,,,20.5
44,2023-08-24 07:26:59,,,20.5,,20.500000000000004,42.5,,23.5,8.5,42.5,85.0,,,20.5
45,2023-08-24 07:27:04,,,42.5,,20.500000000000004,42.5,,85.0,20.5,20.500000000000004,85.0,,,85.0
46,2023-08-24 07:27:09,,,42.5,,20.500000000000004,42.5,,85.0,20.5,20.500000000000004,85.0,,,85.0
47,2023-08-24 07:27:14,,,42.5,,20.5,42.5,,85.0,20.5,20.500000000000004,90.0,,,85.0
48,2023-08-24 07:27:19,,,42.5,,20.5,4.6,,205.00000000000006,22.75,22.750000000000004,90.0,,,85.0
49,2023-08-24 07:27:24,,,42.5,,20.5,4.6,,205.00000000000006,22.75,22.750000000000004,90.0,,,85.0
50,2023-08-24 07:27:29,,,42.5,,8.5,4.6,,205.00000000000006,22.75,22.750000000000004,90.0,,,85.0
51,2023-08-24 07:27:34,,,42.5,,8.5,4.6,,205.0,42.5,20.5,90.0,,,92.5
52,2023-08-24 07:27:39,,,42.5,,8.5,4.6,,205.0,42.5,20.5,90.0,,,92.5
53,2023-08-24 07:27:44,,,42.5,,9.25,4.6,,205.0,42.5,20.5,22.0,,,92.5
54,2023-08-24 07:27:49,,,42.50000000000001,,9.25,4.6,,205.0,42.50000000000001,20.5,22.0,,,85.0
55,2023-08-24 07:27:54,,,42.50000000000001,,9.25,4.6,,205.0,42.50000000000001,20.5,22.0,,,85.0
56,2023-08-24 07:27:59,,,42.50000000000001,,9.25,4.6,,205.0,42.50000000000001,20.5,20.5,,,85.0
57,2023-08-24 07:28:04,,,42.5,,9.25,4.6,,42.5,42.5,9.5,20.5,,,85.0
58,2023-08-24 07:28:09,,,42.5,,9.25,4.6,,42.5,42.5,9.5,20.5,,,85.0
59,2023-08-24 07:28:14,,,42.5,,9.25,4.6,,42.5,42.5,9.5,9.5,,,85.0
60,2023-08-24 07:28:19,,,42.5,,9.25,20.5,,23.5,9.25,9.5,9.5,,,4.6
61,2023-08-24 07:28:24,,,42.5,,9.25,20.5,,23.5,9.25,9.5,9.5,,,4.6
62,2023-08-24 07:28:29,,,42.5,,9.25,20.5,,23.5,9.25,9.5,9.25,,,4.6
63,2023-08-24 07:28:34,,,22.75,,9.25,20.5,,23.5,9.25,9.25,9.25,,,20.5
64,2023-08-24 07:28:39,,,22.75,,9.25,20.5,,23.5,9.25,9.25,9.25,,,20.5
65,2023-08-24 07:28:44,,,22.75,,9.25,20.5,,23.5,9.25,9.25,8.5,,,20.5
66,2023-08-24 07:28:49,,,22.75,,9.25,20.5,,205.0,9.25,20.5,8.5,,,20.5
67,2023-08-24 07:28:54,,,22.75,,9.25,20.5,,205.0,9.25,20.5,8.5,,,20.5
68,2023-08-24 07:28:59,,,22.75,,8.5,20.5,,205.0,9.25,20.5,8.5,,,20.5
69,2023-08-24 07:29:04,,,22.75,,8.5,8.5,,205.0,42.5,20.5,8.5,,,20.5
