@timestamp,process.args,kubernetes.labels.app,kubernetes.pod.name
2023-08-24 07:29:48,"runc, --version",carts,carts-db-67f744dd5f-jsmnm
2023-08-24 07:29:34,"runc, --version",orders,orders-db-b76d8c54c-b828w
2023-08-24 07:29:31,"runc, --version",catalogue,catalogue-6479dbb5bd-fgxd7
2023-08-24 07:29:31,"runc, --version",catalogue,catalogue-6479dbb5bd-fgxd7
2023-08-24 07:29:21,"runc, --version",carts,carts-db-67f744dd5f-jsmnm
2023-08-24 07:29:21,"runc, --version",carts,carts-db-67f744dd5f-jsmnm
2023-08-24 07:29:21,"runc, --version",carts,carts-db-67f744dd5f-jsmnm
2023-08-24 07:28:33,"runc, --version",rabbitmq,rabbitmq-6576689cc9-hrqlj
2023-08-24 07:25:18,"runc, --version",carts,carts-db-67f744dd5f-jsmnm
2023-08-24 07:23:14,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 464c03cf0a51fb83c12ecc4e350eca59946d7965c0489dd697af788052914812, -address, /var/run/desktop-containerd/containerd.sock",user,user-79dddf5cc9-rvpfd
2023-08-24 07:23:11,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 62a5d724608e6f3d2b5a8c9e385edbfac59a2e289add981116054e68e039b068, -address, /var/run/desktop-containerd/containerd.sock",user,user-79dddf5cc9-rvpfd
2023-08-24 07:23:05,"runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/5c3cc00e106541dc4789cd23ad8ad8b529d26c40e0d98b7f32532b986a8320b3/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/5c3cc00e106541dc4789cd23ad8ad8b529d26c40e0d98b7f32532b986a8320b3, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/5c3cc00e106541dc4789cd23ad8ad8b529d26c40e0d98b7f32532b986a8320b3/init.pid, 5c3cc00e106541dc4789cd23ad8ad8b529d26c40e0d98b7f32532b986a8320b3",front,front-end-7f5c844b4c-c8gzm
2023-08-24 07:22:23,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 7d88f55e2f105b354c456a87515ab424050fe742cd714000ad482954c3d387be, -address, /var/run/desktop-containerd/containerd.sock",queue,queue-master-9fc44d68d-8cx26
2023-08-24 07:22:23,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, ae2cfe2d6bd29e4128376b793131a69524ba0fa49a9b8c3fd8a04b8f51d44356, -address, /var/run/desktop-containerd/containerd.sock",queue,queue-master-9fc44d68d-8cx26
2023-08-24 07:22:23,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 3229c3023467160cb05e04efd772396511a0f4e289cd10bf1d1d6efe8da45d68, -address, /var/run/desktop-containerd/containerd.sock",queue,queue-master-9fc44d68d-8cx26
2023-08-24 07:22:23,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, ef32712b51dbae53699b11b94ec4fa050d1afca4179fe8ea8a4cbda143324b85, -address, /var/run/desktop-containerd/containerd.sock",queue,queue-master-9fc44d68d-8cx26
2023-08-24 07:22:23,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 8d1e3472f200994237f06b19b9cb32f8c7994e4259b8d56b67d22be1aa89b199, -address, /var/run/desktop-containerd/containerd.sock",queue,queue-master-9fc44d68d-8cx26
2023-08-24 07:20:46,"runc, --version",user,user-db-b8dfb847c-fpzdr
2023-08-24 07:20:14,"runc, --version",orders,orders-db-b76d8c54c-b828w
2023-08-24 07:19:09,"runc, --version",orders,orders-74f65597c5-hcj9n
