,timestamp,carts-7bbf9dc945-gw8gn_cpu,carts-7bbf9dc945-gw8gn_memory,carts-db-67f744dd5f-jsmnm_cpu,carts-db-67f744dd5f-jsmnm_memory,catalogue-6479dbb5bd-fgxd7_cpu,catalogue-6479dbb5bd-fgxd7_memory,catalogue-db-6b55d8cdb7-69crs_cpu,catalogue-db-6b55d8cdb7-69crs_memory,front-end-7f5c844b4c-c8gzm_cpu,front-end-7f5c844b4c-c8gzm_memory,orders-74f65597c5-hcj9n_cpu,orders-74f65597c5-hcj9n_memory,orders-db-b76d8c54c-b828w_cpu,orders-db-b76d8c54c-b828w_memory,payment-c7df5b49-zlcth_cpu,payment-c7df5b49-zlcth_memory,queue-master-9fc44d68d-8cx26_cpu,queue-master-9fc44d68d-8cx26_memory,rabbitmq-6576689cc9-hrqlj_cpu,rabbitmq-6576689cc9-hrqlj_memory,session-db-695f7fd48f-j5twv_cpu,session-db-695f7fd48f-j5twv_memory,shipping-79c568cddc-jtq95_cpu,shipping-79c568cddc-jtq95_memory,user-79dddf5cc9-rvpfd_cpu,user-79dddf5cc9-rvpfd_memory,user-db-b8dfb847c-fpzdr_cpu,user-db-b8dfb847c-fpzdr_memory
0,2023-08-24 05:12:08,7.588823902472228,0.0,11.586286817963138,0.0,6.1933101045294086,-0.5171255499585538,5.053455160257606,0.0,7.273961910707359,0.19303739318782284,6.65962823608628,0.0,10.521049180328356,0.0,5.976878004280287,0.0,7.545883288823407,0.0,22.137665449567393,0.0,5.150427982669229,0.0,7.2729741632411375,0.0,7.855033245708843,0.0,10.184456430904506,0.0
1,2023-08-24 05:12:13,6.432187999419531,0.0,11.586286817963138,0.0,6.1933101045294086,-0.5171255499585538,4.421637018951035,0.0,7.273961910707359,0.19303739318782281,8.732936490176021,0.0,10.521049180328356,0.0,5.976878004280287,0.0,6.456987048399016,0.0,17.72799999999856,0.0,5.150427982669229,0.0,7.2729741632411375,0.0,7.855033245708843,0.0,10.184456430904506,0.0
2,2023-08-24 05:12:18,6.432187999419531,0.0,11.586286817963138,0.0,5.469716642480815,-0.4838656805664831,4.421637018951035,0.0,7.311138804818533,0.0,8.732936490176021,0.0,10.521049180328356,0.0,5.976878004280287,0.0,6.456987048399016,0.0,17.72799999999856,0.21324412369743367,5.150427982669229,0.0,8.925762367964754,0.0,7.855033245708843,0.0,10.184456430904506,0.0
3,2023-08-24 05:12:23,6.432187999419531,0.0,11.586286817963138,0.0,5.469716642480815,-0.5982061369000787,6.47061643178995,0.0,7.311138804818533,0.5018096318449006,8.732936490176021,0.0,10.684372969461858,0.0,4.794430450601842,0.0,8.325135473113962,0.0,17.72799999999856,0.2734994772872896,5.095182969965978,0.0,8.925762367964754,0.0,5.702281408072229,0.0,11.119884278859475,0.0
4,2023-08-24 05:12:28,23.143522654752996,0.0,9.885030840038947,0.0,5.469716642480815,-0.5982061369000787,6.47061643178995,0.0,7.311138804818533,0.5018096318449006,17.724931542575277,0.14615916955017302,10.684372969461858,0.0,4.794430450601842,0.0,8.325135473113962,0.0,19.16232690651347,0.3624940776829213,5.095182969965978,0.0,8.925762367964754,0.0,5.702281408072229,0.0,11.119884278859475,0.0
5,2023-08-24 05:12:33,23.143522654752996,0.0,9.885030840038947,0.0,5.2633297787258595,-0.43699691069760754,6.47061643178995,0.0,7.311138804818533,-0.820221825169403,17.724931542575277,0.2152299567421247,10.684372969461858,0.0,5.567554289083757,0.0,8.325135473113962,0.0,19.16232690651347,0.3624940776829213,5.095182969965978,0.0,8.925762367964754,0.0,6.6624344692013375,0.0,11.119884278859475,0.0
6,2023-08-24 05:12:38,23.143522654752996,0.0,9.885030840038947,0.0,5.2633297787258595,-0.5731910382359177,6.47061643178995,0.0,6.43726255262318,-0.6601477381412668,8.75324545635948,0.17004046545759513,10.684372969461858,0.0,5.567554289083757,0.0,14.566578649564738,0.0,19.16232690651347,0.3624940776829213,5.095182969965978,0.0,8.668611810054427,0.0,6.6624344692013375,0.0,11.788670537442872,0.0
7,2023-08-24 05:12:43,15.72613943147616,-0.9521634871214265,12.314430095450982,0.0,5.2633297787258595,-0.5731910382359177,5.585360243804354,0.0,6.43726255262318,-0.6601477381412668,8.75324545635948,0.17004046545759513,11.574020054694019,0.0,5.567554289083757,0.0,14.566578649564738,0.0,22.83762732174901,0.38400909112431636,6.121479058972403,0.0,8.668611810054427,0.0,6.6624344692013375,0.0,11.788670537442872,0.0
8,2023-08-24 05:12:48,15.72613943147616,-1.071721936031701,12.314430095450982,0.0,5.2633297787258595,-0.4871884995406036,5.585360243804354,0.0,6.43726255262318,-0.6601477381412669,8.75324545635948,0.17004046545759513,11.574020054694019,0.0,8.99903567984527,0.0,6.430371713509676,0.0,22.83762732174901,0.38400909112431636,6.121479058972403,0.0,8.668611810054427,0.0,6.6624344692013375,0.0,11.788670537442872,0.0
9,2023-08-24 05:12:53,15.72613943147616,-1.1912803849419755,12.314430095450982,0.0,5.2633297787258595,0.0,9.02697586370081,0.281102214827909,6.43726255262318,-0.44647967188747284,6.2068699674498164,0.17412745811051694,17.35457391893137,0.5281260717619223,8.99903567984527,0.0,6.430371713509676,0.0,22.83762732174901,0.38400909112431636,6.121479058972403,0.0,10.955297199935044,0.4525966850828729,7.077237343343972,0.0,11.673476005187691,0.0
