@timestamp,process.args,kubernetes.labels.app,kubernetes.pod.name
2023-08-24 05:19:46,"runc, --version",orders,orders-74f65597c5-hcj9n
2023-08-24 05:18:54,"runc, --version",shipping,shipping-79c568cddc-jtq95
2023-08-24 05:18:01,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 6fca60a611bc32566caf390984ad25bd0feda376497e0ffd0c244a31adcb1e22, -address, /var/run/desktop-containerd/containerd.sock",catalogue,catalogue-6479dbb5bd-fgxd7
2023-08-24 05:17:31,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 16e29b56c035a3969f70d8184953d581fabbba3a3652a1ce3649fd15e9765d2b, -address, /var/run/desktop-containerd/containerd.sock",catalogue,catalogue-6479dbb5bd-fgxd7
2023-08-24 05:15:54,"runc, --version",user,user-79dddf5cc9-rvpfd
2023-08-24 05:15:54,"runc, --version",user,user-79dddf5cc9-rvpfd
2023-08-24 05:10:39,"runc, --version",orders,orders-db-b76d8c54c-b828w
2023-08-24 05:09:29,"/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 16e29b56c035a3969f70d8184953d581fabbba3a3652a1ce3649fd15e9765d2b, -address, /var/run/desktop-containerd/containerd.sock",payment,payment-c7df5b49-zlcth
2023-08-24 05:08:01,"runc, --version",orders,orders-db-b76d8c54c-b828w
2023-08-24 05:07:18,"runc, --version",catalogue,catalogue-6479dbb5bd-fgxd7
2023-08-24 05:07:18,"runc, --version",catalogue,catalogue-6479dbb5bd-fgxd7
