,timestamp,front-end_carts&p90,unknown_carts&p90,front-end_catalogue&p90,unknown_catalogue&p90,unknown_front-end&p90,unknown_orders&p90,unknown_payment&p90,unknown_queue-master&p90,unknown_shipping&p90,unknown_user&p90
0,2023-08-25 07:15:16,,20.5,,4.6,22.75,8.5,4.6,4.6,4.6,8.5
1,2023-08-25 07:15:21,,20.5,,4.6,22.75,8.5,4.6,4.6,4.6,8.5
2,2023-08-25 07:15:26,,20.5,,4.6,22.75,85.0,4.6,4.6,4.6,8.5
3,2023-08-25 07:15:31,,20.500000000000004,,4.6,22.75,85.0,4.6,4.6,8.500000000000002,8.5
4,2023-08-25 07:15:36,,20.500000000000004,,4.6,20.500000000000004,85.0,4.6,4.6,8.500000000000002,8.5
5,2023-08-25 07:15:41,,20.500000000000004,,4.6,20.500000000000004,85.0,4.6,4.6,8.500000000000002,20.5
6,2023-08-25 07:15:46,,9.5,,4.6,20.500000000000004,85.0,4.6,4.6,9.25,20.5
7,2023-08-25 07:15:51,,9.5,,4.6,22.75,85.0,4.6,4.6,9.25,20.5
8,2023-08-25 07:15:56,,9.5,,4.6,22.75,85.0,4.6,4.6,9.25,20.5
9,2023-08-25 07:16:01,,9.25,,4.6,22.75,85.0,4.6,4.6,9.5,20.5
10,2023-08-25 07:16:06,,9.25,,4.6,22.75,85.0,4.6,4.6,9.5,20.5
11,2023-08-25 07:16:11,,9.25,,4.6,22.75,4.6,4.6,4.6,9.5,20.5
12,2023-08-25 07:16:16,,8.5,,4.6,22.75,4.6,4.6,4.6,9.5,20.5
13,2023-08-25 07:16:21,,8.5,,4.6,22.75,4.6,4.6,4.6,9.5,20.5
14,2023-08-25 07:16:26,,8.5,,4.6,22.75,4.6,4.6,8.5,9.5,8.5
15,2023-08-25 07:16:31,,8.5,,4.6,22.75,4.6,4.6,8.5,9.5,8.5
16,2023-08-25 07:16:36,,8.5,,4.6,22.75,4.6,4.6,8.5,9.5,8.5
17,2023-08-25 07:16:41,,8.5,,4.6,22.75,4.6,4.6,8.5,9.5,8.5
18,2023-08-25 07:16:46,,20.5,,4.6,22.75,4.6,4.6,8.5,9.5,8.5
19,2023-08-25 07:16:51,,20.5,,4.6,22.75,4.6,4.6,8.5,9.5,8.5
20,2023-08-25 07:16:56,,20.5,,4.6,22.75,4.6,4.6,9.25,9.5,4.6
21,2023-08-25 07:17:01,,20.500000000000004,,4.6,22.75,4.6,4.6,9.25,20.500000000000004,4.6
22,2023-08-25 07:17:06,,20.500000000000004,,8.5,85.0,4.6,4.6,9.25,20.500000000000004,4.6
23,2023-08-25 07:17:11,,20.500000000000004,,8.5,85.0,4.6,4.6,20.5,20.500000000000004,8.5
24,2023-08-25 07:17:16,,22.75,,8.5,85.0,4.6,4.6,20.5,20.5,8.5
25,2023-08-25 07:17:21,,22.75,,8.5,85.0,4.6,4.6,20.5,20.5,8.5
26,2023-08-25 07:17:26,,22.75,,8.5,85.0,205.0,4.6,20.5,20.5,8.5
27,2023-08-25 07:17:31,,20.5,,8.5,85.0,205.0,4.6,20.5,20.500000000000004,8.5
28,2023-08-25 07:17:36,,20.5,,20.5,85.00000000000001,205.0,4.6,20.5,20.500000000000004,8.5
29,2023-08-25 07:17:41,,20.5,,20.5,85.00000000000001,205.0,20.5,20.5,20.500000000000004,9.25
30,2023-08-25 07:17:46,,20.5,,20.5,85.00000000000001,205.0,20.5,20.5,9.25,9.25
31,2023-08-25 07:17:51,,20.5,,20.5,23.5,205.0,20.5,20.5,9.25,9.25
32,2023-08-25 07:17:56,,20.5,,20.5,23.5,205.0,20.5,4.6,9.25,42.5
33,2023-08-25 07:18:01,,9.5,,20.5,23.5,205.0,20.5,4.6,8.5,42.5
34,2023-08-25 07:18:06,,9.5,,20.5,23.5,205.0,20.5,4.6,8.5,42.5
35,2023-08-25 07:18:11,,9.5,,20.5,23.5,4.6,20.5,4.6,8.5,42.5
