"@timestamp","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","event.action","process.name"
"2023-06-27 08:05:37","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/10996/ns/net, --, iptables-save, -c","Process nsexec (PID: 3741) by user root STOPPED",default,v1,productpage,end,process,process,"process_stopped",nsexec
"2023-06-27 08:05:37","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/37764/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 4308) by user root STOPPED",default,v1,productpage,end,process,process,"process_stopped",nsexec
"2023-06-27 08:05:37","/usr/sbin/xtables-legacy-multi","iptables-save, -c","ERROR for PID 4068: failed to get namespaces for /usr/sbin/xtables-legacy-multi PID 4068: stat /proc/4068/ns/mnt: no such file or directory",default,v1,productpage,info,process,process,"process_error","iptables-save"
"2023-06-27 08:05:37","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/37764/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 4308) by user root STARTED",default,v1,productpage,start,process,process,"process_started",nsexec
"2023-06-27 08:05:21","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/99397/ns/net, --, tc, qdisc","ERROR for PID 2370: failed to get namespaces for /usr/local/bin/nsexec PID 2370: stat /proc/2370/ns/mnt: no such file or directory",default,v1,productpage,info,process,process,"process_error",nsexec
"2023-06-27 08:05:21","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:5601","ERROR for PID 2190: failed to get namespaces for /usr/bin/socat PID 2190: stat /proc/2190/ns/mnt: no such file or directory",default,v1,productpage,info,process,process,"process_error",socat
"2023-06-27 08:05:21","/usr/local/bin/kube-proxy","/usr/local/bin/kube-proxy, --config=/var/lib/kube-proxy/config.conf, --hostname-override=docker-desktop","ERROR for PID 2375: failed to get namespaces for /usr/local/bin/kube-proxy PID 2375: stat /proc/2375/ns/mnt: no such file or directory",default,v1,productpage,info,process,process,"process_error","kube-proxy"
"2023-06-27 08:05:21","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 2a9a63aa109b5c14e8b2aa77ef4aa7b7f2a095c1b4089420e82ab994e9f17a65, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 98198) by user root STOPPED",default,v1,productpage,end,process,process,"process_stopped","containerd-shim"
"2023-06-27 08:05:21","/","runc, init","Process runc:[2:INIT] (PID: 98248) STOPPED",default,v1,productpage,end,process,process,"process_stopped","runc:[2:INIT]"
"2023-06-27 08:05:19","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:5601","Process socat (PID: 1771) by user root STOPPED",default,v1,productpage,end,process,process,"process_stopped",socat
"2023-06-27 08:05:19","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, ea89161343d7fbc0f181dc295f282de17395ff791dc478ec9e4a4354d807f243, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 802) by user root STOPPED",default,v1,productpage,end,process,process,"process_stopped","containerd-shim"
