,timestamp,details-v1-7d4d9d5fcb-pkpvm_cpu,details-v1-7d4d9d5fcb-pkpvm_memory,productpage-v1-66756cddfd-767dc_cpu,productpage-v1-66756cddfd-767dc_memory,productpage-v1-66756cddfd-7lpz5_cpu,productpage-v1-66756cddfd-7lpz5_memory,productpage-v1-66756cddfd-f6gf5_cpu,productpage-v1-66756cddfd-f6gf5_memory,productpage-v1-66756cddfd-jmtbg_cpu,productpage-v1-66756cddfd-jmtbg_memory,productpage-v1-66756cddfd-m6tcs_cpu,productpage-v1-66756cddfd-m6tcs_memory,productpage-v1-66756cddfd-psmzt_cpu,productpage-v1-66756cddfd-psmzt_memory,productpage-v1-66756cddfd-wgv7g_cpu,productpage-v1-66756cddfd-wgv7g_memory,productpage-v1-66756cddfd-xd2t7_cpu,productpage-v1-66756cddfd-xd2t7_memory,ratings-v1-85cc46b6d4-txdpr_cpu,ratings-v1-85cc46b6d4-txdpr_memory,reviews-v1-777df99c6d-lz7ht_cpu,reviews-v1-777df99c6d-lz7ht_memory,reviews-v2-cdd8fb88b-pd9dw_cpu,reviews-v2-cdd8fb88b-pd9dw_memory,reviews-v3-58b6479b-6btgp_cpu,reviews-v3-58b6479b-6btgp_memory
0,2023-06-27 07:55:00,13.336786056786035,64.704512,4.316411778596391,0.0,51.457044543839615,0.0,37.93284081941649,0.0,42.61693590086078,0.0,6.289222622533235,0.0,161.80103359172767,99.618816,19.806522965944993,0.0,25.798824817838643,0.0,11.125822425776274,68.4032,17.025166797490535,226.574336,22.859464417457446,223.920128,31.266140457398027,230.424576
1,2023-06-27 07:55:05,28.56322113179732,64.700416,5.278393454236326,0.0,63.31633429133358,0.0,44.20781407369127,0.0,48.88228664786782,0.0,7.318370013761203,0.0,161.80103359172767,99.618816,24.02543428422838,0.0,30.635318540953385,0.0,11.125822425776274,68.4032,19.874204644697265,226.648064,28.618134520487814,223.920128,31.266140457398027,230.424576
2,2023-06-27 07:55:10,33.90152659706356,64.700416,6.240375129876264,0.0,75.17562403882756,59.78112,50.48278732796605,63.56992,55.147637394874835,0.0,8.347517404989171,0.0,161.80103359172767,99.618816,28.244345602511764,0.0,35.47181226406813,0.0,18.672458750576045,68.808704,24.791683930876808,226.648064,28.618134520487814,223.920128,31.266140457398027,230.424576
3,2023-06-27 07:55:15,33.90152659706356,64.700416,5.431733333333333,53.63712,63.15979166666667,59.78112,56.75776058224083,63.56992,61.412988141881854,23.588864,7.029900000000004,53.563392,194.2269463740631,99.618816,21.902900000000006,43.229184,29.38266666666667,24.04352,18.672458750576045,68.808704,24.791683930876808,226.648064,22.50911673818101,223.920128,42.22962415735503,230.424576
4,2023-06-27 07:55:20,49.72498522333737,64.712704,5.431733333333333,53.63712,63.15979166666667,53.612544,58.408078548115114,63.56992,50.088366666666666,23.588864,8.973856507290511,53.563392,274.1275437567975,99.71712,21.902900000000006,43.229184,29.38266666666667,24.04352,18.672458750576045,68.808704,26.454345138924726,226.869248,37.932279314886486,223.920128,56.192112056845914,230.424576
5,2023-06-27 07:55:25,49.72498522333738,64.712704,5.431733333333333,53.63712,63.15979166666667,53.612544,52.133105293840316,63.56992,50.088366666666666,23.588864,7.944709116062544,53.563392,274.1275437567975,99.71712,21.902900000000006,43.229184,37.4392979106312,24.04352,22.792122881261193,68.706304,32.092839958756684,226.869248,43.69179600886866,223.940608,56.192112056845914,230.424576
6,2023-06-27 07:55:30,51.182092084984,64.704512,6.887211608576555,53.63712,63.15979166666667,53.612544,45.85813203956553,53.542912,45.063535247848016,55.631872,6.915561724834577,53.563392,347.0152164594902,99.71712,27.409844943755306,57.36448,32.60280418751646,53.743616,22.792122881261193,68.706304,32.092839958756684,226.869248,49.06838387742951,223.940608,56.192112056845914,230.424576
7,2023-06-27 07:55:35,56.324415472712154,64.704512,5.925229932936619,53.63712,63.15979166666667,53.612544,39.583158785290756,53.542912,38.798184500841,55.631872,5.886414333606608,53.563392,354.98294051627374,99.61472,23.19093362547192,57.36448,27.76631046440172,53.743616,23.481668080893527,67.923968,28.401430533066762,226.742272,46.07827037470182,223.92832,47.03830046447809,230.424576
8,2023-06-27 07:55:40,56.324415472712154,64.704512,4.9632482572966845,53.63712,59.13990611280294,53.612544,,53.542912,32.53283375383397,55.631872,,53.563392,354.98294051627374,99.61472,18.97202230718854,57.36448,22.92981674128698,53.743616,25.02398159552014,67.923968,28.401430533066762,226.742272,46.07827037470182,223.92832,47.03830046447809,230.424576
9,2023-06-27 07:55:45,53.43976659768626,64.704512,,53.63712,47.28061636530897,53.612544,,53.542912,,55.631872,,53.563392,355.69148998477624,99.61472,,57.36448,,53.743616,25.02398159552014,67.923968,28.401430533066762,226.742272,46.07827037470182,223.92832,47.03830046447809,230.424576
