,timestamp,reviews.csv
0,2023-06-21 01:17:55,0
1,2023-06-21 01:18:00,0
2,2023-06-21 01:18:05,0
3,2023-06-21 01:18:10,0
4,2023-06-21 01:18:15,0
5,2023-06-21 01:18:20,0
6,2023-06-21 01:18:25,0
7,2023-06-21 01:18:30,0
8,2023-06-21 01:18:35,0
9,2023-06-21 01:18:40,0
10,2023-06-21 01:18:45,0
11,2023-06-21 01:18:50,0
12,2023-06-21 01:18:55,0
13,2023-06-21 01:19:00,0
14,2023-06-21 01:19:05,0
15,2023-06-21 01:19:10,0
16,2023-06-21 01:19:15,0
17,2023-06-21 01:19:20,0
18,2023-06-21 01:19:25,0
19,2023-06-21 01:19:30,0
20,2023-06-21 01:19:35,0
21,2023-06-21 01:19:40,0
22,2023-06-21 01:19:45,0
23,2023-06-21 01:19:50,0
24,2023-06-21 01:19:55,0
25,2023-06-21 01:20:00,0
26,2023-06-21 01:20:05,0
27,2023-06-21 01:20:10,0
28,2023-06-21 01:20:15,0
29,2023-06-21 01:20:20,0
30,2023-06-21 01:20:25,0
31,2023-06-21 01:20:30,0
32,2023-06-21 01:20:35,0
33,2023-06-21 01:20:40,0
34,2023-06-21 01:20:45,0
35,2023-06-21 01:20:50,0
36,2023-06-21 01:20:55,0
37,2023-06-21 01:21:00,0
38,2023-06-21 01:21:05,0
39,2023-06-21 01:21:10,0
40,2023-06-21 01:21:15,0
41,2023-06-21 01:21:20,1
42,2023-06-21 01:21:25,1
43,2023-06-21 01:21:30,0
44,2023-06-21 01:21:35,0
45,2023-06-21 01:21:40,0
46,2023-06-21 01:21:45,0
47,2023-06-21 01:21:50,0
48,2023-06-21 01:21:55,0
49,2023-06-21 01:22:00,0
50,2023-06-21 01:22:05,0
51,2023-06-21 01:22:10,0
52,2023-06-21 01:22:15,0
53,2023-06-21 01:22:20,1
54,2023-06-21 01:22:25,0
55,2023-06-21 01:22:30,0
56,2023-06-21 01:22:35,0
57,2023-06-21 01:22:40,0
58,2023-06-21 01:22:45,0
59,2023-06-21 01:22:50,0
60,2023-06-21 01:22:55,0
61,2023-06-21 01:23:00,0
62,2023-06-21 01:23:05,0
63,2023-06-21 01:23:10,0
64,2023-06-21 01:23:15,0
65,2023-06-21 01:23:20,0
66,2023-06-21 01:23:25,0
67,2023-06-21 01:23:30,0
68,2023-06-21 01:23:35,0
69,2023-06-21 01:23:40,0
70,2023-06-21 01:23:45,0
71,2023-06-21 01:23:50,0
72,2023-06-21 01:23:55,0
73,2023-06-21 01:24:00,0
74,2023-06-21 01:24:05,0
75,2023-06-21 01:24:10,0
76,2023-06-21 01:24:15,0
77,2023-06-21 01:24:20,0
78,2023-06-21 01:24:25,0
79,2023-06-21 01:24:30,0
80,2023-06-21 01:24:35,0
81,2023-06-21 01:24:40,0
82,2023-06-21 01:24:45,0
83,2023-06-21 01:24:50,0
84,2023-06-21 01:24:55,0
85,2023-06-21 01:25:00,0
86,2023-06-21 01:25:05,0
87,2023-06-21 01:25:10,0
88,2023-06-21 01:25:15,0
89,2023-06-21 01:25:20,0
90,2023-06-21 01:25:25,0
91,2023-06-21 01:25:30,0
92,2023-06-21 01:25:35,0
93,2023-06-21 01:25:40,0
94,2023-06-21 01:25:45,0
95,2023-06-21 01:25:50,0
96,2023-06-21 01:25:55,0
97,2023-06-21 01:26:00,0
98,2023-06-21 01:26:05,0
99,2023-06-21 01:26:10,0
100,2023-06-21 01:26:15,0
101,2023-06-21 01:26:20,0
102,2023-06-21 01:26:25,0
103,2023-06-21 01:26:30,0
104,2023-06-21 01:26:35,0
105,2023-06-21 01:26:40,0
106,2023-06-21 01:26:45,0
107,2023-06-21 01:26:50,0
108,2023-06-21 01:26:55,0
109,2023-06-21 01:27:00,0
110,2023-06-21 01:27:05,0
111,2023-06-21 01:27:10,0
112,2023-06-21 01:27:15,0
113,2023-06-21 01:27:20,0
114,2023-06-21 01:27:25,0
115,2023-06-21 01:27:30,0
116,2023-06-21 01:27:35,0
117,2023-06-21 01:27:40,0
118,2023-06-21 01:27:45,0
119,2023-06-21 01:27:50,1
120,2023-06-21 01:27:55,0
