"@timestamp","process.args","kubernetes.labels.app","kubernetes.pod.name"
"2023-08-22 06:08:34","runc, init",cartservice,"cartservice-6969c94d94-l66mx"
"2023-08-22 06:08:34","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 9aacbfbbc40e54c771258ad8081839b68fc2d90d921309f97ad7905bf243c6cc, -address, /var/run/desktop-containerd/containerd.sock",cartservice,"cartservice-6969c94d94-l66mx"
"2023-08-22 06:08:34","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 06756df3daa5c387168ddf823ec8d9200195cb3c4d97508eb1609117c3254137, -address, /var/run/desktop-containerd/containerd.sock",cartservice,"cartservice-6969c94d94-l66mx"
"2023-08-22 06:08:34","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, da6993707d7a64f797ac7157accadd6b2c846b20b83b9e673bc4509758e4a13a, -address, /var/run/desktop-containerd/containerd.sock",cartservice,"cartservice-6969c94d94-l66mx"
"2023-08-22 06:08:31","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, aaa4d6c91ec45c512b6491477f020830136f908165b38732a040e4209eb6e8a4, -address, /var/run/desktop-containerd/containerd.sock","redis-cart","redis-cart-6997b66668-xkfsv"
"2023-08-22 06:08:30","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, aaa4d6c91ec45c512b6491477f020830136f908165b38732a040e4209eb6e8a4, -address, /var/run/desktop-containerd/containerd.sock","redis-cart","redis-cart-6997b66668-xkfsv"
"2023-08-22 06:08:30","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/fefbd2064f9c96297bffd8e35ee51d45862b19398bd6dab871e6fa5e5ad57ed9/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/fefbd2064f9c96297bffd8e35ee51d45862b19398bd6dab871e6fa5e5ad57ed9, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/fefbd2064f9c96297bffd8e35ee51d45862b19398bd6dab871e6fa5e5ad57ed9/init.pid, fefbd2064f9c96297bffd8e35ee51d45862b19398bd6dab871e6fa5e5ad57ed9","redis-cart","redis-cart-6997b66668-xkfsv"
"2023-08-22 06:08:29","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/fefbd2064f9c96297bffd8e35ee51d45862b19398bd6dab871e6fa5e5ad57ed9/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/fefbd2064f9c96297bffd8e35ee51d45862b19398bd6dab871e6fa5e5ad57ed9, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/fefbd2064f9c96297bffd8e35ee51d45862b19398bd6dab871e6fa5e5ad57ed9/init.pid, fefbd2064f9c96297bffd8e35ee51d45862b19398bd6dab871e6fa5e5ad57ed9",productcatalogservice,"productcatalogservice-6b5dd45849-52szd"
"2023-08-22 06:08:29","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, fefbd2064f9c96297bffd8e35ee51d45862b19398bd6dab871e6fa5e5ad57ed9, -address, /var/run/desktop-containerd/containerd.sock",productcatalogservice,"productcatalogservice-6b5dd45849-52szd"
"2023-08-22 06:08:01","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/06756df3daa5c387168ddf823ec8d9200195cb3c4d97508eb1609117c3254137/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/06756df3daa5c387168ddf823ec8d9200195cb3c4d97508eb1609117c3254137, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/06756df3daa5c387168ddf823ec8d9200195cb3c4d97508eb1609117c3254137/init.pid, 06756df3daa5c387168ddf823ec8d9200195cb3c4d97508eb1609117c3254137",paymentservice,"paymentservice-78549bfd9c-h8tg5"
