,adservice-76b448fddf-qfsdp_cpu,adservice-76b448fddf-qfsdp_memory,cartservice-6969c94d94-l66mx_cpu,cartservice-6969c94d94-l66mx_memory,checkoutservice-6d6f4d7cc7-jkzgt_cpu,checkoutservice-6d6f4d7cc7-jkzgt_memory,currencyservice-ccbc788bc-6rlj2_cpu,currencyservice-ccbc788bc-6rlj2_memory,currencyservice-ccbc788bc-9ps4z_cpu,currencyservice-ccbc788bc-9ps4z_memory,currencyservice-ccbc788bc-dzj7f_cpu,currencyservice-ccbc788bc-dzj7f_memory,currencyservice-ccbc788bc-nxbb7_cpu,currencyservice-ccbc788bc-nxbb7_memory,currencyservice-ccbc788bc-t9dms_cpu,currencyservice-ccbc788bc-t9dms_memory,emailservice-9f8578d69-r6rx8_cpu,emailservice-9f8578d69-r6rx8_memory,frontend-846c85c54c-9rg78_cpu,frontend-846c85c54c-9rg78_memory,loadgenerator-7f8f5d8fb6-5mm4r_cpu,loadgenerator-7f8f5d8fb6-5mm4r_memory,paymentservice-78549bfd9c-h8tg5_cpu,paymentservice-78549bfd9c-h8tg5_memory,productcatalogservice-6b5dd45849-52szd_cpu,productcatalogservice-6b5dd45849-52szd_memory,recommendationservice-cc746f6c7-9r7zm_cpu,recommendationservice-cc746f6c7-9r7zm_memory,redis-cart-6997b66668-xkfsv_cpu,redis-cart-6997b66668-xkfsv_memory,shippingservice-7ccdfd8767-zlxq5_cpu,shippingservice-7ccdfd8767-zlxq5_memory,frontend_adservice&p50,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,loadgenerator_frontend&p50,checkoutservice_paymentservice&p50,checkoutservice_productcatalogservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,frontend_adservice&p90,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,loadgenerator_frontend&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,frontend_adservice&p99,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,loadgenerator_frontend&p99,checkoutservice_paymentservice&p99,checkoutservice_productcatalogservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99,shippingservice.csv,frontend.csv,emailservice.csv,redis-cart.csv,productcatalogservice.csv,paymentservice.csv,adservice.csv,checkoutservice.csv,currencyservice.csv,cartservice.csv,loadgenerator.csv
0,13.382977510475197,129.011712,17.549451773934695,84.148224,8.122774367378714,71.51616,14.73166798574882,0.0,17.41198127072298,70.295552,27.38962612346325,91.635712,13.269777171366243,0.0,12.473138828889628,0.0,6.360049114021683,135.122944,70.03416815742396,72.429568,16.824609078139332,97.206272,4.987428571428597,72.462336,33.88347012581908,62.181376,16.96037016106245,88.436736,7.019766997709181,50.122752,6.74771051138667,64.761856,3.631578947368421,6.666666666666666,3.727272727272728,75.0,,3.142857142857143,3.0,77.27272727272728,3.0,0.375,1.487394957983193,2.0434782608695654,9.5,,2.6666666666666665,7.916666666666668,9.333333333333334,9.166666666666668,95.0,,4.857142857142858,4.6,192.7272727272728,4.6,3.8000000000000007,4.512605042016807,4.408695652173913,22.625000000000007,,4.533333333333333,9.791666666666668,9.933333333333334,38.750000000000085,99.5,,9.249999999999996,4.960000000000001,244.27272727272728,4.96,4.88,9.791666666666655,4.940869565217391,42.750000000000014,,4.953333333333333,0,0,0,0,0,0,0,0,0,0,0
1,10.90372516425337,129.011712,17.549451773934695,84.148224,6.404299915280154,71.51616,17.66439373542011,0.0,20.627252768806777,70.295552,27.48462115528832,92.188672,16.364913310980047,0.0,14.88606491731352,0.0,6.364369460599368,134.713344,70.27045001682076,72.925184,19.353469685902223,97.214464,5.121144076122052,72.462336,35.439586341633024,61.493248,16.96037016106245,88.436736,6.063069534767759,50.09408,6.74771051138667,64.761856,3.631578947368421,5.0,4.166666666666667,75.0,,3.142857142857143,3.0,77.27272727272728,3.0,3.6666666666666665,2.3181818181818183,2.1,9.5,,2.6666666666666665,7.916666666666668,9.0,16.00000000000002,95.0,,4.857142857142858,4.6,192.7272727272728,4.6,8.0,4.754545454545455,4.58,22.625000000000007,,4.533333333333333,9.791666666666668,9.9,45.25,99.5,,9.249999999999996,4.96,244.27272727272728,4.96,9.8,9.540909090909096,8.450000000000006,42.750000000000014,,4.953333333333333,0,0,0,0,0,0,0,0,0,0,0
2,9.78847703838044,129.011712,17.380794354245875,83.898368,5.453470248602391,71.51616,20.5971194850914,70.38976,23.84252426689057,70.295552,27.48462115528832,92.188672,19.460049450593843,70.774784,17.298991005737413,70.463488,6.364369460599368,134.713344,70.27045001682076,72.925184,17.465116097525236,97.214464,5.018524385471226,72.6016,35.439586341633024,61.493248,16.96037016106245,88.436736,7.125710978004245,50.09408,6.63295880149809,64.765952,3.631578947368421,5.0,4.166666666666667,50.0,3.25,3.139130434782609,3.0,77.27272727272728,3.0,3.6666666666666665,2.3181818181818183,2.1,9.5,3.0,3.1818181818181817,7.916666666666668,9.0,16.00000000000002,220.00000000000003,5.500000000000005,4.850434782608696,4.6,192.7272727272728,4.6,8.0,4.754545454545455,4.58,22.625000000000007,4.6,4.927272727272727,9.791666666666668,9.9,45.25,247.0,9.550000000000002,18.85,4.96,244.27272727272728,4.96,9.8,9.540909090909096,8.450000000000006,42.750000000000014,4.96,9.4,0,0,0,0,0,0,0,0,0,0,0
3,13.087382671063905,129.298432,17.380794354245875,83.898368,7.82231051867038,70.934528,23.529845234762693,70.38976,19.911533333333324,72.15104,27.48462115528832,92.188672,15.323400000000005,70.774784,14.298999999999989,70.463488,6.2131465982395815,134.713344,70.27045001682076,72.925184,19.62922971942486,97.13664,5.1413667188315015,72.6016,28.91065531421124,61.677568,17.56874466268147,89.501696,6.166867391347353,50.09408,6.63295880149809,64.765952,3.3157894736842106,5.0,4.166666666666667,50.0,3.25,3.139130434782609,3.0,72.36842105263158,3.0,3.6666666666666665,2.3181818181818183,2.1,7.5,3.0,3.1818181818181817,6.333333333333336,9.0,16.00000000000002,220.00000000000003,5.500000000000005,4.850434782608696,4.6,210.6250000000001,4.6,8.0,4.754545454545455,4.58,14.0,4.6,4.927272727272727,9.633333333333333,9.9,45.25,247.0,9.550000000000002,18.85,4.96,448.7499999999999,4.959999999999999,9.8,9.540909090909096,8.450000000000006,42.00000000000006,4.96,9.4,0,0,0,0,0,0,0,0,0,0,0
4,13.087382671063905,129.298432,17.130466321243468,83.898368,7.82231051867038,70.934528,18.43863333333333,70.38976,19.911533333333324,72.15104,19.447998349007584,91.803648,15.323400000000005,70.774784,14.298999999999989,70.463488,6.155671438070851,134.709248,70.08400028583685,72.822784,19.62922971942486,97.13664,5.141366718831501,72.6016,35.91150308680951,61.677568,17.56874466268147,89.501696,6.985114171169512,50.266112,6.358213479739932,64.786432,3.3157894736842106,3.6666666666666665,4.5,50.0,3.25,3.139130434782609,3.0,72.36842105263158,3.0,0.5,1.9059829059829063,2.333333333333333,7.5,3.0,3.1818181818181817,6.333333333333336,8.0,17.5,220.00000000000003,5.500000000000005,4.850434782608696,4.6,210.6250000000001,4.6,4.199999999999999,4.627350427350429,4.619047619047619,14.0,4.6,4.927272727272727,9.633333333333333,9.8,45.625,247.0,9.550000000000002,18.85,4.96,448.7499999999999,4.959999999999999,4.92,9.38125000000001,8.499999999999998,42.00000000000006,4.96,9.4,0,0,0,0,0,0,0,0,0,0,0
5,13.087382671063905,129.298432,16.56797460660493,83.898368,7.82231051867038,70.934528,18.43863333333333,71.729152,25.006452549196904,72.15104,21.633911714500044,91.803648,15.323400000000005,71.643136,14.298999999999989,63.11936,6.079460714109359,134.709248,67.812594652642,72.822784,19.62922971942486,97.13664,4.948040092051933,72.8064,35.91150308680951,61.677568,16.785701866233907,89.501696,6.935386960810803,50.266112,5.142971364913507,64.786432,3.3157894736842106,3.6666666666666665,4.5,50.0,3.0,3.1788617886178865,3.0,72.36842105263158,3.0,0.5,1.9059829059829063,2.333333333333333,7.5,3.0,3.0,6.333333333333336,8.0,17.5,90.0,4.6,4.921951219512196,4.6,210.6250000000001,4.6,4.199999999999999,4.627350427350429,4.619047619047619,14.0,4.6,4.6,9.633333333333333,9.8,45.625,99.0,4.96,18.299999999999976,4.96,448.7499999999999,4.959999999999999,4.92,9.38125000000001,8.499999999999998,42.00000000000006,4.959999999999999,4.959999999999999,0,0,0,0,0,0,0,0,0,0,0
6,13.166015014075692,129.298432,17.472238838436088,83.92704,7.441786097754535,70.94272,21.303319845612247,71.729152,21.791181051113117,72.15104,22.34957975036228,91.803648,15.323400000000005,71.643136,16.303417701653714,63.11936,6.079460714109359,134.709248,69.51835038363183,73.342976,16.949979908151995,97.13664,4.948040092051933,72.8064,29.692927556452247,61.677568,13.829180244194577,89.501696,6.935386960810803,50.266112,5.975239195399369,64.786432,3.6666666666666665,3.6666666666666665,4.5,50.0,3.0,3.1788617886178865,3.0,69.23076923076924,3.0,0.5,1.9059829059829063,2.333333333333333,8.125,3.0,3.0,8.0,8.0,17.5,90.0,4.6,4.921951219512196,4.6,366.6666666666671,4.6,4.199999999999999,4.627350427350429,4.619047619047619,18.4,4.6,4.6,9.8,9.8,45.625,99.0,4.96,18.299999999999976,4.96,1960.0000000000027,4.959999999999999,4.92,9.38125000000001,8.499999999999998,24.34,4.959999999999999,4.959999999999999,0,0,0,0,0,0,0,0,0,0,0
7,13.166015014075692,129.298432,13.74524771471196,83.92704,7.441786097754535,70.94272,18.37059409594096,71.729152,18.57590955302932,72.15104,27.56314707746965,92.250112,17.52930352670276,71.643136,13.890491613229823,63.11936,5.218676626554965,134.709248,69.51835038363183,73.342976,20.5478431872394,97.148928,4.697216452014929,72.8064,37.6428961499971,61.939712,12.43037175534175,89.501696,7.685671800318832,50.13504,5.123950186808152,64.786432,3.6666666666666665,10.0,7.045454545454545,50.0,3.0,3.1788617886178865,5.0,69.23076923076924,3.0,17.5,2.628865979381444,3.1904761904761902,8.125,3.0,3.0,8.0,190.0,24.35714285714286,90.0,4.6,4.921951219512196,9.0,366.6666666666671,4.6,85.0,8.36666666666667,8.250000000000004,18.4,4.6,4.6,9.8,244.00000000000003,200.4999999999996,99.0,4.96,18.299999999999976,9.9,1960.0000000000027,4.959999999999999,98.5,24.05909090909092,43.250000000000014,24.34,4.959999999999999,4.959999999999999,0,0,0,0,0,0,0,0,0,0,0
8,9.54053334636638,129.298432,17.15535008076656,83.92704,7.441786097754535,70.94272,15.437868346269669,71.729152,15.360638054945522,72.15104,27.56314707746965,92.250112,14.434167387088957,71.643136,11.477565524805929,63.11936,7.117781986531824,134.71744,69.51835038363183,73.342976,22.326241303161847,97.148928,4.697216452014929,72.8064,37.6428961499971,61.939712,19.72766338817905,90.906624,7.685671800318831,50.13504,5.9353773669955965,64.790528,3.6666666666666665,10.0,7.045454545454545,100.0,3.444444444444444,3.873239436619718,5.0,69.23076923076924,3.0,17.5,2.628865979381444,3.1904761904761902,8.125,3.4,4.5,8.0,190.0,24.35714285714286,900.0,16.750000000000004,17.999999999999993,9.0,366.6666666666671,4.6,85.0,8.36666666666667,8.250000000000004,18.4,6.999999999999999,8.833333333333332,9.8,244.00000000000003,200.4999999999996,990.0,24.175,246.99999999999977,9.9,1960.0000000000027,4.959999999999999,98.5,24.05909090909092,43.250000000000014,24.34,9.7,9.883333333333333,0,0,0,0,0,0,0,0,0,0,0
9,13.33023397470352,129.339392,14.239321797038038,83.92704,8.36147738152317,70.946816,,71.729152,,72.15104,29.48798146539473,92.250112,,71.643136,,63.11936,7.117781986531824,134.71744,77.3942604657454,72.8064,22.326241303161847,97.148928,3.834357361515003,72.8064,37.6428961499971,61.939712,19.72766338817905,90.906624,7.685671800318831,50.13504,6.966609779624514,64.790528,3.842105263157895,10.0,7.045454545454545,100.0,3.444444444444444,3.873239436619718,5.0,98.75,8.75,17.5,2.628865979381444,3.1904761904761902,12.0,3.4,4.5,9.416666666666668,190.0,24.35714285714286,900.0,16.750000000000004,17.999999999999993,9.0,244.4736842105264,20.5,85.0,8.36666666666667,8.250000000000004,43.750000000000014,6.999999999999999,8.833333333333332,22.975,244.00000000000003,200.4999999999996,990.0,24.175,246.99999999999977,9.9,765.0000000000011,24.55,98.5,24.05909090909092,43.250000000000014,93.33333333333331,9.7,9.883333333333333,0,0,0,0,0,0,0,0,0,0,0
