"@timestamp","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","event.action","process.name"
"2023-06-30 06:40:39","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:5601","Process socat (PID: 83888) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped",socat
"2023-06-30 06:39:44","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 73839) by user root STARTED",default,v2,reviews,start,process,process,"process_started",memStress
"2023-06-30 06:39:10","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 58071) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",memStress
"2023-06-30 06:39:10","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -p, /proc/11280/ns/pid, --, memStress, --workers, 5, --size, 256MB","Process nsexec (PID: 58026) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 06:39:10","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 59111) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",memStress
"2023-06-30 06:39:10","/usr/local/bin/memStress","memStress, --workers, 5, --size, 256MB","Process memStress (PID: 58028) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",memStress
"2023-06-30 06:39:10","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 58032) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",memStress
"2023-06-30 06:39:10","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 58262) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",memStress
"2023-06-30 06:39:10","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 59702) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",memStress
"2023-06-30 06:37:44","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 43881) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",memStress
"2023-06-30 06:37:44","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -p, /proc/11280/ns/pid, --, memStress, --workers, 5, --size, 256MB","Process nsexec (PID: 43838) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",nsexec
"2023-06-30 06:37:44","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 44475) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",memStress
"2023-06-30 06:37:44","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 44391) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",memStress
"2023-06-30 06:37:44","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 44444) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",memStress
"2023-06-30 06:37:44","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 44307) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",memStress
"2023-06-30 06:37:44","/usr/local/bin/memStress","memStress, --workers, 5, --size, 256MB","Process memStress (PID: 43876) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",memStress
"2023-06-30 06:36:53","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 44475) by user root STARTED",default,v1,ratings,start,process,process,"process_started",memStress
"2023-06-30 06:35:27","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 29313) by user root STARTED",default,v1,productpage,start,process,process,"process_started",memStress
"2023-06-30 06:35:26","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 29260) by user root STARTED",default,v1,details,start,process,process,"process_started",memStress
"2023-06-30 06:35:25","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 29193) by user root STARTED",default,v1,details,start,process,process,"process_started",memStress
"2023-06-30 06:34:01","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 14031) by user root STARTED",default,v1,ratings,start,process,process,"process_started",memStress
"2023-06-30 06:33:58","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 13318) by user root STARTED",default,v1,details,start,process,process,"process_started",memStress
"2023-06-30 06:33:57","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 13282) by user root STARTED",default,v1,details,start,process,process,"process_started",memStress
"2023-06-30 06:33:57","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -p, /proc/11280/ns/pid, --, memStress, --workers, 5, --size, 256MB","Process nsexec (PID: 13276) by user root STARTED",default,v1,details,start,process,process,"process_started",nsexec
"2023-06-30 06:33:57","/usr/local/bin/memStress","memStress, --workers, 5, --size, 256MB","Process memStress (PID: 13278) by user root STARTED",default,v1,details,start,process,process,"process_started",memStress
"2023-06-30 06:33:04","/usr/bin/runc","runc, --version","ERROR for PID 3910: failed to get namespaces for /usr/bin/runc PID 3910: stat /proc/3910/ns/mnt: no such file or directory",default,v2,reviews,info,process,process,"process_error",runc
"2023-06-30 06:32:48","/usr/bin/runc","runc, --version","ERROR for PID 742: failed to get namespaces for /usr/bin/runc PID 742: stat /proc/742/ns/mnt: no such file or directory",default,v3,reviews,info,process,process,"process_error",runc
"2023-06-30 06:32:34","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 98062) by user root STARTED",default,v3,reviews,start,process,process,"process_started",memStress
"2023-06-30 06:32:33","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 97532) by user root STARTED",default,v1,productpage,start,process,process,"process_started",memStress
"2023-06-30 06:32:32","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 96672) by user root STARTED",default,v1,details,start,process,process,"process_started",memStress
"2023-06-30 06:32:31","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 96412) by user root STARTED",default,v1,details,start,process,process,"process_started",memStress
"2023-06-30 06:31:01","/usr/bin/runc","runc, --version","ERROR for PID 82709: failed to get namespaces for /usr/bin/runc PID 82709: stat /proc/82709/ns/mnt: no such file or directory",default,v2,reviews,info,process,process,"process_error",runc
"2023-06-30 06:30:18","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:9090","Process socat (PID: 66917) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",socat
"2023-06-30 06:29:38","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -p, /proc/11280/ns/pid, --, memStress, --workers, 5, --size, 256MB","Process nsexec (PID: 69937) by user root STARTED",default,v1,reviews,start,process,process,"process_started",nsexec
"2023-06-30 06:29:38","/usr/local/bin/memStress","memStress, --size, 256MB, --workers, 5, --time, 0s, --client, 1","Process memStress (PID: 69945) by user root STARTED",default,v1,reviews,start,process,process,"process_started",memStress
"2023-06-30 06:29:38","/usr/local/bin/memStress","memStress, --workers, 5, --size, 256MB","Process memStress (PID: 69939) by user root STARTED",default,v1,reviews,start,process,process,"process_started",memStress
