,timestamp,checkoutservice.csv
0,2023-08-22 05:46:39,0
1,2023-08-22 05:46:44,0
2,2023-08-22 05:46:49,0
3,2023-08-22 05:46:54,0
4,2023-08-22 05:46:59,0
5,2023-08-22 05:47:04,0
6,2023-08-22 05:47:09,0
7,2023-08-22 05:47:14,0
8,2023-08-22 05:47:19,0
9,2023-08-22 05:47:24,0
10,2023-08-22 05:47:29,0
11,2023-08-22 05:47:34,0
12,2023-08-22 05:47:39,0
13,2023-08-22 05:47:44,0
14,2023-08-22 05:47:49,0
15,2023-08-22 05:47:54,0
16,2023-08-22 05:47:59,0
17,2023-08-22 05:48:04,0
18,2023-08-22 05:48:09,0
19,2023-08-22 05:48:14,0
20,2023-08-22 05:48:19,0
21,2023-08-22 05:48:24,0
22,2023-08-22 05:48:29,0
23,2023-08-22 05:48:34,0
24,2023-08-22 05:48:39,0
25,2023-08-22 05:48:44,0
26,2023-08-22 05:48:49,0
27,2023-08-22 05:48:54,0
28,2023-08-22 05:48:59,0
29,2023-08-22 05:49:04,0
30,2023-08-22 05:49:09,0
31,2023-08-22 05:49:14,1
32,2023-08-22 05:49:19,0
33,2023-08-22 05:49:24,0
34,2023-08-22 05:49:29,0
35,2023-08-22 05:49:34,0
36,2023-08-22 05:49:39,0
37,2023-08-22 05:49:44,0
38,2023-08-22 05:49:49,0
39,2023-08-22 05:49:54,0
40,2023-08-22 05:49:59,0
41,2023-08-22 05:50:04,0
42,2023-08-22 05:50:09,0
43,2023-08-22 05:50:14,0
44,2023-08-22 05:50:19,0
45,2023-08-22 05:50:24,0
46,2023-08-22 05:50:29,0
47,2023-08-22 05:50:34,0
48,2023-08-22 05:50:39,0
49,2023-08-22 05:50:44,0
50,2023-08-22 05:50:49,0
51,2023-08-22 05:50:54,0
52,2023-08-22 05:50:59,0
53,2023-08-22 05:51:04,0
54,2023-08-22 05:51:09,0
55,2023-08-22 05:51:14,0
56,2023-08-22 05:51:19,0
57,2023-08-22 05:51:24,0
58,2023-08-22 05:51:29,0
59,2023-08-22 05:51:34,0
60,2023-08-22 05:51:39,0
61,2023-08-22 05:51:44,0
62,2023-08-22 05:51:49,0
63,2023-08-22 05:51:54,0
64,2023-08-22 05:51:59,0
65,2023-08-22 05:52:04,0
66,2023-08-22 05:52:09,0
67,2023-08-22 05:52:14,0
68,2023-08-22 05:52:19,0
69,2023-08-22 05:52:24,0
70,2023-08-22 05:52:29,0
71,2023-08-22 05:52:34,0
72,2023-08-22 05:52:39,0
73,2023-08-22 05:52:44,0
74,2023-08-22 05:52:49,0
75,2023-08-22 05:52:54,0
76,2023-08-22 05:52:59,0
77,2023-08-22 05:53:04,0
78,2023-08-22 05:53:09,0
79,2023-08-22 05:53:14,0
80,2023-08-22 05:53:19,0
81,2023-08-22 05:53:24,0
82,2023-08-22 05:53:29,0
83,2023-08-22 05:53:34,0
84,2023-08-22 05:53:39,0
85,2023-08-22 05:53:44,0
86,2023-08-22 05:53:49,0
87,2023-08-22 05:53:54,0
88,2023-08-22 05:53:59,0
89,2023-08-22 05:54:04,0
90,2023-08-22 05:54:09,0
91,2023-08-22 05:54:14,0
92,2023-08-22 05:54:19,0
93,2023-08-22 05:54:24,0
94,2023-08-22 05:54:29,0
95,2023-08-22 05:54:34,0
96,2023-08-22 05:54:39,0
97,2023-08-22 05:54:44,0
98,2023-08-22 05:54:49,0
99,2023-08-22 05:54:54,0
100,2023-08-22 05:54:59,0
101,2023-08-22 05:55:04,0
102,2023-08-22 05:55:09,0
103,2023-08-22 05:55:14,0
104,2023-08-22 05:55:19,0
105,2023-08-22 05:55:24,0
106,2023-08-22 05:55:29,0
107,2023-08-22 05:55:34,0
108,2023-08-22 05:55:39,0
109,2023-08-22 05:55:44,0
110,2023-08-22 05:55:49,0
111,2023-08-22 05:55:54,0
112,2023-08-22 05:55:59,1
113,2023-08-22 05:56:04,0
114,2023-08-22 05:56:09,0
115,2023-08-22 05:56:14,0
116,2023-08-22 05:56:19,0
117,2023-08-22 05:56:24,0
118,2023-08-22 05:56:29,0
119,2023-08-22 05:56:34,0
120,2023-08-22 05:56:39,0
