,timestamp,currencyservice
9,2023-08-22 05:10:52,1
145,2023-08-22 05:05:53,1
146,2023-08-22 05:05:53,1
147,2023-08-22 05:05:53,1
148,2023-08-22 05:05:53,1
149,2023-08-22 05:05:53,1
150,2023-08-22 05:05:53,1
151,2023-08-22 05:05:53,1
152,2023-08-22 05:05:53,1
153,2023-08-22 05:05:53,1
154,2023-08-22 05:05:53,1
155,2023-08-22 05:05:53,1
156,2023-08-22 05:05:53,1
157,2023-08-22 05:05:53,1
158,2023-08-22 05:05:53,1
159,2023-08-22 05:05:53,1
160,2023-08-22 05:05:53,1
161,2023-08-22 05:05:53,1
162,2023-08-22 05:05:53,1
163,2023-08-22 05:05:53,1
164,2023-08-22 05:05:53,1
165,2023-08-22 05:05:53,1
166,2023-08-22 05:05:53,1
167,2023-08-22 05:05:53,1
168,2023-08-22 05:05:53,1
169,2023-08-22 05:05:53,1
170,2023-08-22 05:05:53,1
171,2023-08-22 05:05:53,1
172,2023-08-22 05:05:53,1
173,2023-08-22 05:05:53,1
174,2023-08-22 05:05:53,1
175,2023-08-22 05:05:53,1
176,2023-08-22 05:05:53,1
177,2023-08-22 05:05:53,1
178,2023-08-22 05:05:53,1
179,2023-08-22 05:05:53,1
180,2023-08-22 05:05:53,1
181,2023-08-22 05:05:53,1
182,2023-08-22 05:05:53,1
183,2023-08-22 05:05:53,1
184,2023-08-22 05:05:53,1
185,2023-08-22 05:05:53,1
186,2023-08-22 05:05:53,1
187,2023-08-22 05:05:53,1
188,2023-08-22 05:05:53,1
189,2023-08-22 05:05:53,1
190,2023-08-22 05:05:53,1
191,2023-08-22 05:05:53,1
192,2023-08-22 05:05:53,1
193,2023-08-22 05:05:53,1
194,2023-08-22 05:05:53,1
195,2023-08-22 05:05:53,1
196,2023-08-22 05:05:53,1
197,2023-08-22 05:05:53,1
198,2023-08-22 05:05:53,1
199,2023-08-22 05:05:53,1
200,2023-08-22 05:05:53,1
201,2023-08-22 05:05:53,1
202,2023-08-22 05:05:53,1
203,2023-08-22 05:05:53,1
204,2023-08-22 05:05:53,1
205,2023-08-22 05:05:53,1
206,2023-08-22 05:05:53,1
207,2023-08-22 05:05:53,1
208,2023-08-22 05:05:53,1
209,2023-08-22 05:05:53,1
210,2023-08-22 05:05:53,1
211,2023-08-22 05:05:53,1
212,2023-08-22 05:05:53,1
213,2023-08-22 05:05:53,1
214,2023-08-22 05:05:53,1
215,2023-08-22 05:05:53,1
216,2023-08-22 05:05:53,1
217,2023-08-22 05:05:53,1
218,2023-08-22 05:05:53,1
219,2023-08-22 05:05:53,1
220,2023-08-22 05:05:53,1
221,2023-08-22 05:05:53,1
222,2023-08-22 05:05:53,1
223,2023-08-22 05:05:53,1
224,2023-08-22 05:05:53,1
225,2023-08-22 05:05:53,1
226,2023-08-22 05:05:53,1
227,2023-08-22 05:05:53,1
228,2023-08-22 05:05:53,1
229,2023-08-22 05:05:53,1
230,2023-08-22 05:05:53,1
231,2023-08-22 05:05:53,1
232,2023-08-22 05:05:53,1
233,2023-08-22 05:05:53,1
234,2023-08-22 05:05:53,1
235,2023-08-22 05:05:53,1
236,2023-08-22 05:05:53,1
237,2023-08-22 05:05:53,1
238,2023-08-22 05:05:53,1
239,2023-08-22 05:05:53,1
240,2023-08-22 05:05:53,1
241,2023-08-22 05:05:53,1
242,2023-08-22 05:05:53,1
