,timestamp,currencyservice
55,2023-08-22 05:18:02,1
62,2023-08-22 05:17:30,1
63,2023-08-22 05:17:30,1
68,2023-08-22 05:16:55,1
75,2023-08-22 05:16:18,1
76,2023-08-22 05:15:48,1
77,2023-08-22 05:15:48,1
78,2023-08-22 05:15:48,1
91,2023-08-22 05:10:52,1
