,timestamp,shippingservice
28,2023-08-22 05:21:13,1
40,2023-08-22 05:19:48,1
45,2023-08-22 05:19:15,1
46,2023-08-22 05:19:12,1
47,2023-08-22 05:19:12,1
48,2023-08-22 05:19:12,1
49,2023-08-22 05:19:12,1
58,2023-08-22 05:17:42,1
73,2023-08-22 05:16:22,1
74,2023-08-22 05:16:22,1
87,2023-08-22 05:11:21,1
88,2023-08-22 05:11:21,1
