,timestamp,currencyservice
26,2023-08-22 06:05:34,1
27,2023-08-22 06:05:34,1
28,2023-08-22 06:05:34,1
30,2023-08-22 06:05:00,1
41,2023-08-22 06:03:51,1
42,2023-08-22 06:03:51,1
43,2023-08-22 06:03:50,1
72,2023-08-22 05:56:37,1
73,2023-08-22 05:56:37,1
74,2023-08-22 05:56:37,1
