,timestamp,currencyservice
1,2023-08-22 10:10:03,1
2,2023-08-22 10:10:03,1
3,2023-08-22 10:10:03,1
4,2023-08-22 10:10:03,1
5,2023-08-22 10:10:03,1
6,2023-08-22 10:10:03,1
7,2023-08-22 10:10:03,1
8,2023-08-22 10:10:03,1
9,2023-08-22 10:10:03,1
10,2023-08-22 10:10:03,1
11,2023-08-22 10:10:03,1
12,2023-08-22 10:10:03,1
13,2023-08-22 10:10:03,1
14,2023-08-22 10:10:03,1
15,2023-08-22 10:10:03,1
16,2023-08-22 10:10:03,1
17,2023-08-22 10:10:03,1
18,2023-08-22 10:10:03,1
19,2023-08-22 10:10:03,1
20,2023-08-22 10:10:03,1
21,2023-08-22 10:10:03,1
22,2023-08-22 10:10:03,1
23,2023-08-22 10:10:03,1
24,2023-08-22 10:10:03,1
25,2023-08-22 10:10:03,1
26,2023-08-22 10:10:03,1
27,2023-08-22 10:10:03,1
28,2023-08-22 10:10:03,1
29,2023-08-22 10:10:03,1
30,2023-08-22 10:10:03,1
31,2023-08-22 10:10:03,1
32,2023-08-22 10:10:03,1
33,2023-08-22 10:10:03,1
34,2023-08-22 10:10:03,1
35,2023-08-22 10:10:03,1
36,2023-08-22 10:10:03,1
37,2023-08-22 10:10:03,1
38,2023-08-22 10:10:03,1
39,2023-08-22 10:10:03,1
40,2023-08-22 10:10:03,1
41,2023-08-22 10:10:03,1
42,2023-08-22 10:10:03,1
43,2023-08-22 10:10:03,1
44,2023-08-22 10:10:03,1
45,2023-08-22 10:10:03,1
46,2023-08-22 10:10:03,1
47,2023-08-22 10:10:03,1
48,2023-08-22 10:10:03,1
49,2023-08-22 10:10:03,1
50,2023-08-22 10:10:03,1
51,2023-08-22 10:10:03,1
52,2023-08-22 10:10:03,1
53,2023-08-22 10:10:03,1
54,2023-08-22 10:10:03,1
55,2023-08-22 10:10:03,1
56,2023-08-22 10:10:03,1
57,2023-08-22 10:10:03,1
58,2023-08-22 10:10:03,1
59,2023-08-22 10:10:03,1
60,2023-08-22 10:10:03,1
61,2023-08-22 10:10:03,1
62,2023-08-22 10:10:03,1
63,2023-08-22 10:10:03,1
64,2023-08-22 10:10:03,1
65,2023-08-22 10:10:03,1
66,2023-08-22 10:10:03,1
67,2023-08-22 10:10:03,1
68,2023-08-22 10:10:03,1
69,2023-08-22 10:10:03,1
70,2023-08-22 10:10:03,1
71,2023-08-22 10:10:03,1
72,2023-08-22 10:10:03,1
73,2023-08-22 10:10:03,1
74,2023-08-22 10:10:03,1
75,2023-08-22 10:10:03,1
76,2023-08-22 10:10:03,1
77,2023-08-22 10:10:03,1
78,2023-08-22 10:10:03,1
79,2023-08-22 10:10:03,1
80,2023-08-22 10:10:03,1
81,2023-08-22 10:10:03,1
82,2023-08-22 10:10:03,1
83,2023-08-22 10:10:03,1
84,2023-08-22 10:10:03,1
85,2023-08-22 10:10:03,1
86,2023-08-22 10:10:03,1
87,2023-08-22 10:10:03,1
88,2023-08-22 10:10:03,1
89,2023-08-22 10:10:03,1
90,2023-08-22 10:10:03,1
91,2023-08-22 10:10:03,1
92,2023-08-22 10:10:03,1
93,2023-08-22 10:10:03,1
94,2023-08-22 10:10:03,1
95,2023-08-22 10:10:03,1
96,2023-08-22 10:10:03,1
97,2023-08-22 10:10:03,1
98,2023-08-22 10:10:03,1
99,2023-08-22 10:10:03,1
