,timestamp,redis-cart
11,2023-08-23 06:48:16,1
12,2023-08-23 06:48:16,1
23,2023-08-23 06:47:34,1
24,2023-08-23 06:47:34,1
76,2023-08-23 06:43:32,1
77,2023-08-23 06:43:32,1
78,2023-08-23 06:43:32,1
79,2023-08-23 06:43:32,1
163,2023-08-23 06:34:58,1
164,2023-08-23 06:34:58,1
165,2023-08-23 06:34:58,1
