,timestamp,shippingservice
61,2023-08-23 06:45:27,1
62,2023-08-23 06:45:27,1
63,2023-08-23 06:45:27,1
68,2023-08-23 06:44:28,1
69,2023-08-23 06:44:28,1
70,2023-08-23 06:44:28,1
71,2023-08-23 06:44:28,1
80,2023-08-23 06:43:24,1
101,2023-08-23 06:41:09,1
102,2023-08-23 06:41:09,1
103,2023-08-23 06:41:09,1
118,2023-08-23 06:40:05,1
166,2023-08-23 06:34:49,1
185,2023-08-23 06:34:00,1
186,2023-08-23 06:34:00,1
187,2023-08-23 06:34:00,1
