,timestamp,currencyservice
0,2023-08-23 06:02:02,1
12,2023-08-23 06:00:06,1
13,2023-08-23 06:00:06,1
14,2023-08-23 06:00:06,1
15,2023-08-23 06:00:05,1
16,2023-08-23 06:00:05,1
17,2023-08-23 06:00:05,1
18,2023-08-23 06:00:05,1
19,2023-08-23 06:00:05,1
72,2023-08-23 05:55:41,1
73,2023-08-23 05:55:41,1
74,2023-08-23 05:55:41,1
