,timestamp,shippingservice
4,2023-08-23 06:01:08,1
51,2023-08-23 05:57:45,1
52,2023-08-23 05:57:45,1
53,2023-08-23 05:57:45,1
58,2023-08-23 05:56:50,1
59,2023-08-23 05:56:50,1
81,2023-08-23 05:55:32,1
82,2023-08-23 05:55:32,1
83,2023-08-23 05:55:32,1
84,2023-08-23 05:55:32,1
85,2023-08-23 05:55:32,1
