"@timestamp","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","event.action","process.name"
"2023-06-27 04:03:18","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 73776) STARTED",default,v1,ratings,start,process,process,"process_started",envoy
"2023-06-27 04:03:18","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 716cfaccd67e60fde330a88d1173a200f5824eee59bb9f6c35bf031e4f0d06d6, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 73302) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped","containerd-shim"
"2023-06-27 04:03:18","/usr/local/bin/node","node, /opt/microservices/ratings.js, 9080","Process node (PID: 73347) by user auditbeat STOPPED",default,v1,ratings,end,process,process,"process_stopped",node
"2023-06-27 04:03:17","/usr/local/bin/node","node, /opt/microservices/ratings.js, 9080","Process node (PID: 73265) by user auditbeat STOPPED",default,v1,ratings,end,process,process,"process_stopped",node
"2023-06-27 04:03:17","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 18502a94be7a2797e18ee37cdfb0141b548dbf97d219c5976956f602b98f43fb, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 71888) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped","containerd-shim"
"2023-06-27 04:03:17","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 248bf4262814d7b6b748d2cc234654292fcabf161b5c07f8036dc42e2675984e, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 73410) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped","containerd-shim"
"2023-06-27 04:03:17","/usr/local/bin/node","node, /opt/microservices/ratings.js, 9080","Process node (PID: 73070) by user auditbeat STOPPED",default,v1,ratings,end,process,process,"process_stopped",node
"2023-06-27 04:03:17","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 45027f41571754846b878ddf158ba1d1448d336ded641f4639c19214ceda5a07, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 73228) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped","containerd-shim"
"2023-06-27 04:03:17","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 40354928ac34636e667478a0f078cda270dccac36b12f6e2b999d981d576279b, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 72994) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped","containerd-shim"
"2023-06-27 04:03:17","/","runc, init","Process runc:[2:INIT] (PID: 72045) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped","runc:[2:INIT]"
