,timestamp,details-v1-7d4d9d5fcb-pkpvm_cpu,details-v1-7d4d9d5fcb-pkpvm_memory,productpage-v1-66756cddfd-psmzt_cpu,productpage-v1-66756cddfd-psmzt_memory,ratings-v1-85cc46b6d4-t88rh_cpu,ratings-v1-85cc46b6d4-t88rh_memory,ratings-v1-85cc46b6d4-txdpr_cpu,ratings-v1-85cc46b6d4-txdpr_memory,reviews-v1-777df99c6d-lz7ht_cpu,reviews-v1-777df99c6d-lz7ht_memory,reviews-v2-cdd8fb88b-pd9dw_cpu,reviews-v2-cdd8fb88b-pd9dw_memory,reviews-v3-58b6479b-6btgp_cpu,reviews-v3-58b6479b-6btgp_memory
0,2023-06-27 03:54:26,53.410572241879606,64.90112,265.3492142215021,103.30112,0.7444558478914866,0.0,20.27376000421922,63.95904,15.438523753114545,214.437888,28.400930899990872,221.126656,33.43942040900067,225.861632
1,2023-06-27 03:54:31,56.25673045422137,64.90112,265.3492142215021,103.30112,0.8657679289597296,0.0,24.434291087660924,63.95904,15.438523753114545,214.437888,29.829639944455955,221.126656,25.7914069687071,225.861632
2,2023-06-27 03:54:36,56.25673045422137,64.90112,420.01253637788983,103.30112,0.9870800100279724,11.915264,24.434291087660924,63.95904,18.16246702837239,214.450176,36.06981878887187,221.126656,33.42559660079449,225.882112
3,2023-06-27 03:54:41,65.39201947627855,64.90112,420.01253637788983,103.165952,1.1083920910962155,11.915264,25.51593986911177,63.95904,18.16246702837239,214.450176,29.99736460182421,221.126656,34.943095723969954,225.882112
4,2023-06-27 03:54:46,59.14046160509833,64.905216,354.1693947203445,103.165952,1.145440800654457,11.915264,21.491012987591635,63.95904,18.16246702837239,214.450176,26.991546369418227,221.126656,34.943095723969954,225.882112
5,2023-06-27 03:54:51,59.14046160509833,64.905216,354.1693947203445,103.186432,1.0241287195862139,11.915264,23.439137195486296,63.6928,17.71274751150586,214.421504,34.75683380509462,221.147136,61.599428242656415,255.46752
6,2023-06-27 03:54:56,59.14046160509833,64.905216,354.1693947203445,103.186432,0.9028166385179709,11.067392,23.439137195486296,63.6928,17.71274751150586,214.421504,34.75683380509462,221.147136,72.54400541765627,255.46752
7,2023-06-27 03:55:01,45.911164079732785,64.905216,178.80110217802797,103.186432,0.7815045574497279,11.067392,22.38852232622319,63.6928,17.829700989681875,214.44608,34.069067347115435,221.147136,72.54400541765627,255.46752
8,2023-06-27 03:55:06,54.89137833830883,64.88064,203.39429262663472,103.223296,,11.067392,23.07370263048935,63.541248,14.578369572631498,214.44608,34.863839934858625,221.151232,143.97195159669232,226.258944
9,2023-06-27 03:55:11,54.89137833830883,64.88064,227.98748307524147,103.223296,,11.067392,22.16610677864389,63.541248,16.90714029053889,214.44608,34.863839934858625,221.151232,176.29141221065868,226.258944
10,2023-06-27 03:55:16,51.12492184941379,64.88064,346.60477656152557,103.223296,,11.067392,23.34796517606165,64.315392,14.149491780594829,214.44608,33.85246194708548,221.151232,197.18199051689396,226.258944
11,2023-06-27 03:55:21,54.31105453917847,65.032192,346.60477656152557,103.206912,,11.067392,23.34796517606165,64.315392,16.96438781712138,214.421504,35.25361068387465,221.179904,162.93620971663597,226.422784
12,2023-06-27 03:55:26,54.31105453917847,65.032192,346.60477656152557,103.206912,,11.067392,23.34796517606165,64.315392,16.96438781712138,214.421504,29.26329535533855,221.179904,162.93620971663597,226.422784
13,2023-06-27 03:55:31,60.47330284063594,65.032192,364.5872549713338,103.206912,,11.067392,22.1950954056438,64.311296,16.96438781712138,214.421504,37.71893836282481,221.179904,162.93620971663597,226.422784
14,2023-06-27 03:55:36,60.47330284063594,65.032192,413.3731049595266,103.202816,,11.067392,26.648771310993613,64.311296,17.91335545998684,214.44608,37.7224751825419,221.188096,134.70740799313094,226.496512
15,2023-06-27 03:55:41,60.47330284063594,65.032192,412.7038308217615,103.202816,,11.067392,26.648771310993613,64.311296,17.91335545998684,214.44608,37.7224751825419,221.188096,134.70740799313094,226.496512
16,2023-06-27 03:55:46,36.48997500000064,65.032192,419.758052953542,103.186432,,11.067392,26.648771310993613,64.311296,17.541003072168987,214.44608,37.7224751825419,221.188096,134.70740799313094,226.496512
17,2023-06-27 03:55:51,64.69236533957958,64.905216,419.75805295354206,103.186432,,11.067392,21.409138021838995,64.311296,17.34398373223812,214.44608,38.346955328175035,221.188096,70.57224284778282,226.578432
18,2023-06-27 03:55:56,64.69236533957958,64.905216,375.6696336749505,103.186432,,11.067392,27.393073909425112,63.430656,17.34398373223812,214.44608,35.534358135093385,221.16352,70.57224284778282,226.578432
19,2023-06-27 03:56:01,64.69236533957958,64.905216,354.4333708612619,103.58784,,11.067392,27.393073909425112,63.430656,10.023375000000103,214.44608,35.534358135093385,221.16352,70.57224284778282,226.578432
20,2023-06-27 03:56:06,56.04167169705062,64.909312,354.4333708612619,103.58784,,11.067392,27.46410916580872,63.430656,15.925953926888202,214.421504,34.16524523123903,221.16352,67.73605982706174,226.660352
21,2023-06-27 03:56:11,56.04167169705062,64.909312,289.0325376402288,103.58784,,11.067392,24.364330781228713,68.677632,15.925953926888202,214.421504,30.99739692837572,221.171712,67.73605982706174,226.660352
