,timestamp,details.csv
0,2023-06-30 08:42:57,0
1,2023-06-30 08:43:02,0
2,2023-06-30 08:43:07,0
3,2023-06-30 08:43:12,0
4,2023-06-30 08:43:17,0
5,2023-06-30 08:43:22,0
6,2023-06-30 08:43:27,0
7,2023-06-30 08:43:32,0
8,2023-06-30 08:43:37,0
9,2023-06-30 08:43:42,0
10,2023-06-30 08:43:47,0
11,2023-06-30 08:43:52,0
12,2023-06-30 08:43:57,0
13,2023-06-30 08:44:02,0
14,2023-06-30 08:44:07,0
15,2023-06-30 08:44:12,0
16,2023-06-30 08:44:17,0
17,2023-06-30 08:44:22,0
18,2023-06-30 08:44:27,0
19,2023-06-30 08:44:32,0
20,2023-06-30 08:44:37,0
21,2023-06-30 08:44:42,0
22,2023-06-30 08:44:47,0
23,2023-06-30 08:44:52,0
24,2023-06-30 08:44:57,0
25,2023-06-30 08:45:02,0
26,2023-06-30 08:45:07,0
27,2023-06-30 08:45:12,0
28,2023-06-30 08:45:17,0
29,2023-06-30 08:45:22,0
30,2023-06-30 08:45:27,0
31,2023-06-30 08:45:32,0
32,2023-06-30 08:45:37,0
33,2023-06-30 08:45:42,0
34,2023-06-30 08:45:47,0
35,2023-06-30 08:45:52,0
36,2023-06-30 08:45:57,0
37,2023-06-30 08:46:02,0
38,2023-06-30 08:46:07,0
39,2023-06-30 08:46:12,0
40,2023-06-30 08:46:17,0
41,2023-06-30 08:46:22,0
42,2023-06-30 08:46:27,0
43,2023-06-30 08:46:32,0
44,2023-06-30 08:46:37,0
45,2023-06-30 08:46:42,0
46,2023-06-30 08:46:47,0
47,2023-06-30 08:46:52,0
48,2023-06-30 08:46:57,0
49,2023-06-30 08:47:02,0
50,2023-06-30 08:47:07,0
51,2023-06-30 08:47:12,0
52,2023-06-30 08:47:17,0
53,2023-06-30 08:47:22,0
54,2023-06-30 08:47:27,0
55,2023-06-30 08:47:32,0
56,2023-06-30 08:47:37,0
57,2023-06-30 08:47:42,0
58,2023-06-30 08:47:47,0
59,2023-06-30 08:47:52,0
60,2023-06-30 08:47:57,0
61,2023-06-30 08:48:02,0
62,2023-06-30 08:48:07,0
63,2023-06-30 08:48:12,0
64,2023-06-30 08:48:17,0
65,2023-06-30 08:48:22,0
66,2023-06-30 08:48:27,0
67,2023-06-30 08:48:32,0
68,2023-06-30 08:48:37,0
69,2023-06-30 08:48:42,0
70,2023-06-30 08:48:47,0
71,2023-06-30 08:48:52,0
72,2023-06-30 08:48:57,0
73,2023-06-30 08:49:02,0
74,2023-06-30 08:49:07,0
75,2023-06-30 08:49:12,0
76,2023-06-30 08:49:17,0
77,2023-06-30 08:49:22,0
78,2023-06-30 08:49:27,0
79,2023-06-30 08:49:32,0
80,2023-06-30 08:49:37,0
81,2023-06-30 08:49:42,0
82,2023-06-30 08:49:47,0
83,2023-06-30 08:49:52,0
84,2023-06-30 08:49:57,0
85,2023-06-30 08:50:02,0
86,2023-06-30 08:50:07,0
87,2023-06-30 08:50:12,0
88,2023-06-30 08:50:17,0
89,2023-06-30 08:50:22,0
90,2023-06-30 08:50:27,0
91,2023-06-30 08:50:32,0
92,2023-06-30 08:50:37,0
93,2023-06-30 08:50:42,0
94,2023-06-30 08:50:47,0
95,2023-06-30 08:50:52,0
96,2023-06-30 08:50:57,0
97,2023-06-30 08:51:02,0
98,2023-06-30 08:51:07,0
99,2023-06-30 08:51:12,0
100,2023-06-30 08:51:17,0
101,2023-06-30 08:51:22,0
102,2023-06-30 08:51:27,0
103,2023-06-30 08:51:32,0
104,2023-06-30 08:51:37,0
105,2023-06-30 08:51:42,0
106,2023-06-30 08:51:47,0
107,2023-06-30 08:51:52,0
108,2023-06-30 08:51:57,0
109,2023-06-30 08:52:02,0
110,2023-06-30 08:52:07,0
111,2023-06-30 08:52:12,0
112,2023-06-30 08:52:17,0
113,2023-06-30 08:52:22,0
114,2023-06-30 08:52:27,0
115,2023-06-30 08:52:32,0
116,2023-06-30 08:52:37,0
117,2023-06-30 08:52:42,0
118,2023-06-30 08:52:47,0
119,2023-06-30 08:52:52,0
120,2023-06-30 08:52:57,0
