"@timestamp","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","event.action","process.name"
"2023-06-22 03:32:41","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, de0fd0e1ed4d3bb7dc0c6b2685ab83b1fc0a1e732be512812969634e538d3897, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 68651) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped","containerd-shim"
"2023-06-22 03:32:41","/","runc, init","Process runc:[2:INIT] (PID: 68721) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped","runc:[2:INIT]"
"2023-06-22 03:32:41","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:9090","Process socat (PID: 82338) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped",socat
"2023-06-22 03:32:39","/usr/local/bin/pilot-agent","/usr/local/bin/pilot-agent, proxy, sidecar, --domain, default.svc.cluster.local, --proxyLogLevel=warning, --proxyComponentLogLevel=misc:error, --log_output_level=default:info, --concurrency, 2","Process pilot-agent (PID: 70652) STOPPED",default,v3,reviews,end,process,process,"process_stopped","pilot-agent"
"2023-06-22 03:32:39","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 58450af1a5db4d0deaf3b4f603129e41e7110a6c7318f697151251eeb2039f3f, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 70630) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped","containerd-shim"
"2023-06-22 03:32:39","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 70689) STOPPED",default,v3,reviews,end,process,process,"process_stopped",envoy
"2023-06-22 03:32:34","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 047e25e8716173a61f25c3651fe514e88bdc9e46d33b8646a51d1db8d500a01e, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 70586) by user root STOPPED",default,v1,details,end,process,process,"process_stopped","containerd-shim"
"2023-06-22 03:32:34","/usr/local/bin/ruby","ruby, details.rb, 9080","Process ruby (PID: 70607) by user auditbeat STOPPED",default,v1,details,end,process,process,"process_stopped",ruby
"2023-06-22 03:32:18","/usr/bin/runc","runc, --version","Process runc (PID: 78346) by user root STOPPED",default,v1,details,end,process,process,"process_stopped",runc
"2023-06-22 03:32:17","/usr/bin/runc","runc, --version","Process runc (PID: 78346) by user root STARTED",default,v1,details,start,process,process,"process_started",runc
"2023-06-22 03:31:27","/var/lib/cni-plugins/bin/bridge","/var/lib/cni-plugins/bin/bridge","Process bridge (PID: 70134) by user root STARTED",default,v1,ratings,start,process,process,"process_started",bridge
"2023-06-22 03:31:27","/usr/bin/runc","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/de0fd0e1ed4d3bb7dc0c6b2685ab83b1fc0a1e732be512812969634e538d3897/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/de0fd0e1ed4d3bb7dc0c6b2685ab83b1fc0a1e732be512812969634e538d3897, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/de0fd0e1ed4d3bb7dc0c6b2685ab83b1fc0a1e732be512812969634e538d3897/init.pid, de0fd0e1ed4d3bb7dc0c6b2685ab83b1fc0a1e732be512812969634e538d3897","Process runc (PID: 68673) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",runc
"2023-06-22 03:31:27","/usr/bin/dockerd","libnetwork-setkey, -exec-root=/var/run/docker, de0fd0e1ed4d3bb7dc0c6b2685ab83b1fc0a1e732be512812969634e538d3897, 6afe105732ef","Process exe (PID: 68737) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",exe
"2023-06-22 03:31:24","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, eae3035dbd18fe468e635e93032d84ec87ba92abab727fbcd07da769ab7533d5, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 58626) by user root STOPPED",default,v1,reviews,end,process,process,"process_stopped","containerd-shim"
"2023-06-22 03:31:24","/usr/local/bin/ruby","ruby, details.rb, 9080","Process ruby (PID: 58762) by user auditbeat STOPPED",default,v1,reviews,end,process,process,"process_stopped",ruby
"2023-06-22 03:30:28","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 59538) STARTED",default,v3,reviews,start,process,process,"process_started",envoy
"2023-06-22 03:30:28","/pause","/pause","Process pause (PID: 46151) STOPPED",default,v3,reviews,end,process,process,"process_stopped",pause
"2023-06-22 03:30:28","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 1b3d5aeae655204fdc3f79d1081dbbbe536e6b17658d969c08839e87bd72c13c, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 46132) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped","containerd-shim"
"2023-06-22 03:30:27","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 46469) STOPPED",default,v2,reviews,end,process,process,"process_stopped",envoy
"2023-06-22 03:30:27","/usr/local/bin/pilot-agent","/usr/local/bin/pilot-agent, proxy, sidecar, --domain, default.svc.cluster.local, --proxyLogLevel=warning, --proxyComponentLogLevel=misc:error, --log_output_level=default:info, --concurrency, 2","Process pilot-agent (PID: 46438) STOPPED",default,v2,reviews,end,process,process,"process_stopped","pilot-agent"
"2023-06-22 03:30:27","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 9ed3cde4125213c0ea4fd022b58e6c7971e074a1e15b85695c21efe88c57736b, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 46419) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped","containerd-shim"
