,timestamp,currencyservice.csv
0,2023-08-23 08:52:49,0
1,2023-08-23 08:52:54,0
2,2023-08-23 08:52:59,0
3,2023-08-23 08:53:04,0
4,2023-08-23 08:53:09,0
5,2023-08-23 08:53:14,0
6,2023-08-23 08:53:19,0
7,2023-08-23 08:53:24,0
8,2023-08-23 08:53:29,0
9,2023-08-23 08:53:34,0
10,2023-08-23 08:53:39,0
11,2023-08-23 08:53:44,0
12,2023-08-23 08:53:49,0
13,2023-08-23 08:53:54,0
14,2023-08-23 08:53:59,0
15,2023-08-23 08:54:04,0
16,2023-08-23 08:54:09,0
17,2023-08-23 08:54:14,0
18,2023-08-23 08:54:19,0
19,2023-08-23 08:54:24,0
20,2023-08-23 08:54:29,0
21,2023-08-23 08:54:34,0
22,2023-08-23 08:54:39,0
23,2023-08-23 08:54:44,0
24,2023-08-23 08:54:49,0
25,2023-08-23 08:54:54,0
26,2023-08-23 08:54:59,0
27,2023-08-23 08:55:04,0
28,2023-08-23 08:55:09,0
29,2023-08-23 08:55:14,0
30,2023-08-23 08:55:19,0
31,2023-08-23 08:55:24,0
32,2023-08-23 08:55:29,0
33,2023-08-23 08:55:34,0
34,2023-08-23 08:55:39,0
35,2023-08-23 08:55:44,0
36,2023-08-23 08:55:49,0
37,2023-08-23 08:55:54,0
38,2023-08-23 08:55:59,0
39,2023-08-23 08:56:04,0
40,2023-08-23 08:56:09,0
41,2023-08-23 08:56:14,0
42,2023-08-23 08:56:19,0
43,2023-08-23 08:56:24,0
44,2023-08-23 08:56:29,0
45,2023-08-23 08:56:34,0
46,2023-08-23 08:56:39,0
47,2023-08-23 08:56:44,0
48,2023-08-23 08:56:49,0
49,2023-08-23 08:56:54,0
50,2023-08-23 08:56:59,0
51,2023-08-23 08:57:04,0
52,2023-08-23 08:57:09,0
53,2023-08-23 08:57:14,0
54,2023-08-23 08:57:19,0
55,2023-08-23 08:57:24,0
56,2023-08-23 08:57:29,0
57,2023-08-23 08:57:34,0
58,2023-08-23 08:57:39,0
59,2023-08-23 08:57:44,0
60,2023-08-23 08:57:49,0
61,2023-08-23 08:57:54,0
62,2023-08-23 08:57:59,0
63,2023-08-23 08:58:04,0
64,2023-08-23 08:58:09,0
65,2023-08-23 08:58:14,0
66,2023-08-23 08:58:19,0
67,2023-08-23 08:58:24,0
68,2023-08-23 08:58:29,0
69,2023-08-23 08:58:34,0
70,2023-08-23 08:58:39,0
71,2023-08-23 08:58:44,0
72,2023-08-23 08:58:49,0
73,2023-08-23 08:58:54,0
74,2023-08-23 08:58:59,0
75,2023-08-23 08:59:04,0
76,2023-08-23 08:59:09,0
77,2023-08-23 08:59:14,0
78,2023-08-23 08:59:19,0
79,2023-08-23 08:59:24,0
80,2023-08-23 08:59:29,0
81,2023-08-23 08:59:34,0
82,2023-08-23 08:59:39,0
83,2023-08-23 08:59:44,0
84,2023-08-23 08:59:49,0
85,2023-08-23 08:59:54,0
86,2023-08-23 08:59:59,0
87,2023-08-23 09:00:04,0
88,2023-08-23 09:00:09,0
89,2023-08-23 09:00:14,0
90,2023-08-23 09:00:19,0
91,2023-08-23 09:00:24,0
92,2023-08-23 09:00:29,0
93,2023-08-23 09:00:34,0
94,2023-08-23 09:00:39,0
95,2023-08-23 09:00:44,0
96,2023-08-23 09:00:49,1
97,2023-08-23 09:00:54,0
98,2023-08-23 09:00:59,0
99,2023-08-23 09:01:04,0
100,2023-08-23 09:01:09,0
101,2023-08-23 09:01:14,0
102,2023-08-23 09:01:19,0
103,2023-08-23 09:01:24,0
104,2023-08-23 09:01:29,0
105,2023-08-23 09:01:34,0
106,2023-08-23 09:01:39,0
107,2023-08-23 09:01:44,0
108,2023-08-23 09:01:49,0
109,2023-08-23 09:01:54,0
110,2023-08-23 09:01:59,0
111,2023-08-23 09:02:04,0
112,2023-08-23 09:02:09,0
113,2023-08-23 09:02:14,0
114,2023-08-23 09:02:19,0
115,2023-08-23 09:02:24,0
116,2023-08-23 09:02:29,0
117,2023-08-23 09:02:34,0
118,2023-08-23 09:02:39,0
119,2023-08-23 09:02:44,0
120,2023-08-23 09:02:49,0
