,timestamp,front
7,2023-08-24 15:19:22,1
74,2023-08-24 15:14:20,1
111,2023-08-24 15:11:00,1
112,2023-08-24 15:11:00,1
113,2023-08-24 15:11:00,1
114,2023-08-24 15:11:00,1
115,2023-08-24 15:11:00,1
116,2023-08-24 15:11:00,1
117,2023-08-24 15:11:00,1
