,timestamp,orders.csv
0,2023-08-24 08:09:47,0
1,2023-08-24 08:09:52,0
2,2023-08-24 08:09:57,0
3,2023-08-24 08:10:02,0
4,2023-08-24 08:10:07,0
5,2023-08-24 08:10:12,0
6,2023-08-24 08:10:17,0
7,2023-08-24 08:10:22,0
8,2023-08-24 08:10:27,0
9,2023-08-24 08:10:32,0
10,2023-08-24 08:10:37,0
11,2023-08-24 08:10:42,0
12,2023-08-24 08:10:47,0
13,2023-08-24 08:10:52,0
14,2023-08-24 08:10:57,0
15,2023-08-24 08:11:02,0
16,2023-08-24 08:11:07,0
17,2023-08-24 08:11:12,0
18,2023-08-24 08:11:17,0
19,2023-08-24 08:11:22,0
20,2023-08-24 08:11:27,0
21,2023-08-24 08:11:32,0
22,2023-08-24 08:11:37,0
23,2023-08-24 08:11:42,0
24,2023-08-24 08:11:47,0
25,2023-08-24 08:11:52,0
26,2023-08-24 08:11:57,0
27,2023-08-24 08:12:02,0
28,2023-08-24 08:12:07,0
29,2023-08-24 08:12:12,0
30,2023-08-24 08:12:17,0
31,2023-08-24 08:12:22,0
32,2023-08-24 08:12:27,0
33,2023-08-24 08:12:32,0
34,2023-08-24 08:12:37,0
35,2023-08-24 08:12:42,0
36,2023-08-24 08:12:47,0
37,2023-08-24 08:12:52,0
38,2023-08-24 08:12:57,0
39,2023-08-24 08:13:02,0
40,2023-08-24 08:13:07,0
41,2023-08-24 08:13:12,0
42,2023-08-24 08:13:17,0
43,2023-08-24 08:13:22,0
44,2023-08-24 08:13:27,0
45,2023-08-24 08:13:32,0
46,2023-08-24 08:13:37,0
47,2023-08-24 08:13:42,0
48,2023-08-24 08:13:47,0
49,2023-08-24 08:13:52,0
50,2023-08-24 08:13:57,0
51,2023-08-24 08:14:02,0
52,2023-08-24 08:14:07,0
53,2023-08-24 08:14:12,0
54,2023-08-24 08:14:17,0
55,2023-08-24 08:14:22,0
56,2023-08-24 08:14:27,0
57,2023-08-24 08:14:32,0
58,2023-08-24 08:14:37,0
59,2023-08-24 08:14:42,0
60,2023-08-24 08:14:47,0
61,2023-08-24 08:14:52,0
62,2023-08-24 08:14:57,0
63,2023-08-24 08:15:02,0
64,2023-08-24 08:15:07,0
65,2023-08-24 08:15:12,0
66,2023-08-24 08:15:17,0
67,2023-08-24 08:15:22,0
68,2023-08-24 08:15:27,0
69,2023-08-24 08:15:32,0
70,2023-08-24 08:15:37,0
71,2023-08-24 08:15:42,0
72,2023-08-24 08:15:47,1
73,2023-08-24 08:15:52,0
74,2023-08-24 08:15:57,0
75,2023-08-24 08:16:02,0
76,2023-08-24 08:16:07,0
77,2023-08-24 08:16:12,0
78,2023-08-24 08:16:17,0
79,2023-08-24 08:16:22,0
80,2023-08-24 08:16:27,0
81,2023-08-24 08:16:32,0
82,2023-08-24 08:16:37,0
83,2023-08-24 08:16:42,0
84,2023-08-24 08:16:47,0
85,2023-08-24 08:16:52,0
86,2023-08-24 08:16:57,0
87,2023-08-24 08:17:02,0
88,2023-08-24 08:17:07,0
89,2023-08-24 08:17:12,0
90,2023-08-24 08:17:17,0
91,2023-08-24 08:17:22,0
92,2023-08-24 08:17:27,0
93,2023-08-24 08:17:32,0
94,2023-08-24 08:17:37,0
95,2023-08-24 08:17:42,0
96,2023-08-24 08:17:47,0
97,2023-08-24 08:17:52,0
98,2023-08-24 08:17:57,0
99,2023-08-24 08:18:02,0
100,2023-08-24 08:18:07,0
101,2023-08-24 08:18:12,0
102,2023-08-24 08:18:17,0
103,2023-08-24 08:18:22,0
104,2023-08-24 08:18:27,0
105,2023-08-24 08:18:32,0
106,2023-08-24 08:18:37,0
107,2023-08-24 08:18:42,0
108,2023-08-24 08:18:47,0
109,2023-08-24 08:18:52,0
110,2023-08-24 08:18:57,0
111,2023-08-24 08:19:02,0
112,2023-08-24 08:19:07,0
113,2023-08-24 08:19:12,0
114,2023-08-24 08:19:17,0
115,2023-08-24 08:19:22,0
116,2023-08-24 08:19:27,0
117,2023-08-24 08:19:32,0
118,2023-08-24 08:19:37,0
119,2023-08-24 08:19:42,0
120,2023-08-24 08:19:47,0
