,timestamp,details.csv
0,2023-06-30 07:01:58,0
1,2023-06-30 07:02:03,0
2,2023-06-30 07:02:08,0
3,2023-06-30 07:02:13,0
4,2023-06-30 07:02:18,0
5,2023-06-30 07:02:23,0
6,2023-06-30 07:02:28,0
7,2023-06-30 07:02:33,0
8,2023-06-30 07:02:38,0
9,2023-06-30 07:02:43,0
10,2023-06-30 07:02:48,0
11,2023-06-30 07:02:53,0
12,2023-06-30 07:02:58,0
13,2023-06-30 07:03:03,0
14,2023-06-30 07:03:08,0
15,2023-06-30 07:03:13,1
16,2023-06-30 07:03:18,0
17,2023-06-30 07:03:23,0
18,2023-06-30 07:03:28,0
19,2023-06-30 07:03:33,0
20,2023-06-30 07:03:38,0
21,2023-06-30 07:03:43,0
22,2023-06-30 07:03:48,0
23,2023-06-30 07:03:53,0
24,2023-06-30 07:03:58,0
25,2023-06-30 07:04:03,0
26,2023-06-30 07:04:08,0
27,2023-06-30 07:04:13,0
28,2023-06-30 07:04:18,0
29,2023-06-30 07:04:23,0
30,2023-06-30 07:04:28,0
31,2023-06-30 07:04:33,0
32,2023-06-30 07:04:38,0
33,2023-06-30 07:04:43,0
34,2023-06-30 07:04:48,0
35,2023-06-30 07:04:53,0
36,2023-06-30 07:04:58,0
37,2023-06-30 07:05:03,0
38,2023-06-30 07:05:08,0
39,2023-06-30 07:05:13,0
40,2023-06-30 07:05:18,0
41,2023-06-30 07:05:23,0
42,2023-06-30 07:05:28,0
43,2023-06-30 07:05:33,0
44,2023-06-30 07:05:38,0
45,2023-06-30 07:05:43,0
46,2023-06-30 07:05:48,0
47,2023-06-30 07:05:53,0
48,2023-06-30 07:05:58,0
49,2023-06-30 07:06:03,0
50,2023-06-30 07:06:08,0
51,2023-06-30 07:06:13,0
52,2023-06-30 07:06:18,0
53,2023-06-30 07:06:23,0
54,2023-06-30 07:06:28,0
55,2023-06-30 07:06:33,0
56,2023-06-30 07:06:38,0
57,2023-06-30 07:06:43,0
58,2023-06-30 07:06:48,0
59,2023-06-30 07:06:53,0
60,2023-06-30 07:06:58,0
61,2023-06-30 07:07:03,0
62,2023-06-30 07:07:08,0
63,2023-06-30 07:07:13,0
64,2023-06-30 07:07:18,0
65,2023-06-30 07:07:23,0
66,2023-06-30 07:07:28,0
67,2023-06-30 07:07:33,0
68,2023-06-30 07:07:38,0
69,2023-06-30 07:07:43,0
70,2023-06-30 07:07:48,0
71,2023-06-30 07:07:53,0
72,2023-06-30 07:07:58,0
73,2023-06-30 07:08:03,0
74,2023-06-30 07:08:08,0
75,2023-06-30 07:08:13,0
76,2023-06-30 07:08:18,0
77,2023-06-30 07:08:23,0
78,2023-06-30 07:08:28,0
79,2023-06-30 07:08:33,0
80,2023-06-30 07:08:38,0
81,2023-06-30 07:08:43,0
82,2023-06-30 07:08:48,0
83,2023-06-30 07:08:53,0
84,2023-06-30 07:08:58,0
85,2023-06-30 07:09:03,0
86,2023-06-30 07:09:08,0
87,2023-06-30 07:09:13,0
88,2023-06-30 07:09:18,0
89,2023-06-30 07:09:23,0
90,2023-06-30 07:09:28,0
91,2023-06-30 07:09:33,0
92,2023-06-30 07:09:38,0
93,2023-06-30 07:09:43,0
94,2023-06-30 07:09:48,0
95,2023-06-30 07:09:53,0
96,2023-06-30 07:09:58,0
97,2023-06-30 07:10:03,0
98,2023-06-30 07:10:08,0
99,2023-06-30 07:10:13,0
100,2023-06-30 07:10:18,0
101,2023-06-30 07:10:23,0
102,2023-06-30 07:10:28,0
103,2023-06-30 07:10:33,0
104,2023-06-30 07:10:38,0
105,2023-06-30 07:10:43,0
106,2023-06-30 07:10:48,0
107,2023-06-30 07:10:53,0
108,2023-06-30 07:10:58,0
109,2023-06-30 07:11:03,0
110,2023-06-30 07:11:08,0
111,2023-06-30 07:11:13,0
112,2023-06-30 07:11:18,0
113,2023-06-30 07:11:23,0
114,2023-06-30 07:11:28,0
115,2023-06-30 07:11:33,0
116,2023-06-30 07:11:38,0
117,2023-06-30 07:11:43,0
118,2023-06-30 07:11:48,0
119,2023-06-30 07:11:53,0
120,2023-06-30 07:11:58,0
