,timestamp,details-v1-7d4d9d5fcb-gtrkb_cpu,details-v1-7d4d9d5fcb-gtrkb_memory,productpage-v1-66756cddfd-48z5w_cpu,productpage-v1-66756cddfd-48z5w_memory,productpage-v1-66756cddfd-5pjdl_cpu,productpage-v1-66756cddfd-5pjdl_memory,productpage-v1-66756cddfd-7dbg5_cpu,productpage-v1-66756cddfd-7dbg5_memory,productpage-v1-66756cddfd-csds5_cpu,productpage-v1-66756cddfd-csds5_memory,productpage-v1-66756cddfd-fkrm9_cpu,productpage-v1-66756cddfd-fkrm9_memory,productpage-v1-66756cddfd-j5k9c_cpu,productpage-v1-66756cddfd-j5k9c_memory,productpage-v1-66756cddfd-n6hfk_cpu,productpage-v1-66756cddfd-n6hfk_memory,productpage-v1-66756cddfd-pkfrh_cpu,productpage-v1-66756cddfd-pkfrh_memory,productpage-v1-66756cddfd-rntlb_cpu,productpage-v1-66756cddfd-rntlb_memory,productpage-v1-66756cddfd-vjl5h_cpu,productpage-v1-66756cddfd-vjl5h_memory,ratings-v1-85cc46b6d4-lpptk_cpu,ratings-v1-85cc46b6d4-lpptk_memory,reviews-v1-777df99c6d-8bnvq_cpu,reviews-v1-777df99c6d-8bnvq_memory,reviews-v2-cdd8fb88b-m67hx_cpu,reviews-v2-cdd8fb88b-m67hx_memory,reviews-v3-58b6479b-p2kpc_cpu,reviews-v3-58b6479b-p2kpc_memory
0,2023-06-21 01:17:55,39.76476990882031,65.49504,153.06257072889017,0.0,144.23983879668504,0.0,158.38910436379132,0.0,157.48491967335318,0.0,189.96325846196635,0.0,129.85693622152002,0.0,184.20749454042084,0.0,305.19023316938154,0.0,280.20843027411786,0.0,328.09315729508745,106.33216,17.246229714443253,66.101248,19.495782218791526,276.463616,27.1475409836085,239.038464,23.300111830364923,254.619648
1,2023-06-21 01:18:00,51.17939749808583,65.49504,188.10115939496703,0.0,174.46232523943846,0.0,193.1517636188428,0.0,188.33286288289506,0.0,223.84071813377832,0.0,161.62854911580462,0.0,219.86417597268368,0.0,336.8581838310651,0.0,313.16356430410417,0.0,328.09315729508745,106.33216,22.38364089990112,66.236416,24.275560976554935,276.451328,27.1475409836085,239.038464,28.56689248161102,254.623744
2,2023-06-21 01:18:05,51.17939749808583,65.49504,223.1397480610439,97.50528,204.68481168219188,0.0,171.3521,0.0,219.18080609243694,0.0,257.7181778055903,0.0,193.40016201008922,0.0,255.5208574049465,102.469632,368.5261344927485,0.0,346.11869833409054,0.0,328.09315729508745,106.33216,22.38364089990112,66.236416,24.275560976554935,276.451328,27.1475409836085,239.038464,28.566892481611017,254.623744
3,2023-06-21 01:18:10,51.17939749808582,65.49504,190.10536666666664,97.50528,231.628132759834,0.0,271.62700766227687,0.0,271.2010831825979,99.5328,294.6833697381672,88.231936,225.28826511228198,0.0,288.5523637319026,102.469632,380.0154079402017,0.0,379.0738323640769,0.0,430.0920398536162,106.483712,22.38364089990112,66.236416,31.2522821076746,276.451328,35.169879587820475,239.038464,35.03505495100724,254.623744
4,2023-06-21 01:18:15,59.83075003019396,65.49504,347.73960763635785,97.50528,261.83012417493495,99.049472,306.169549855342,0.0,303.9882975719927,99.5328,329.0079121536321,88.231936,256.75947996896133,96.8704,323.7791677970817,102.469632,380.0154079402017,97.722368,410.6383289900547,97.951744,430.0920398536162,106.483712,22.064228622416042,66.236416,31.2522821076746,276.451328,36.220081518662326,239.038464,35.67889649995364,254.631936
5,2023-06-21 01:18:20,44.18251594938031,65.49504,382.0989712467911,97.636352,292.03211559003597,99.049472,340.712092048407,104.12032,393.44657267273675,99.5328,364.1970409226797,88.231936,288.2306948256407,96.8704,359.0059718622608,103.34208,380.0154079402017,97.722368,410.6383289900547,97.951744,430.0920398536162,106.483712,25.918480614052093,65.847296,29.97703391794755,276.590592,38.30525844206658,239.038464,35.67889649995364,254.631936
6,2023-06-21 01:18:25,56.818288495055526,66.154496,412.31236332519876,97.636352,297.7100899760749,99.049472,414.51050631678083,104.12032,393.44657267273675,100.155392,398.61865806570944,98.85696,240.55652499999997,97.058816,331.950025,103.34208,269.96294580071924,97.722368,410.6383289900547,97.951744,437.44485704896476,106.483712,25.918480614052093,65.847296,29.97703391794755,276.590592,38.30525844206658,239.038464,33.97518870039683,254.631936
7,2023-06-21 01:18:30,54.55835095137376,66.154496,339.3416648575413,97.636352,267.5080985609739,98.340864,323.79315488224375,104.12032,314.10643193255993,100.155392,413.05940571635637,98.85696,267.0379787411528,97.058816,325.2120937895304,103.34208,,97.722368,410.6383289900547,97.951744,338.5422202440026,106.483712,23.710703934166478,66.117632,31.724571988607085,276.590592,38.30525844206658,239.038464,28.394480829784147,254.631936
8,2023-06-21 01:18:35,54.55835095137376,66.154496,304.982301247108,97.636352,237.3061071458729,98.340864,289.25061268917864,103.989248,281.31921754316505,100.155392,413.0594057163564,98.85696,235.5667638844734,97.058816,289.9852897243512,103.571456,,97.722368,320.07451100091777,98.111488,302.08848215658884,106.483712,23.710703934166478,66.117632,31.724571988607085,276.590592,28.759268827816577,239.038464,32.59141632768396,254.623744
9,2023-06-21 01:18:40,54.558350951373754,66.154496,274.07783818120333,97.6896,203.82412506956038,98.340864,264.19311344848745,103.989248,266.2447946160299,100.462592,261.06537499999996,98.787328,204.09554902779402,97.0752,256.04274634408597,103.571456,,98.521088,284.44694268416015,98.111488,266.81364430596295,106.483712,22.429284839346863,66.117632,30.818935095825907,279.195648,25.67568769742199,239.038464,32.59141632768396,254.623744
