"@timestamp","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","event.action","process.name"
"2023-06-21 01:27:59","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:5601","Process socat (PID: 30740) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",socat
"2023-06-21 01:27:58","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:5601","Process socat (PID: 30740) by user root STARTED",default,v1,ratings,start,process,process,"process_started",socat
"2023-06-21 01:27:54","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 29666) STARTED",default,v3,reviews,start,process,process,"process_started",envoy
"2023-06-21 01:27:54","/usr/local/bin/python3.7","python, productpage.py, 9080","Process python (PID: 29578) by user auditbeat STARTED",default,v3,reviews,start,process,process,"process_started",python
"2023-06-21 01:27:54","/usr/local/bin/python3.7","/usr/local/bin/python, /opt/microservices/productpage.py, 9080","Process python (PID: 29672) by user auditbeat STARTED",default,v3,reviews,start,process,process,"process_started",python
"2023-06-21 01:27:54","/usr/local/bin/pilot-agent","/usr/local/bin/pilot-agent, proxy, sidecar, --domain, default.svc.cluster.local, --proxyLogLevel=warning, --proxyComponentLogLevel=misc:error, --log_output_level=default:info, --concurrency, 2","Process pilot-agent (PID: 29631) STARTED",default,v3,reviews,start,process,process,"process_started","pilot-agent"
"2023-06-21 01:27:54","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, c8158e7d7b07a7b872c72a462429d54ba049559d7f3ac13ed3c923978939ed7c, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 29612) by user root STARTED",default,v3,reviews,start,process,process,"process_started","containerd-shim"
"2023-06-21 01:27:54","/usr/bin/runc","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/a1047bcafa537a267dd7c31ac043033525761e3620538515d6923da2a3157dc1/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/a1047bcafa537a267dd7c31ac043033525761e3620538515d6923da2a3157dc1, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/a1047bcafa537a267dd7c31ac043033525761e3620538515d6923da2a3157dc1/init.pid, a1047bcafa537a267dd7c31ac043033525761e3620538515d6923da2a3157dc1","Process runc (PID: 29565) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",runc
"2023-06-21 01:27:53","/usr/bin/runc","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/a1047bcafa537a267dd7c31ac043033525761e3620538515d6923da2a3157dc1/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/a1047bcafa537a267dd7c31ac043033525761e3620538515d6923da2a3157dc1, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/a1047bcafa537a267dd7c31ac043033525761e3620538515d6923da2a3157dc1/init.pid, a1047bcafa537a267dd7c31ac043033525761e3620538515d6923da2a3157dc1","Process runc (PID: 29565) by user root STARTED",default,v1,details,start,process,process,"process_started",runc
"2023-06-21 01:27:53","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, a1047bcafa537a267dd7c31ac043033525761e3620538515d6923da2a3157dc1, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 29552) by user root STARTED",default,v1,details,start,process,process,"process_started","containerd-shim"
