"@timestamp","event.action","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","process.name"
"2023-05-31 09:16:58","process_started","/usr/local/bin/node","node, /opt/microservices/ratings.js, 9080","Process node (PID: 62779) by user auditbeat STARTED",default,v1,ratings,start,process,process,node
"2023-05-31 09:16:58","process_started","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 62874) STARTED",default,v1,ratings,start,process,process,envoy
"2023-05-31 09:16:58","process_started","/usr/local/bin/pilot-agent","/usr/local/bin/pilot-agent, proxy, sidecar, --domain, default.svc.cluster.local, --proxyLogLevel=warning, --proxyComponentLogLevel=misc:error, --log_output_level=default:info, --concurrency, 2","Process pilot-agent (PID: 62844) STARTED",default,v1,ratings,start,process,process,"pilot-agent"
"2023-05-31 09:16:58","process_started","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, d9498893f3d538835400a616dfc202908c8af9f59fac2b0a4d02f61ecef80649, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 62751) by user root STARTED",default,v1,ratings,start,process,process,"containerd-shim"
"2023-05-31 09:16:58","process_started","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, da08d8204b36b36740fa9aa24133fcbf11cbc2b61860a94fa3ae62eb8f5d1974, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 62825) by user root STARTED",default,v1,ratings,start,process,process,"containerd-shim"
"2023-05-31 09:16:56","process_started","/pause","/pause","Process pause (PID: 62547) STARTED",default,v1,ratings,start,process,process,pause
"2023-05-31 09:16:56","process_started","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 22e21441fc3b27f0b361480e956f1905a199cb3ac0f05d51e23aebd952670585, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 62519) by user root STARTED",default,v1,ratings,start,process,process,"containerd-shim"
"2023-05-31 09:15:54","process_started","/usr/local/bin/pilot-agent","/usr/local/bin/pilot-agent, proxy, sidecar, --domain, default.svc.cluster.local, --proxyLogLevel=warning, --proxyComponentLogLevel=misc:error, --log_output_level=default:info, --concurrency, 2","Process pilot-agent (PID: 52653) STARTED",default,v1,ratings,start,process,process,"pilot-agent"
"2023-05-31 09:15:54","process_started","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 52973) STARTED",default,v1,ratings,start,process,process,envoy
"2023-05-31 09:15:54","process_stopped","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, cf501f7e97e1f87ac4900a7c6e779537b02942975bc77bfc42bfd28ef3d2ebb0, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 36380) by user root STOPPED",default,v1,ratings,end,process,process,"containerd-shim"
