,timestamp,ratings
179,2023-06-26 06:04:36,1
180,2023-06-26 06:04:36,1
181,2023-06-26 06:04:36,1
182,2023-06-26 06:04:36,1
183,2023-06-26 06:04:36,1
184,2023-06-26 06:04:36,1
185,2023-06-26 06:04:36,1
219,2023-06-26 06:01:22,1
220,2023-06-26 06:01:22,1
221,2023-06-26 06:01:22,1
222,2023-06-26 06:01:22,1
223,2023-06-26 06:01:22,1
224,2023-06-26 06:01:22,1
225,2023-06-26 06:01:22,1
