,timestamp,reviews
79,2023-06-22 08:30:02,1
82,2023-06-22 08:30:02,1
89,2023-06-22 08:30:01,1
91,2023-06-22 08:30:01,1
94,2023-06-22 08:30:01,1
95,2023-06-22 08:30:01,1
110,2023-06-22 08:29:59,1
111,2023-06-22 08:29:59,1
113,2023-06-22 08:29:59,1
304,2023-06-22 08:29:04,1
306,2023-06-22 08:29:04,1
308,2023-06-22 08:29:04,1
309,2023-06-22 08:29:04,1
310,2023-06-22 08:29:04,1
315,2023-06-22 08:29:03,1
316,2023-06-22 08:29:03,1
317,2023-06-22 08:29:03,1
379,2023-06-22 08:28:35,1
380,2023-06-22 08:28:35,1
381,2023-06-22 08:28:35,1
382,2023-06-22 08:28:35,1
383,2023-06-22 08:28:35,1
384,2023-06-22 08:28:35,1
385,2023-06-22 08:28:35,1
388,2023-06-22 08:28:35,1
389,2023-06-22 08:28:35,1
540,2023-06-22 08:28:03,1
543,2023-06-22 08:28:03,1
547,2023-06-22 08:28:02,1
548,2023-06-22 08:28:02,1
550,2023-06-22 08:28:02,1
552,2023-06-22 08:28:02,1
557,2023-06-22 08:28:01,1
559,2023-06-22 08:28:01,1
562,2023-06-22 08:28:01,1
563,2023-06-22 08:28:01,1
565,2023-06-22 08:28:01,1
566,2023-06-22 08:28:01,1
634,2023-06-22 08:27:32,1
636,2023-06-22 08:27:32,1
638,2023-06-22 08:27:32,1
639,2023-06-22 08:27:32,1
641,2023-06-22 08:27:31,1
642,2023-06-22 08:27:31,1
708,2023-06-22 08:27:05,1
723,2023-06-22 08:26:53,1
724,2023-06-22 08:26:53,1
725,2023-06-22 08:26:53,1
728,2023-06-22 08:26:50,1
734,2023-06-22 08:26:50,1
735,2023-06-22 08:26:50,1
742,2023-06-22 08:26:49,1
747,2023-06-22 08:26:49,1
748,2023-06-22 08:26:49,1
750,2023-06-22 08:26:49,1
753,2023-06-22 08:26:49,1
760,2023-06-22 08:26:47,1
761,2023-06-22 08:26:47,1
827,2023-06-22 08:25:49,1
829,2023-06-22 08:25:49,1
830,2023-06-22 08:25:49,1
846,2023-06-22 08:25:46,1
847,2023-06-22 08:25:46,1
876,2023-06-22 08:25:32,1
884,2023-06-22 08:25:28,1
886,2023-06-22 08:25:28,1
889,2023-06-22 08:25:27,1
895,2023-06-22 08:25:27,1
1024,2023-06-22 08:24:55,1
1027,2023-06-22 08:24:55,1
1029,2023-06-22 08:24:55,1
1038,2023-06-22 08:24:55,1
1062,2023-06-22 08:24:44,1
1065,2023-06-22 08:24:44,1
1067,2023-06-22 08:24:44,1
1071,2023-06-22 08:24:39,1
1073,2023-06-22 08:24:39,1
1076,2023-06-22 08:24:39,1
1077,2023-06-22 08:24:39,1
1078,2023-06-22 08:24:39,1
1080,2023-06-22 08:24:39,1
1086,2023-06-22 08:24:36,1
1087,2023-06-22 08:24:36,1
1088,2023-06-22 08:24:36,1
1171,2023-06-22 08:23:37,1
1173,2023-06-22 08:23:37,1
1176,2023-06-22 08:23:37,1
1180,2023-06-22 08:23:33,1
1204,2023-06-22 08:23:23,1
1207,2023-06-22 08:23:23,1
1296,2023-06-22 08:22:38,1
1299,2023-06-22 08:22:38,1
1300,2023-06-22 08:22:38,1
1301,2023-06-22 08:22:38,1
1303,2023-06-22 08:22:38,1
1304,2023-06-22 08:22:38,1
1324,2023-06-22 08:22:34,1
1327,2023-06-22 08:22:34,1
1333,2023-06-22 08:22:33,1
1370,2023-06-22 08:22:09,1
1371,2023-06-22 08:22:09,1
1372,2023-06-22 08:22:09,1
1377,2023-06-22 08:22:07,1
1405,2023-06-22 08:21:37,1
1408,2023-06-22 08:21:35,1
1410,2023-06-22 08:21:31,1
1412,2023-06-22 08:21:29,1
1426,2023-06-22 08:21:19,1
1437,2023-06-22 08:21:13,1
1438,2023-06-22 08:21:13,1
1440,2023-06-22 08:21:13,1
1441,2023-06-22 08:21:13,1
1442,2023-06-22 08:21:13,1
1457,2023-06-22 08:20:45,1
1458,2023-06-22 08:19:39,1
1468,2023-06-22 08:15:35,1
1471,2023-06-22 08:15:35,1
1473,2023-06-22 08:15:34,1
1475,2023-06-22 08:15:34,1
1476,2023-06-22 08:15:33,1
1478,2023-06-22 08:15:33,1
1479,2023-06-22 08:15:33,1
