,timestamp,ratings
187,2023-06-22 08:29:33,1
190,2023-06-22 08:29:33,1
194,2023-06-22 08:29:33,1
780,2023-06-22 08:26:35,1
929,2023-06-22 08:25:23,1
930,2023-06-22 08:25:23,1
931,2023-06-22 08:25:23,1
932,2023-06-22 08:25:23,1
934,2023-06-22 08:25:23,1
1119,2023-06-22 08:24:22,1
1121,2023-06-22 08:24:22,1
1209,2023-06-22 08:23:22,1
1210,2023-06-22 08:23:22,1
1211,2023-06-22 08:23:22,1
1213,2023-06-22 08:23:22,1
1214,2023-06-22 08:23:22,1
1216,2023-06-22 08:23:22,1
