,timestamp,details-v1-7d4d9d5fcb-pkpvm_cpu,details-v1-7d4d9d5fcb-pkpvm_memory,productpage-v1-66756cddfd-psmzt_cpu,productpage-v1-66756cddfd-psmzt_memory,ratings-v1-85cc46b6d4-txdpr_cpu,ratings-v1-85cc46b6d4-txdpr_memory,reviews-v1-777df99c6d-lz7ht_cpu,reviews-v1-777df99c6d-lz7ht_memory,reviews-v2-cdd8fb88b-4fhc4_cpu,reviews-v2-cdd8fb88b-4fhc4_memory,reviews-v2-cdd8fb88b-g72ph_cpu,reviews-v2-cdd8fb88b-g72ph_memory,reviews-v2-cdd8fb88b-hdknv_cpu,reviews-v2-cdd8fb88b-hdknv_memory,reviews-v2-cdd8fb88b-j8xf2_cpu,reviews-v2-cdd8fb88b-j8xf2_memory,reviews-v2-cdd8fb88b-l7c7g_cpu,reviews-v2-cdd8fb88b-l7c7g_memory,reviews-v2-cdd8fb88b-ljxhw_cpu,reviews-v2-cdd8fb88b-ljxhw_memory,reviews-v2-cdd8fb88b-pd9dw_cpu,reviews-v2-cdd8fb88b-pd9dw_memory,reviews-v2-cdd8fb88b-sxt2s_cpu,reviews-v2-cdd8fb88b-sxt2s_memory,reviews-v3-58b6479b-6btgp_cpu,reviews-v3-58b6479b-6btgp_memory
0,2023-06-27 06:10:57,8.962695881292946,63.942656,14.492545723727675,100.364288,3.462150843801481,68.48512,10.051517658843006,220.975104,209.27401110823553,0.0,266.9305273403889,0.0,166.54816280874425,60.637184,200.82808173508397,0.0,309.8800807943099,28.09856,383.09551802285426,0.0,12.72442047497366,220.532736,547.5243106526834,39.456768,12.803504095126597,229.72416
1,2023-06-27 06:11:02,8.962695881292948,63.942656,135.96980087036658,100.507648,12.390115930441759,68.15744,10.051517658843006,220.975104,258.1635757505175,0.0,316.06381334968165,0.0,219.1133421406265,60.637184,247.29858198437762,0.0,373.71556958758583,28.09856,454.7147181233126,0.0,12.72442047497366,220.532736,685.4974610823969,39.456768,15.727218150437157,229.72416
2,2023-06-27 06:11:07,9.1655779080946,63.942656,135.96980087036658,100.507648,12.390115930441759,68.15744,10.051517658843006,220.975104,307.05314039279955,0.0,365.19709935897436,0.0,200.752325,113.606656,212.929,0.0,437.55105838086183,28.09856,526.3339182237709,0.0,15.767114451578694,220.532736,823.4706115121102,39.456768,15.727218150437157,229.72416
3,2023-06-27 06:11:12,30.271935052924253,63.942656,135.96980087036658,100.507648,16.23046925298469,68.276224,15.312102937113965,221.179904,239.41931666666665,0.0,414.3303853682671,77.008896,200.752325,113.606656,212.929,82.423808,501.3865471741378,28.09856,442.8474166666666,0.0,22.962257557223513,220.536832,961.4437619418237,342.601728,15.727218150437157,229.72416
4,2023-06-27 06:11:17,30.271935052924253,63.942656,297.01393795673476,100.478976,16.23046925298469,68.276224,15.312102937113965,221.179904,239.41931666666665,63.008768,321.2719416666667,77.008896,200.752325,113.606656,212.929,82.423808,395.10045833333334,314.687488,442.8474166666666,82.989056,22.962257557223513,220.536832,715.2306749999998,342.601728,26.631143358314194,229.851136
5,2023-06-27 06:11:22,48.14510172277647,63.93856,297.01393795673476,100.478976,21.701653272722545,68.276224,15.888103323497552,221.192192,239.41931666666665,63.008768,321.2719416666667,77.008896,200.752325,113.606656,212.929,82.423808,395.10045833333334,314.687488,442.8474166666666,82.989056,27.84859601648323,220.536832,715.2306749999998,342.601728,30.005890657024697,229.851136
6,2023-06-27 06:11:27,48.14510172277647,63.93856,297.01393795673476,100.478976,22.76020408163245,68.03456,16.868368613700003,221.192192,239.41931666666665,127.578112,321.2719416666667,77.008896,200.752325,113.606656,212.929,208.26112,395.10045833333334,314.687488,442.8474166666666,82.989056,31.056350413352707,219.840512,715.2306749999998,342.601728,33.380637955735196,229.851136
7,2023-06-27 06:11:32,51.290587286056216,63.942656,317.7757057661396,100.626432,22.76020408163245,68.03456,19.56830557547635,221.192192,239.41931666666665,127.578112,,196.612096,200.752325,113.606656,212.929,208.26112,395.10045833333334,314.687488,417.84789914610406,145.444864,37.21093583709807,219.840512,715.2306749999998,342.601728,32.78803233008163,229.851136
8,2023-06-27 06:11:37,63.948592411262,63.942656,302.13433144691953,100.626432,20.614732328578867,68.03456,19.425782716420827,221.192192,,127.578112,,196.612096,200.752325,113.606656,,208.26112,,314.687488,346.22869904564567,145.444864,37.21093583709807,219.840512,715.2306749999998,342.601728,29.413285031371128,229.851136
9,2023-06-27 06:11:42,63.948592411262,63.942656,335.7147002718424,100.626432,26.117869146829563,68.120576,20.009652225169056,221.192192,,127.578112,,196.612096,191.89970018690263,113.606656,,208.26112,,314.687488,,145.444864,36.5595304347825,219.840512,,342.601728,26.03853773266063,229.851136
10,2023-06-27 06:11:47,61.840379441669974,63.868928,404.8035828112942,100.470784,26.117869146829563,68.120576,20.009652225169056,221.192192,,127.578112,,196.612096,,113.606656,,208.26112,,314.687488,,145.444864,37.10664996483768,219.840512,,342.601728,37.00002096919415,229.720064
11,2023-06-27 06:11:52,52.403137362490476,63.868928,404.8035828112942,100.470784,24.811319034069637,68.243456,16.54631491919605,221.192192,,127.578112,,196.612096,,113.606656,,208.26112,,314.687488,,145.444864,37.10664996483768,219.840512,,342.601728,37.00002096919415,229.720064
12,2023-06-27 06:11:57,61.51525545203237,63.868928,404.80358281129423,100.470784,24.811319034069637,68.243456,13.867877459348128,221.192192,,127.578112,,196.612096,,113.606656,,208.26112,,314.687488,,145.444864,36.0151075740205,219.840512,,342.601728,34.47987861195091,229.720064
13,2023-06-27 06:12:02,52.265753291980936,63.868928,348.11244971041896,100.786176,24.05394057645198,68.243456,17.459720192942946,221.044736,,127.578112,,196.612096,,113.606656,,208.26112,,314.687488,,145.444864,32.30144055514151,218.882048,,342.601728,34.479878611950916,229.720064
14,2023-06-27 06:12:07,57.57204028500874,64.114688,348.11244971041896,100.786176,24.071447422990808,68.763648,17.459720192942946,221.044736,,,,,,113.606656,,,,314.687488,,145.444864,32.30144055514151,218.882048,,342.601728,31.05283011296367,229.711872
15,2023-06-27 06:12:12,55.264720109054345,64.114688,348.11244971041896,100.786176,20.330253893891495,68.763648,18.3500615204642,221.036544,,,,,,113.606656,,,,314.687488,,145.444864,29.95832931417015,218.882048,,342.601728,31.05283011296367,229.711872
16,2023-06-27 06:12:17,55.264720109054345,64.114688,333.64993982038897,100.786176,23.563947500461815,68.763648,18.3500615204642,221.036544,,,,,,113.606656,,,,314.687488,,145.444864,31.96720755920622,218.914816,,342.601728,18.457625044822326,229.711872
17,2023-06-27 06:12:22,54.39469345250903,64.126976,255.05174545528342,100.786176,24.05391348936026,69.28384,18.01287262872557,221.036544,,,,,,113.606656,,,,314.687488,,145.444864,31.96720755920622,218.914816,,342.601728,20.601890782670385,229.711872
18,2023-06-27 06:12:27,54.39469345250903,64.126976,227.24758380358438,100.786176,23.349874649756984,69.28384,18.01287262872557,221.036544,,,,,,113.606656,,,,314.687488,,145.444864,30.755715798210012,218.914816,,342.601728,29.334488465915946,229.732352
