,timestamp,catalogue.csv
0,2023-08-24 14:57:18,0
1,2023-08-24 14:57:23,0
2,2023-08-24 14:57:28,0
3,2023-08-24 14:57:33,0
4,2023-08-24 14:57:38,0
5,2023-08-24 14:57:43,0
6,2023-08-24 14:57:48,0
7,2023-08-24 14:57:53,0
8,2023-08-24 14:57:58,0
9,2023-08-24 14:58:03,0
10,2023-08-24 14:58:08,0
11,2023-08-24 14:58:13,0
12,2023-08-24 14:58:18,0
13,2023-08-24 14:58:23,0
14,2023-08-24 14:58:28,0
15,2023-08-24 14:58:33,0
16,2023-08-24 14:58:38,0
17,2023-08-24 14:58:43,0
18,2023-08-24 14:58:48,0
19,2023-08-24 14:58:53,0
20,2023-08-24 14:58:58,0
21,2023-08-24 14:59:03,0
22,2023-08-24 14:59:08,0
23,2023-08-24 14:59:13,0
24,2023-08-24 14:59:18,0
25,2023-08-24 14:59:23,0
26,2023-08-24 14:59:28,0
27,2023-08-24 14:59:33,0
28,2023-08-24 14:59:38,0
29,2023-08-24 14:59:43,0
30,2023-08-24 14:59:48,0
31,2023-08-24 14:59:53,0
32,2023-08-24 14:59:58,1
33,2023-08-24 15:00:03,0
34,2023-08-24 15:00:08,0
35,2023-08-24 15:00:13,0
36,2023-08-24 15:00:18,0
37,2023-08-24 15:00:23,0
38,2023-08-24 15:00:28,0
39,2023-08-24 15:00:33,0
40,2023-08-24 15:00:38,0
41,2023-08-24 15:00:43,0
42,2023-08-24 15:00:48,0
43,2023-08-24 15:00:53,0
44,2023-08-24 15:00:58,0
45,2023-08-24 15:01:03,0
46,2023-08-24 15:01:08,0
47,2023-08-24 15:01:13,0
48,2023-08-24 15:01:18,0
49,2023-08-24 15:01:23,0
50,2023-08-24 15:01:28,0
51,2023-08-24 15:01:33,0
52,2023-08-24 15:01:38,0
53,2023-08-24 15:01:43,0
54,2023-08-24 15:01:48,0
55,2023-08-24 15:01:53,0
56,2023-08-24 15:01:58,0
57,2023-08-24 15:02:03,0
58,2023-08-24 15:02:08,0
59,2023-08-24 15:02:13,0
60,2023-08-24 15:02:18,0
61,2023-08-24 15:02:23,0
62,2023-08-24 15:02:28,0
63,2023-08-24 15:02:33,0
64,2023-08-24 15:02:38,0
65,2023-08-24 15:02:43,0
66,2023-08-24 15:02:48,0
67,2023-08-24 15:02:53,0
68,2023-08-24 15:02:58,0
69,2023-08-24 15:03:03,0
70,2023-08-24 15:03:08,0
71,2023-08-24 15:03:13,0
72,2023-08-24 15:03:18,0
73,2023-08-24 15:03:23,0
74,2023-08-24 15:03:28,0
75,2023-08-24 15:03:33,0
76,2023-08-24 15:03:38,0
77,2023-08-24 15:03:43,0
78,2023-08-24 15:03:48,0
79,2023-08-24 15:03:53,0
80,2023-08-24 15:03:58,0
81,2023-08-24 15:04:03,0
82,2023-08-24 15:04:08,0
83,2023-08-24 15:04:13,0
84,2023-08-24 15:04:18,0
85,2023-08-24 15:04:23,0
86,2023-08-24 15:04:28,0
87,2023-08-24 15:04:33,0
88,2023-08-24 15:04:38,0
89,2023-08-24 15:04:43,0
90,2023-08-24 15:04:48,0
91,2023-08-24 15:04:53,0
92,2023-08-24 15:04:58,1
93,2023-08-24 15:05:03,0
94,2023-08-24 15:05:08,0
95,2023-08-24 15:05:13,0
96,2023-08-24 15:05:18,0
97,2023-08-24 15:05:23,0
98,2023-08-24 15:05:28,0
99,2023-08-24 15:05:33,0
100,2023-08-24 15:05:38,0
101,2023-08-24 15:05:43,0
102,2023-08-24 15:05:48,0
103,2023-08-24 15:05:53,0
104,2023-08-24 15:05:58,0
105,2023-08-24 15:06:03,0
106,2023-08-24 15:06:08,0
107,2023-08-24 15:06:13,0
108,2023-08-24 15:06:18,0
109,2023-08-24 15:06:23,0
110,2023-08-24 15:06:28,0
111,2023-08-24 15:06:33,0
112,2023-08-24 15:06:38,0
113,2023-08-24 15:06:43,0
114,2023-08-24 15:06:48,0
115,2023-08-24 15:06:53,0
116,2023-08-24 15:06:58,0
117,2023-08-24 15:07:03,0
118,2023-08-24 15:07:08,0
119,2023-08-24 15:07:13,0
120,2023-08-24 15:07:18,0
