,timestamp,frontend_adservice&p90,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,loadgenerator_frontend&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90
0,2023-08-23 09:24:50,9.8,19.0,1500.000000000001,70.00000000000001,4.6,8.913043478260871,4.6,234.00000000000023,4.6,4.6,4.957522123893805,4.822222222222223,24.250000000000007,4.6,6.500000000000003
1,2023-08-23 09:24:55,8.8,19.000000000000004,1500.0000000000023,70.0,4.6,8.913043478260871,4.6,234.00000000000023,4.6,4.6,4.957522123893805,4.822222222222223,24.250000000000007,4.6,6.500000000000003
2,2023-08-23 09:25:00,8.8,19.000000000000007,1500.000000000002,70.0,4.6,8.499999999999996,4.6,234.00000000000023,4.6,4.6,4.784782608695652,4.613793103448277,21.769230769230766,4.6,4.9
3,2023-08-23 09:25:05,8.8,19.0,399.9999999999995,80.0,4.6,8.499999999999996,4.6,240.29411764705895,4.6,4.6,4.784782608695652,4.613793103448277,21.769230769230766,4.6,4.9
4,2023-08-23 09:25:10,8.5,19.0,399.9999999999995,80.0,4.6,8.499999999999996,4.6,240.29411764705895,4.6,4.6,4.784782608695652,4.613793103448277,21.769230769230766,4.6,4.9
5,2023-08-23 09:25:15,8.5,19.0,399.9999999999995,80.0,4.6,6.203703703703698,4.6,240.29411764705895,4.6,4.5,4.5773851590106,4.689795918367347,21.647058823529406,4.555555555555555,4.942857142857142
6,2023-08-23 09:25:20,8.5,17.5,41.66666666666672,93.75,4.6,6.203703703703698,4.6,187.74999999999994,4.6,4.5,4.5773851590106,4.689795918367347,21.647058823529406,4.555555555555555,4.942857142857142
7,2023-08-23 09:25:25,7.650000000000002,17.5,41.66666666666672,93.75,4.6,6.203703703703698,4.6,187.74999999999994,4.6,4.5,4.5773851590106,4.689795918367347,21.647058823529406,4.555555555555555,4.942857142857142
8,2023-08-23 09:25:30,7.650000000000002,17.5,41.66666666666672,93.75,4.6,4.858823529411765,4.6,187.74999999999994,4.6,4.279999999999999,4.511904761904763,4.685714285714285,19.868421052631582,4.555555555555555,4.913043478260869
9,2023-08-23 09:25:35,7.650000000000002,9.999999999999993,15.874999999999996,93.75,4.6,4.858823529411765,4.6,147.64705882352945,4.6,4.279999999999999,4.511904761904763,4.685714285714285,19.868421052631582,4.555555555555555,4.913043478260869
10,2023-08-23 09:25:40,8.0,9.999999999999993,15.874999999999996,93.75,4.6,4.858823529411765,4.6,147.64705882352945,7.000000000000002,4.279999999999999,4.511904761904763,4.685714285714285,19.868421052631582,4.555555555555555,4.913043478260869
11,2023-08-23 09:25:45,8.0,9.999999999999993,15.874999999999996,93.75,4.6,4.777391304347827,4.6,147.64705882352945,7.000000000000002,4.333333333333334,4.4449864498644995,4.713333333333334,20.81578947368422,4.569230769230769,6.499999999999995
12,2023-08-23 09:25:50,8.0,9.0,18.343749999999993,93.0,4.6,4.777391304347827,4.6,165.25000000000009,7.000000000000002,4.333333333333334,4.4449864498644995,4.713333333333334,20.81578947368422,4.569230769230769,6.499999999999995
13,2023-08-23 09:25:55,9.000000000000002,9.0,18.343749999999993,93.0,4.6,4.777391304347827,4.6,165.25000000000009,7.0,4.333333333333334,4.4449864498644995,4.713333333333334,20.25999999999999,4.569230769230769,6.5000000000000195
14,2023-08-23 09:26:00,9.000000000000002,9.0,18.343749999999993,93.0,4.96,4.851396648044694,4.6,165.25000000000009,7.0,4.257142857142858,4.404819277108433,4.673333333333334,20.071428571428566,4.6,4.923809523809524
