"@timestamp","process.args","kubernetes.labels.app","kubernetes.pod.name"
"2023-08-24 05:10:39","runc, --version","-","orders-db-b76d8c54c-b828w"
"2023-08-24 05:09:29","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 16e29b56c035a3969f70d8184953d581fabbba3a3652a1ce3649fd15e9765d2b, -address, /var/run/desktop-containerd/containerd.sock","-","payment-c7df5b49-zlcth"
"2023-08-24 05:08:01","runc, --version","-","orders-db-b76d8c54c-b828w"
"2023-08-24 05:07:18","runc, --version","-","catalogue-6479dbb5bd-fgxd7"
"2023-08-24 05:07:18","runc, --version","-","catalogue-6479dbb5bd-fgxd7"
"2023-08-24 05:01:14","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 13d7900c985ea82f0f3d5aa7220fe88c3d6097e9da1dd51923f1a54b990532f0, -address, /var/run/desktop-containerd/containerd.sock","-","orders-74f65597c5-hcj9n"
"2023-08-24 05:01:13","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, fab88e0ce46fa003fceb3408c9a70208608904123ed07a58c20c67de49c8f601, -address, /var/run/desktop-containerd/containerd.sock","-","orders-74f65597c5-hcj9n"
"2023-08-24 05:00:55","runc, --version","-","queue-master-9fc44d68d-8cx26"
"2023-08-24 04:58:49","runc, --version","-","user-db-b8dfb847c-fpzdr"
"2023-08-24 04:58:49","runc, --version","-","user-db-b8dfb847c-fpzdr"
