,timestamp,adservice-76b448fddf-h9ghr_cpu,adservice-76b448fddf-h9ghr_memory,cartservice-6969c94d94-4wphs_cpu,cartservice-6969c94d94-4wphs_memory,checkoutservice-6d6f4d7cc7-jkzgt_cpu,checkoutservice-6d6f4d7cc7-jkzgt_memory,currencyservice-ccbc788bc-dzj7f_cpu,currencyservice-ccbc788bc-dzj7f_memory,emailservice-9f8578d69-r6rx8_cpu,emailservice-9f8578d69-r6rx8_memory,frontend-846c85c54c-2dpvf_cpu,frontend-846c85c54c-2dpvf_memory,loadgenerator-7f8f5d8fb6-5mm4r_cpu,loadgenerator-7f8f5d8fb6-5mm4r_memory,paymentservice-78549bfd9c-9l6jt_cpu,paymentservice-78549bfd9c-9l6jt_memory,productcatalogservice-6b5dd45849-52szd_cpu,productcatalogservice-6b5dd45849-52szd_memory,recommendationservice-cc746f6c7-5zvng_cpu,recommendationservice-cc746f6c7-5zvng_memory,redis-cart-6997b66668-xkfsv_cpu,redis-cart-6997b66668-xkfsv_memory,shippingservice-7ccdfd8767-9c9h6_cpu,shippingservice-7ccdfd8767-9c9h6_memory
0,2023-08-22 04:41:13,8.932767141964026,143.511552,17.5745814131205,87.4496,2.9320890083480924,0.0,26.29334604553457,89.534464,6.644374485112107,98.635776,73.39946010007942,64.745472,17.693747548150483,94.777344,5.278386142249373,77.43488,30.649971098580238,60.112896,15.931797155083686,99.221504,7.304028516667402,48.943104,6.397437030490576,64.729088
1,2023-08-22 04:41:18,9.824337100863547,143.929344,17.93951672862039,87.4496,3.4562004427017485,0.0,33.170166545976016,89.534464,6.700020881978798,98.623488,73.39946010007942,64.745472,18.528175828225393,94.777344,5.278386142249373,77.43488,34.2360930648064,60.186624,15.634916239790009,99.221504,7.685247774550807,48.943104,6.485760361231999,64.729088
2,2023-08-22 04:41:23,9.824337100863547,143.929344,18.618886115908698,87.478272,3.9803118770554033,53.73952,33.170166545976016,89.534464,5.236833945403363,98.623488,74.04509412683291,64.360448,18.04726237327408,94.86336,5.288347726973796,77.258752,34.2360930648064,60.186624,15.634916239790009,99.221504,7.685247774550807,48.943104,6.897305070722083,63.664128
3,2023-08-22 04:41:28,10.045692715082804,143.929344,18.618886115908698,87.478272,8.614413045555956,53.73952,33.64278099741962,88.481792,6.288162276718369,98.623488,71.79648387472368,64.360448,16.944123592260173,94.86336,5.288347726973796,77.258752,35.34087337492224,59.785216,14.808143945139898,99.221504,6.483189630969122,48.943104,6.897305070722083,63.664128
4,2023-08-22 04:41:33,10.090322325177043,143.040512,18.618886115908698,87.478272,9.621693442363304,53.73952,33.90530662494693,88.481792,9.965381329605663,97.693696,71.79648387472368,64.360448,16.944123592260173,94.86336,5.288347726973796,77.258752,35.34087337492224,59.785216,17.376025195197414,98.504704,7.408754047768653,48.582656,5.043161018879258,63.664128
5,2023-08-22 04:41:38,10.090322325177043,143.040512,15.363265902191486,87.478272,10.91777762427759,53.73952,33.90530662494693,88.481792,9.965381329605663,97.693696,71.79648387472368,64.360448,10.213375000000724,94.86336,5.512667511167356,77.258752,35.34087337492224,59.785216,17.376025195197414,98.504704,7.408754047768653,48.582656,5.731721132637692,63.71328
6,2023-08-22 04:41:43,8.591093167612534,143.081472,15.552415360009762,87.478272,10.91777762427759,54.6816,35.13744491781272,88.895488,11.642413152867348,97.693696,82.12782161090249,64.04096,11.880347367489943,94.86336,4.320966611940753,77.258752,28.30576297937667,59.785216,17.376025195197414,98.504704,7.408754047768653,48.582656,6.396738841700065,63.71328
7,2023-08-22 04:41:48,9.520660596960248,143.081472,20.850829589431356,86.949888,10.91777762427759,54.6816,38.1026658280529,88.895488,11.642413152867348,97.693696,82.12782161090249,64.04096,19.29749132063583,94.4128,3.8615776526768055,77.258752,25.417611379291305,59.785216,21.06395624171342,98.5088,8.126458308946555,48.615424,7.980212508748481,63.71328
8,2023-08-22 04:41:53,11.154809152172547,143.081472,20.850829589431356,86.949888,9.368074999999997,54.6816,38.1026658280529,88.895488,10.67801625719252,97.415168,82.12782161090249,64.04096,19.29749132063583,94.4128,7.784210774157033,77.160448,39.32112193395775,59.424768,21.06395624171342,98.5088,8.126458308946555,48.615424,6.524688248923665,63.71328
9,2023-08-22 04:41:58,9.08134702985052,143.081472,20.850829589431356,86.949888,10.236682796414303,58.318848,37.76094513755448,88.006656,12.687486132682427,97.415168,85.54184581774244,63.680512,19.911718079990525,94.4128,7.784210774157033,77.160448,44.39119839043231,59.424768,21.291726198207293,96.489472,8.571428571428099,48.615424,9.64872126579759,63.709184
10,2023-08-22 04:42:03,11.782732033750763,141.5168,23.53925756419994,86.028288,9.106051105670009,58.318848,36.91793691429977,88.006656,12.687486132682427,97.415168,85.54184581774244,63.680512,20.66342450679871,93.609984,7.784210774157033,77.160448,45.679665918506466,59.428864,20.72947415348096,96.489472,8.571428571428099,48.615424,8.829087274774873,63.709184
11,2023-08-22 04:42:08,11.572102611086116,141.5168,23.53925756419994,86.028288,10.281724556100558,58.380288,36.91793691429977,88.006656,12.687486132682427,97.415168,85.54184581774244,63.680512,21.980362113434772,93.609984,8.674366915649422,77.160448,45.679665918506466,59.428864,23.945332278480954,96.489472,8.887976876470649,48.115712,11.01318551561282,63.709184
12,2023-08-22 04:42:13,10.994346263974405,141.49632,21.682497904115966,86.003712,7.334913857305984,58.380288,37.74494172786813,86.9376,12.250986523713673,95.715328,85.51194858549063,63.172608,23.727303625378656,93.569024,8.653523743680593,75.677696,45.679665918506466,59.428864,22.926360216184165,96.4608,9.352054257048977,48.115712,9.665339597101708,62.971904
13,2023-08-22 04:42:18,11.295321563997586,141.49632,21.682497904115966,86.003712,7.334913857305984,58.380288,37.74494172786813,86.9376,10.00320567375861,95.715328,85.51194858549063,63.172608,23.727303625378656,93.569024,8.653523743680593,75.677696,43.058920627252604,59.47392,22.57850342197681,96.4608,9.352054257048977,48.115712,9.665339597101708,62.971904
14,2023-08-22 04:42:23,11.295321563997588,141.49632,14.183852561489648,85.999616,7.334913857305984,58.380288,37.74494172786813,86.9376,10.00320567375861,95.715328,67.09728407127851,63.172608,18.8759641142803,93.569024,6.100240556499181,75.677696,43.058920627252604,59.47392,22.57850342197681,96.4608,8.563708795178734,48.115712,9.951710365932673,62.971904
15,2023-08-22 04:42:28,10.855834559080124,140.537856,15.820098511764545,85.999616,6.997176981541797,58.380288,35.241907697888706,87.375872,8.572592027465182,95.555584,81.60742410874762,63.172608,17.032225000002654,93.569024,5.233574065399352,75.800576,31.378839936808145,59.47392,20.531007060836004,96.546816,8.563708795178734,48.115712,9.951710365932673,62.971904
16,2023-08-22 04:42:33,10.824667262072635,140.537856,19.634951403298803,85.999616,6.469080342977345,58.380288,35.241907697888706,87.375872,8.538797061524457,95.555584,63.34470268601127,63.172608,21.754989600389948,93.581312,6.652214172885234,75.800576,26.352274999999285,59.47392,18.96663614378411,96.546816,8.212366284315527,48.115712,8.607307190440164,62.93504
17,2023-08-22 04:42:38,10.263411147335544,140.525568,18.725093254586188,86.061056,5.956511047880011,59.645952,35.241907697888706,87.375872,8.142161820480354,96.264192,74.77787469660208,63.348736,21.754989600389948,93.581312,6.652214172885234,75.800576,37.20126244234354,59.326464,18.96663614378411,96.546816,7.928746614345025,48.128,6.7804630639311405,62.93504
18,2023-08-22 04:42:43,7.74918517553409,140.525568,18.725093254586188,86.061056,5.956511047880011,59.645952,30.7842462044931,87.49056,8.142161820480354,96.264192,71.70966142864184,63.348736,21.754989600389948,93.581312,6.067997810783799,75.948032,37.20126244234354,59.326464,17.65924405137853,96.571392,7.928746614345025,48.128,6.7804630639311405,62.93504
