,timestamp,frontend_adservice&p50,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,loadgenerator_frontend&p50,checkoutservice_paymentservice&p50,checkoutservice_productcatalogservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,frontend_adservice&p90,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,loadgenerator_frontend&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,frontend_adservice&p99,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,loadgenerator_frontend&p99,checkoutservice_paymentservice&p99,checkoutservice_productcatalogservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99
0,2023-08-22 05:34:37,,3.0,7.0,3.0,,3.148148148148148,,13.75,,,2.692307692307692,,,,,,4.6,65.00000000000006,4.6,,4.866666666666667,,23.295454545454547,,,4.661538461538462,,,,,,4.960000000000001,192.9999999999998,4.960000000000001,,9.274999999999997,,41.24999999999999,,,8.400000000000004,,,,
1,2023-08-22 05:34:42,,3.0,7.0,3.0,3.0,3.1025641025641026,,13.75,,,2.692307692307692,,8.75,,3.0,,4.6,65.00000000000006,4.6,4.6,4.784615384615385,,23.295454545454547,,,4.661538461538462,,20.5,,4.6,,4.960000000000001,192.9999999999998,4.96,4.96,8.975000000000001,,41.24999999999999,,,8.400000000000004,,24.549999999999997,,4.96
2,2023-08-22 05:34:47,,3.0,7.0,3.0,3.0,3.1025641025641026,,73.52941176470588,3.0,,2.692307692307692,,8.75,,3.0,,4.6,65.00000000000006,4.6,4.6,4.784615384615385,,240.99999999999997,4.6,,4.661538461538462,,20.5,,4.6,,4.960000000000001,192.9999999999998,4.96,4.96,8.975000000000001,,2270.000000000002,4.96,,8.400000000000004,,24.549999999999997,,4.96
3,2023-08-22 05:34:52,,17.5,3.9999999999999996,3.0,3.0,3.1025641025641026,3.0,73.52941176470588,3.0,2.0,1.9090909090909092,2.0434782608695654,8.75,,3.0,,23.5,14.2,4.6,4.6,4.784615384615385,4.6,240.99999999999997,4.6,4.4,4.624242424242425,4.408695652173913,20.5,,4.6,,24.85,23.919999999999998,4.96,4.96,8.975000000000001,4.959999999999999,2270.000000000002,4.96,4.9399999999999995,8.880000000000003,4.94086956521739,24.549999999999997,,4.96
4,2023-08-22 05:34:57,3.3636363636363638,17.5,3.9999999999999996,75.0,3.0,3.0799999999999996,3.0,73.52941176470588,3.0,2.0,1.9090909090909092,2.0434782608695654,8.478260869565217,3.0,3.0,6.750000000000003,23.5,14.2,95.0,4.6,4.744,4.6,240.99999999999997,4.6,4.4,4.624242424242425,4.408695652173913,22.375,4.6,4.6,9.675,24.85,23.919999999999998,99.5,4.959999999999999,8.700000000000006,4.959999999999999,2270.000000000002,4.96,4.9399999999999995,8.880000000000003,4.94086956521739,45.74999999999997,4.960000000000001,4.96
5,2023-08-22 05:35:02,3.3636363636363638,17.5,3.9999999999999996,75.0,3.0,3.0799999999999996,3.0,70.83333333333334,3.0,2.0,1.9090909090909092,2.0434782608695654,8.478260869565217,3.0,3.0,6.750000000000003,23.5,14.2,95.0,4.6,4.744,4.6,175.0,4.6,4.4,4.624242424242425,4.408695652173913,22.375,4.6,4.6,9.675,24.85,23.919999999999998,99.5,4.959999999999999,8.700000000000006,4.959999999999999,242.49999999999997,4.960000000000001,4.9399999999999995,8.880000000000003,4.94086956521739,45.74999999999997,4.960000000000001,4.96
6,2023-08-22 05:35:07,3.3636363636363638,,20.384615384615383,75.0,3.0,3.0799999999999996,3.0,70.83333333333334,3.0,3.0,2.2916666666666665,2.1428571428571432,8.478260869565217,3.0,3.0,6.750000000000003,,63.333333333333336,95.0,4.6,4.744,4.6,175.0,4.6,4.6,4.591666666666667,4.657142857142857,22.375,4.6,4.6,9.675,,420.0,99.5,4.959999999999999,8.700000000000006,4.96,242.49999999999997,4.960000000000001,4.959999999999999,8.275000000000004,8.900000000000004,45.74999999999997,4.960000000000001,4.96
7,2023-08-22 05:35:12,3.454545454545454,,20.384615384615383,37.5,3.0,3.4556962025316453,3.0,70.83333333333334,3.0,3.0,2.2916666666666665,2.1428571428571432,8.5,3.0,2.5,11.500000000000002,,63.333333333333336,47.5,4.6,7.7666666666666675,4.6,175.0,4.6,4.6,4.591666666666667,4.657142857142857,20.07142857142857,4.6,6.500000000000001,23.650000000000006,,420.0,49.75,4.96,20.150000000000002,4.96,242.49999999999997,4.960000000000001,4.959999999999999,8.275000000000004,8.900000000000004,24.50714285714286,4.96,9.650000000000002
8,2023-08-22 05:35:17,3.454545454545454,,20.384615384615383,37.5,3.0,3.4556962025316453,3.0,91.66666666666667,,3.0,2.2916666666666665,2.1428571428571432,8.5,3.0,2.5,11.500000000000002,,63.333333333333336,47.5,4.6,7.7666666666666675,4.6,379.9999999999999,,4.6,4.591666666666667,4.657142857142857,20.07142857142857,4.6,6.500000000000001,23.650000000000006,,420.0,49.75,4.96,20.150000000000002,4.96,829.9999999999984,,4.959999999999999,8.275000000000004,8.900000000000004,24.50714285714286,4.96,9.650000000000002
9,2023-08-22 05:35:22,3.454545454545454,3.0,4.5,37.5,3.0,3.4556962025316453,,91.66666666666667,,,3.0816326530612246,3.857142857142857,8.5,3.0,2.5,11.500000000000002,4.6,39.999999999999986,47.5,4.6,7.7666666666666675,,379.9999999999999,,,13.666666666666684,9.666666666666668,20.07142857142857,4.6,6.500000000000001,23.650000000000006,4.96,93.0,49.75,4.96,20.150000000000002,,829.9999999999984,,,30.499999999999993,23.199999999999996,24.50714285714286,4.96,9.650000000000002
