,adservice-76b448fddf-2mwjx_cpu,adservice-76b448fddf-2mwjx_memory,adservice-76b448fddf-b2cqf_cpu,adservice-76b448fddf-b2cqf_memory,adservice-76b448fddf-h9ghr_cpu,adservice-76b448fddf-h9ghr_memory,adservice-76b448fddf-np5m9_cpu,adservice-76b448fddf-np5m9_memory,adservice-76b448fddf-wqhh9_cpu,adservice-76b448fddf-wqhh9_memory,cartservice-6969c94d94-l66mx_cpu,cartservice-6969c94d94-l66mx_memory,checkoutservice-6d6f4d7cc7-jkzgt_cpu,checkoutservice-6d6f4d7cc7-jkzgt_memory,currencyservice-ccbc788bc-dzj7f_cpu,currencyservice-ccbc788bc-dzj7f_memory,emailservice-9f8578d69-r6rx8_cpu,emailservice-9f8578d69-r6rx8_memory,frontend-846c85c54c-9rg78_cpu,frontend-846c85c54c-9rg78_memory,loadgenerator-7f8f5d8fb6-5mm4r_cpu,loadgenerator-7f8f5d8fb6-5mm4r_memory,paymentservice-78549bfd9c-h8tg5_cpu,paymentservice-78549bfd9c-h8tg5_memory,productcatalogservice-6b5dd45849-52szd_cpu,productcatalogservice-6b5dd45849-52szd_memory,recommendationservice-cc746f6c7-5zvng_cpu,recommendationservice-cc746f6c7-5zvng_memory,redis-cart-6997b66668-xkfsv_cpu,redis-cart-6997b66668-xkfsv_memory,shippingservice-7ccdfd8767-zlxq5_cpu,shippingservice-7ccdfd8767-zlxq5_memory,frontend_adservice&p50,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,loadgenerator_frontend&p50,checkoutservice_paymentservice&p50,checkoutservice_productcatalogservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,frontend_adservice&p90,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,loadgenerator_frontend&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,frontend_adservice&p99,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,loadgenerator_frontend&p99,checkoutservice_paymentservice&p99,checkoutservice_productcatalogservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99,shippingservice.csv,frontend.csv,emailservice.csv,redis-cart.csv,productcatalogservice.csv,paymentservice.csv,adservice.csv,checkoutservice.csv,currencyservice.csv,cartservice.csv,recommendationservice.csv,loadgenerator.csv
0,58.621590508123056,0.0,14.11148890241703,0.0,4.553366730657206,150.56896,33.29377242421961,0.0,41.412753231853,82.956288,98.60109419183333,59.6992,6.256150074610921,69.26336,12.591246610400614,87.969792,6.361759707974398,138.1376,26.33413322873162,58.978304,15.52764326414544,96.018432,4.905554111428833,64.135168,12.66835013514054,60.960768,8.832634363505791,97.918976,8.919658516454414,49.545216,5.1735820174025005,59.297792,,3.0,7.0,3.0,,3.148148148148148,,13.75,,,2.692307692307692,,,,,,4.6,65.00000000000006,4.6,,4.866666666666667,,23.295454545454547,,,4.661538461538462,,,,,,4.960000000000001,192.9999999999998,4.960000000000001,,9.274999999999997,,41.24999999999999,,,8.400000000000004,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1,70.0561567023851,0.0,18.15188542718856,0.0,4.055529711244197,150.56896,41.250794656478966,0.0,52.50674268558952,82.956288,104.1663379132091,59.6992,6.256150074610921,69.26336,14.389890075559848,88.662016,4.94653324627126,138.1376,26.33413322873162,58.978304,15.829050581552709,96.018432,4.799955016587645,64.385024,12.66835013514054,60.960768,6.888350724239079,97.918976,8.550492585717599,49.557504,5.1735820174025005,59.297792,,3.0,7.0,3.0,3.0,3.102564102564102,,13.75,,,2.692307692307692,,8.75,,3.0,,4.6,65.00000000000006,4.6,4.6,4.784615384615385,,23.295454545454547,,,4.661538461538462,,20.5,,4.6,,4.960000000000001,192.9999999999998,4.96,4.96,8.975000000000001,,41.24999999999999,,,8.400000000000004,,24.55,,4.96,0,0,0,0,0,0,0,0,0,0,0,0
2,81.49072289664707,0.0,22.192281951960084,0.0,6.602920968945039,150.54848,49.20781688873833,0.0,63.60073213932601,99.71712,104.1663379132091,77.287424,6.385554817560479,69.246976,15.965410340282467,88.662016,6.140049361364859,138.088448,41.08116193187679,59.260928,15.829050581552709,96.018432,3.8080461758399218,64.385024,7.944035900565336,60.960768,10.54185930851597,97.939456,8.550492585717599,49.557504,4.251568074373136,59.297792,,3.0,7.0,3.0,3.0,3.102564102564102,,73.52941176470588,3.0,,2.692307692307692,,8.75,,3.0,,4.6,65.00000000000006,4.6,4.6,4.784615384615385,,241.0,4.6,,4.661538461538462,,20.5,,4.6,,4.960000000000001,192.9999999999998,4.96,4.96,8.975000000000001,,2270.000000000002,4.96,,8.400000000000004,,24.55,,4.96,0,0,0,0,0,0,0,0,0,0,0,0
3,66.16040000000001,85.417984,17.91996666666667,94.851072,6.602920968945039,150.54848,42.28043333333333,87.621632,53.8591,99.71712,104.1663379132091,77.287424,6.385554817560479,69.246976,15.965410340282467,88.662016,5.790679601243234,138.088448,41.08116193187679,59.260928,15.347453182363257,96.018432,4.741042971134085,64.602112,8.922871739369315,60.960768,10.225394318103138,97.939456,5.329874999999617,49.557504,5.048993482518384,59.297792,,17.5,4.0,3.0,3.0,3.102564102564102,3.0,73.52941176470588,3.0,2.0,1.9090909090909087,2.0434782608695654,8.75,,3.0,,23.5,14.2,4.6,4.6,4.784615384615385,4.6,241.0,4.6,4.4,4.624242424242425,4.408695652173913,20.5,,4.6,,24.85,23.92,4.96,4.96,8.975000000000001,4.959999999999999,2270.000000000002,4.96,4.94,8.880000000000003,4.94086956521739,24.55,,4.96,0,0,0,0,0,0,0,0,0,0,0,0
4,66.16040000000001,85.417984,17.91996666666667,94.851072,7.375587291249175,150.573056,42.28043333333333,87.621632,53.8591,99.71712,83.12829071671497,77.287424,6.385554817560479,69.246976,8.61525000000256,88.662016,5.790679601243234,138.088448,36.50424203150284,59.260928,15.647048458149705,95.956992,4.741042971134085,64.602112,23.098615916958188,60.923904,10.225394318103138,97.939456,6.760106263875138,49.5616,5.436173060686579,59.600896,3.363636363636364,17.5,4.0,75.0,3.0,3.08,3.0,73.52941176470588,3.0,2.0,1.9090909090909087,2.0434782608695654,8.478260869565217,3.0,3.0,6.750000000000003,23.5,14.2,95.0,4.6,4.744,4.6,241.0,4.6,4.4,4.624242424242425,4.408695652173913,22.375,4.6,4.6,9.675,24.85,23.92,99.5,4.959999999999999,8.700000000000006,4.959999999999999,2270.000000000002,4.96,4.94,8.880000000000003,4.94086956521739,45.74999999999997,4.960000000000001,4.96,0,0,0,0,0,0,0,0,0,0,0,0
5,66.16040000000001,85.417984,17.91996666666667,99.782656,7.375587291249175,150.573056,42.28043333333333,100.184064,53.8591,99.71712,83.12829071671497,77.287424,6.801203155213131,69.246976,19.85958861417152,88.641536,5.9329533435184585,138.059776,47.44287093659481,59.936768,15.647048458149705,95.956992,4.741042971134085,64.602112,23.098615916958188,60.923904,13.076413439129862,97.968128,8.305252317199443,49.5616,5.436173060686579,59.600896,3.363636363636364,17.5,4.0,75.0,3.0,3.08,3.0,70.83333333333334,3.0,2.0,1.9090909090909087,2.0434782608695654,8.478260869565217,3.0,3.0,6.750000000000003,23.5,14.2,95.0,4.6,4.744,4.6,175.0,4.6,4.4,4.624242424242425,4.408695652173913,22.375,4.6,4.6,9.675,24.85,23.92,99.5,4.959999999999999,8.700000000000006,4.959999999999999,242.5,4.960000000000001,4.94,8.880000000000003,4.94086956521739,45.74999999999997,4.960000000000001,4.96,0,0,0,0,0,0,0,0,0,0,0,0
6,76.14620665744901,103.559168,17.91996666666667,99.782656,8.001220084466334,150.573056,42.28043333333333,100.184064,53.8591,99.71712,33.355892605595166,76.288,5.434869779677294,69.246976,19.85958861417152,88.641536,5.9329533435184585,138.059776,47.44287093659481,59.936768,15.751708074534722,95.956992,6.081465354453155,64.917504,23.098615916958188,60.923904,13.076413439129862,97.968128,8.305252317199443,49.5616,5.876676153868744,59.600896,3.363636363636364,,20.384615384615383,75.0,3.0,3.08,3.0,70.83333333333334,3.0,3.0,2.2916666666666665,2.1428571428571432,8.478260869565217,3.0,3.0,6.750000000000003,,63.333333333333336,95.0,4.6,4.744,4.6,175.0,4.6,4.6,4.591666666666667,4.657142857142857,22.375,4.6,4.6,9.675,,420.0,99.5,4.959999999999999,8.700000000000006,4.96,242.5,4.960000000000001,4.959999999999999,8.275000000000004,8.900000000000004,45.74999999999997,4.960000000000001,4.96,0,0,0,0,0,0,0,0,0,0,0,0
7,64.71164046318702,103.559168,17.91996666666667,99.782656,8.001220084466334,150.573056,48.77177207041051,100.184064,67.91629403682951,99.71712,37.45548119583105,76.288,4.868102850076199,69.246976,19.85958861417152,88.641536,7.226160187759823,138.07616,47.44287093659481,59.936768,15.751708074534722,95.956992,6.081465354453155,64.917504,27.52036090558791,61.136896,17.142924537574267,97.95584,9.923062892163724,49.635328,6.166477448653126,59.633664,3.454545454545454,,20.384615384615383,37.5,3.0,3.4556962025316453,3.0,70.83333333333334,3.0,3.0,2.2916666666666665,2.1428571428571432,8.5,3.0,2.5,11.500000000000002,,63.333333333333336,47.5,4.6,7.7666666666666675,4.6,175.0,4.6,4.6,4.591666666666667,4.657142857142857,20.07142857142857,4.6,6.500000000000001,23.65000000000001,,420.0,49.75,4.96,20.15,4.96,242.5,4.960000000000001,4.959999999999999,8.275000000000004,8.900000000000004,24.50714285714286,4.96,9.650000000000002,0,0,0,0,0,0,0,0,0,0,0,0
8,53.277074268925,103.559168,19.970063863335746,99.782656,5.816587224703186,150.573056,40.81474983815115,100.184064,56.822304583093015,99.71712,38.091772578860734,76.288,6.779292573341563,69.378048,24.1923393856768,88.641536,7.226160187759823,138.07616,56.30585211546066,59.936768,17.666746660267044,97.28,6.081465354453155,64.917504,35.961336921114025,61.136896,17.142924537574267,97.95584,9.638013257666213,49.635328,6.166477448653126,59.633664,3.454545454545454,,20.384615384615383,37.5,3.0,3.4556962025316453,3.0,91.66666666666669,,3.0,2.2916666666666665,2.1428571428571432,8.5,3.0,2.5,11.500000000000002,,63.333333333333336,47.5,4.6,7.7666666666666675,4.6,379.9999999999999,,4.6,4.591666666666667,4.657142857142857,20.07142857142857,4.6,6.500000000000001,23.65000000000001,,420.0,49.75,4.96,20.15,4.96,829.9999999999984,,4.959999999999999,8.275000000000004,8.900000000000004,24.50714285714286,4.96,9.650000000000002,0,0,0,0,0,0,0,0,0,0,0,0
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.454545454545454,3.0,4.5,37.5,3.0,3.4556962025316453,,91.66666666666669,,,3.0816326530612246,3.857142857142857,8.5,3.0,2.5,11.500000000000002,4.6,39.99999999999999,47.5,4.6,7.7666666666666675,,379.9999999999999,,,13.666666666666684,9.666666666666668,20.07142857142857,4.6,6.500000000000001,23.65000000000001,4.96,93.0,49.75,4.96,20.15,,829.9999999999984,,,30.499999999999996,23.2,24.50714285714286,4.96,9.650000000000002,0,0,0,0,0,0,0,0,0,0,0,0
