,adservice-76b448fddf-2mwjx_cpu,adservice-76b448fddf-2mwjx_memory,adservice-76b448fddf-b2cqf_cpu,adservice-76b448fddf-b2cqf_memory,adservice-76b448fddf-h9ghr_cpu,adservice-76b448fddf-h9ghr_memory,adservice-76b448fddf-np5m9_cpu,adservice-76b448fddf-np5m9_memory,adservice-76b448fddf-wqhh9_cpu,adservice-76b448fddf-wqhh9_memory,cartservice-6969c94d94-l66mx_cpu,cartservice-6969c94d94-l66mx_memory,checkoutservice-6d6f4d7cc7-jkzgt_cpu,checkoutservice-6d6f4d7cc7-jkzgt_memory,currencyservice-ccbc788bc-dzj7f_cpu,currencyservice-ccbc788bc-dzj7f_memory,emailservice-9f8578d69-r6rx8_cpu,emailservice-9f8578d69-r6rx8_memory,frontend-846c85c54c-9rg78_cpu,frontend-846c85c54c-9rg78_memory,loadgenerator-7f8f5d8fb6-5mm4r_cpu,loadgenerator-7f8f5d8fb6-5mm4r_memory,paymentservice-78549bfd9c-h8tg5_cpu,paymentservice-78549bfd9c-h8tg5_memory,productcatalogservice-6b5dd45849-52szd_cpu,productcatalogservice-6b5dd45849-52szd_memory,recommendationservice-cc746f6c7-5zvng_cpu,recommendationservice-cc746f6c7-5zvng_memory,redis-cart-6997b66668-xkfsv_cpu,redis-cart-6997b66668-xkfsv_memory,shippingservice-7ccdfd8767-zlxq5_cpu,shippingservice-7ccdfd8767-zlxq5_memory,frontend_adservice&p50,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,loadgenerator_frontend&p50,checkoutservice_paymentservice&p50,checkoutservice_productcatalogservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,frontend_adservice&p90,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,loadgenerator_frontend&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,frontend_adservice&p99,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,loadgenerator_frontend&p99,checkoutservice_paymentservice&p99,checkoutservice_productcatalogservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99,shippingservice.csv,frontend.csv,emailservice.csv,redis-cart.csv,productcatalogservice.csv,paymentservice.csv,adservice.csv,checkoutservice.csv,currencyservice.csv,cartservice.csv,recommendationservice.csv,loadgenerator.csv
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.333333333333334,3.0,4.5,375.0,7.5,5.645161290322581,,91.66666666666669,,,3.0816326530612246,3.857142857142857,28.409090909090907,5.0,4.199999999999999,9.499999999999998,4.6,39.99999999999999,475.0,20.500000000000004,24.684210526315795,,379.9999999999999,,,13.666666666666684,9.666666666666668,66.25,22.0,13.0,22.749999999999996,4.96,93.0,497.5,24.55,164.5000000000001,,829.9999999999984,,,30.499999999999996,23.2,96.625,24.7,23.8,0,0,0,0,0,0,0,0,0,0,0,0
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.333333333333334,3.0,4.5,375.0,7.5,5.645161290322581,,156.25000000000006,37.5,,3.0816326530612246,3.857142857142857,28.409090909090907,5.0,4.199999999999999,9.499999999999998,4.6,39.99999999999999,475.0,20.500000000000004,24.684210526315795,,691.666666666667,47.5,,13.666666666666684,9.666666666666668,66.25,22.0,13.0,22.749999999999996,4.96,93.0,497.5,24.55,164.5000000000001,,969.1666666666669,49.75,,30.499999999999996,23.2,96.625,24.7,23.8,0,0,0,0,0,0,0,0,0,0,0,0
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.333333333333334,7.5,4.166666666666666,375.0,7.5,5.645161290322581,17.5,156.25000000000006,37.5,3.0,3.3818181818181823,4.0,28.409090909090907,5.0,4.199999999999999,9.499999999999998,9.5,9.636363636363638,475.0,20.500000000000004,24.684210526315795,23.5,691.666666666667,47.5,4.6,9.455882352941178,11.000000000000004,66.25,22.0,13.0,22.749999999999996,9.95,23.099999999999987,497.5,24.55,164.5000000000001,24.85,969.1666666666669,49.75,4.96,23.13000000000001,23.60000000000001,96.625,24.7,23.8,0,0,0,0,0,0,0,0,0,0,0,0
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.210526315789473,7.5,4.166666666666666,,,3.0980392156862746,17.5,156.25000000000006,37.5,3.0,3.3818181818181823,4.0,8.214285714285714,,3.0,4.978947368421053,9.5,9.636363636363638,,,4.776470588235295,23.5,691.666666666667,47.5,4.6,9.455882352941178,11.000000000000004,21.25000000000001,,4.6,9.475,9.95,23.099999999999987,,,8.929999999999996,24.85,969.1666666666669,49.75,4.96,23.13000000000001,23.60000000000001,90.0,,4.96,0,0,0,0,0,0,0,0,0,0,0,0
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.210526315789473,7.5,4.166666666666666,,,3.0980392156862746,17.5,62.5,,3.0,3.3818181818181823,4.0,8.214285714285714,,3.0,4.978947368421053,9.5,9.636363636363638,,,4.776470588235295,23.5,190.00000000000009,,4.6,9.455882352941178,11.000000000000004,21.25000000000001,,4.6,9.475,9.95,23.099999999999987,,,8.929999999999996,24.85,244.00000000000009,,4.96,23.13000000000001,23.60000000000001,90.0,,4.96,0,0,0,0,0,0,0,0,0,0,0,0
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.210526315789473,,4.047619047619048,,,3.0980392156862746,,62.5,,,0.4857142857142856,2.7333333333333334,8.214285714285714,,3.0,4.978947368421053,,15.399999999999997,,,4.776470588235295,,190.00000000000009,,,4.3806451612903246,4.973333333333334,21.25000000000001,,4.6,9.475,,24.040000000000006,,,8.929999999999996,,244.00000000000009,,,9.39999999999998,9.475,90.0,,4.96,0,0,0,0,0,0,0,0,0,0,0,0
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333333333333333,,4.047619047619048,37.5,3.0,3.117647058823529,,62.5,,,0.4857142857142856,2.7333333333333334,7.619047619047619,0.5,2.428571428571429,7.2499999999999964,,15.399999999999997,47.5,4.6,4.811764705882354,,190.00000000000009,,,4.3806451612903246,4.973333333333334,15.999999999999996,4.2,4.485714285714286,21.84999999999998,,24.040000000000006,49.75,4.960000000000001,9.100000000000003,,244.00000000000009,,,9.39999999999998,9.475,43.00000000000003,4.919999999999999,4.948571428571428,0,0,0,0,0,0,0,0,0,0,0,0
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333333333333333,,4.047619047619048,37.5,3.0,3.117647058823529,,58.75,3.0,,0.4857142857142856,2.7333333333333334,7.619047619047619,0.5,2.428571428571429,7.2499999999999964,,15.399999999999997,47.5,4.6,4.811764705882354,,137.50000000000006,4.6,,4.3806451612903246,4.973333333333334,15.999999999999996,4.2,4.485714285714286,21.84999999999998,,24.040000000000006,49.75,4.960000000000001,9.100000000000003,,238.74999999999991,4.960000000000001,,9.39999999999998,9.475,43.00000000000003,4.919999999999999,4.948571428571428,0,0,0,0,0,0,0,0,0,0,0,0
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333333333333333,3.0,5.0,37.5,3.0,3.117647058823529,3.0,58.75,3.0,2.333333333333333,1.3170731707317074,0.4423076923076923,7.619047619047619,0.5,2.428571428571429,7.2499999999999964,4.6,23.80000000000002,47.5,4.6,4.811764705882354,4.6,137.50000000000006,4.6,4.466666666666667,4.4975609756097565,4.08,15.999999999999996,4.2,4.485714285714286,21.84999999999998,4.960000000000001,47.166666666666686,49.75,4.960000000000001,9.100000000000003,4.959999999999999,238.74999999999991,4.960000000000001,4.946666666666667,8.64166666666666,4.908,43.00000000000003,4.919999999999999,4.948571428571428,0,0,0,0,0,0,0,0,0,0,0,0
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.857142857142857,3.0,5.0,75.0,3.6666666666666665,3.13986013986014,3.0,58.75,3.0,2.333333333333333,1.3170731707317074,0.4423076923076923,8.035714285714286,3.0,3.0,14.999999999999996,4.6,23.80000000000002,95.0,8.0,4.851748251748251,4.6,137.50000000000006,4.6,4.466666666666667,4.4975609756097565,4.08,20.875000000000007,4.6,5.0,24.000000000000007,4.960000000000001,47.166666666666686,99.5,9.8,9.235000000000005,4.959999999999999,238.74999999999991,4.960000000000001,4.946666666666667,8.64166666666666,4.908,44.750000000000014,4.96,9.499999999999998,0,0,0,0,0,0,0,0,0,0,0,0
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.857142857142857,3.0,5.0,75.0,3.6666666666666665,3.13986013986014,3.0,81.66666666666666,7.5,2.333333333333333,1.3170731707317074,0.4423076923076923,8.035714285714286,3.0,3.0,14.999999999999996,4.6,23.80000000000002,95.0,8.0,4.851748251748251,4.6,239.5,9.5,4.466666666666667,4.4975609756097565,4.08,20.875000000000007,4.6,5.0,24.000000000000007,4.960000000000001,47.166666666666686,99.5,9.8,9.235000000000005,4.959999999999999,469.1666666666664,9.95,4.946666666666667,8.64166666666666,4.908,44.750000000000014,4.96,9.499999999999998,0,0,0,0,0,0,0,0,0,0,0,0
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.857142857142857,,4.047619047619048,75.0,3.6666666666666665,3.13986013986014,,81.66666666666666,7.5,,2.6885245901639347,2.7,8.035714285714286,3.0,3.0,14.999999999999996,,9.333333333333336,95.0,8.0,4.851748251748251,,239.5,9.5,,6.966666666666675,4.859999999999999,20.875000000000007,4.6,5.0,24.000000000000007,,22.600000000000016,99.5,9.8,9.235000000000005,,469.1666666666664,9.95,,22.135000000000023,9.324999999999998,44.750000000000014,4.96,9.499999999999998,0,0,0,0,0,0,0,0,0,0,0,0
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.047619047619048,,,3.265486725663717,,81.66666666666666,7.5,,2.6885245901639347,2.7,8.375,,3.0,4.6000000000000005,,9.333333333333336,,,6.1,,239.5,9.5,,6.966666666666675,4.859999999999999,25.83333333333333,,5.0,4.96,,22.600000000000016,,,21.16,,469.1666666666664,9.95,,22.135000000000023,9.324999999999998,47.58333333333333,,9.5,0,0,0,0,0,0,0,0,0,0,0,0
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.047619047619048,,,3.265486725663717,,63.095238095238095,,,2.6885245901639347,2.7,8.375,,3.0,4.6000000000000005,,9.333333333333336,,,6.1,,96.42857142857142,,,6.966666666666675,4.859999999999999,25.83333333333333,,5.0,4.96,,22.600000000000016,,,21.16,,223.7499999999999,,,22.135000000000023,9.324999999999998,47.58333333333333,,9.5,0,0,0,0,0,0,0,0,0,0,0,0
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,4.333333333333333,,,3.265486725663717,3.0,63.095238095238095,,0.25,1.4629629629629626,2.0,8.375,,3.0,4.6000000000000005,40.0,17.500000000000007,,,6.1,4.6,96.42857142857142,,0.45,4.411111111111111,4.4,25.83333333333333,,5.0,4.96,49.0,24.25,,,21.16,4.96,223.7499999999999,,0.495,7.512499999999974,4.94,47.58333333333333,,9.5,0,0,0,0,0,0,0,0,0,0,0,0
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.083333333333333,20.0,4.333333333333333,37.5,3.0,3.064,3.0,63.095238095238095,,0.25,1.4629629629629626,2.0,7.5,3.0,3.0,4.75,40.0,17.500000000000007,47.5,4.6,4.715199999999999,4.6,96.42857142857142,,0.45,4.411111111111111,4.4,9.921052631578949,4.6,4.6,8.750000000000004,49.0,24.25,49.75,4.96,8.387499999999996,4.96,223.7499999999999,,0.495,7.512499999999974,4.94,23.27500000000001,4.96,4.96,0,0,0,0,0,0,0,0,0,0,0,0
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.083333333333333,20.0,4.333333333333333,37.5,3.0,3.064,3.0,67.85714285714286,3.0,0.25,1.4629629629629626,2.0,7.5,3.0,3.0,4.75,40.0,17.500000000000007,47.5,4.6,4.715199999999999,4.6,99.28571428571428,4.6,0.45,4.411111111111111,4.4,9.921052631578949,4.6,4.6,8.750000000000004,49.0,24.25,49.75,4.96,8.387499999999996,4.96,233.5,4.96,0.495,7.512499999999974,4.94,23.27500000000001,4.96,4.96,0,0,0,0,0,0,0,0,0,0,0,0
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.083333333333333,,4.904761904761905,37.5,3.0,3.064,,67.85714285714286,3.0,,1.577319587628866,1.75,7.5,3.0,3.0,4.75,,22.642857142857142,47.5,4.6,4.715199999999999,,99.28571428571428,4.6,,4.480412371134021,4.3500000000000005,9.921052631578949,4.6,4.6,8.750000000000004,,89.74999999999997,49.75,4.96,8.387499999999996,,233.5,4.96,,8.240000000000002,4.9350000000000005,23.27500000000001,4.96,4.96,0,0,0,0,0,0,0,0,0,0,0,0
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3000000000000003,,4.904761904761905,,,3.201834862385321,,67.85714285714286,3.0,,1.577319587628866,1.75,8.068181818181818,,2.555555555555556,6.166666666666671,,22.642857142857142,,,4.963302752293578,,99.28571428571428,4.6,,4.480412371134021,4.3500000000000005,17.750000000000004,,4.511111111111111,9.616666666666664,,89.74999999999997,,,15.99999999999994,,233.5,4.96,,8.240000000000002,4.9350000000000005,24.27500000000001,,4.951111111111111,0,0,0,0,0,0,0,0,0,0,1,0
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3000000000000003,,4.904761904761905,,,3.201834862385321,,78.33333333333334,,,1.577319587628866,1.75,8.068181818181818,,2.555555555555556,6.166666666666671,,22.642857142857142,,,4.963302752293578,,237.8125,,,4.480412371134021,4.3500000000000005,17.750000000000004,,4.511111111111111,9.616666666666664,,89.74999999999997,,,15.99999999999994,,735.0,,,8.240000000000002,4.9350000000000005,24.27500000000001,,4.951111111111111,0,0,0,1,0,0,0,0,0,0,0,0
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3000000000000003,,28.125,,,3.201834862385321,3.0,78.33333333333334,,4.199999999999999,2.635135135135135,2.727272727272727,8.068181818181818,,2.555555555555556,6.166666666666671,,199.0,,,4.963302752293578,4.6,237.8125,,8.666666666666668,4.916216216216216,4.836363636363636,17.750000000000004,,4.511111111111111,9.616666666666664,,432.4999999999998,,,15.99999999999994,4.96,735.0,,9.866666666666664,24.79374999999997,9.274999999999997,24.27500000000001,,4.951111111111111,0,0,0,0,0,0,0,0,0,0,0,0
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3000000000000003,,28.125,250.0,6.666666666666666,3.595419847328244,3.0,78.33333333333334,,4.199999999999999,2.635135135135135,2.727272727272727,9.166666666666666,5.0,3.0,6.166666666666671,,199.0,450.0,20.0,13.46153846153845,4.6,237.8125,,8.666666666666668,4.916216216216216,4.836363636363636,33.125,19.0,4.955555555555556,9.616666666666664,,432.4999999999998,495.0,24.500000000000004,47.08333333333323,4.96,735.0,,9.866666666666664,24.79374999999997,9.274999999999997,48.3125,24.4,9.449999999999996,0,0,0,0,0,0,0,0,0,0,0,0
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3000000000000003,,28.125,250.0,6.666666666666666,3.595419847328244,3.0,184.375,5.0,4.199999999999999,2.635135135135135,2.727272727272727,9.166666666666666,5.0,3.0,6.166666666666671,,199.0,450.0,20.0,13.46153846153845,4.6,1510.0000000000005,22.0,8.666666666666668,4.916216216216216,4.836363636363636,33.125,19.0,4.955555555555556,9.616666666666664,,432.4999999999998,495.0,24.500000000000004,47.08333333333323,4.96,2401.0000000000005,24.7,9.866666666666664,24.79374999999997,9.274999999999997,48.3125,24.4,9.449999999999996,0,0,0,0,0,0,1,0,0,0,0,0
