,timestamp,front-end_carts&p90,unknown_carts&p90,front-end_catalogue&p90,unknown_catalogue&p90,unknown_front-end&p90,unknown_orders&p90,unknown_payment&p90,unknown_queue-master&p90,unknown_shipping&p90,unknown_user&p90
0,2023-08-25 07:45:56,,20.5,,4.6,23.5,20.5,4.6,4.6,22.75,8.5
1,2023-08-25 07:46:01,,9.25,,4.6,23.5,20.5,4.6,4.6,20.500000000000004,8.5
2,2023-08-25 07:46:06,,9.25,,4.6,23.5,20.5,4.6,4.6,20.5,8.5
3,2023-08-25 07:46:11,,9.25,,4.6,23.5,20.5,4.6,4.6,20.5,8.5
4,2023-08-25 07:46:16,,9.5,,4.6,23.5,20.5,4.6,4.6,9.25,8.5
5,2023-08-25 07:46:21,,9.5,,8.5,23.5,22.75,4.6,4.6,9.25,8.5
6,2023-08-25 07:46:26,,9.5,,8.5,23.5,22.75,4.6,4.6,9.25,4.6
7,2023-08-25 07:46:31,,9.5,,8.5,23.5,22.75,4.6,4.6,9.25,4.6
8,2023-08-25 07:46:36,,9.5,,8.5,23.5,23.5,4.6,4.6,9.25,4.6
9,2023-08-25 07:46:41,,9.5,,8.5,23.5,23.5,4.6,4.6,9.25,4.6
10,2023-08-25 07:46:46,,20.5,,8.5,23.5,23.5,4.6,4.6,20.5,4.6
11,2023-08-25 07:46:51,,20.5,,8.5,23.5,22.75,4.6,4.6,20.5,4.6
12,2023-08-25 07:46:56,,20.5,,8.5,23.5,22.75,4.6,20.5,20.5,4.6
13,2023-08-25 07:47:01,,20.5,,8.5,23.5,22.75,4.6,20.5,20.5,4.6
14,2023-08-25 07:47:06,,20.5,,4.6,23.5,22.75,4.6,20.5,20.5,4.6
15,2023-08-25 07:47:11,,20.5,,4.6,23.5,22.75,4.6,20.5,20.5,4.6
16,2023-08-25 07:47:16,,20.5,,4.6,23.5,22.75,4.6,20.5,20.5,4.6
17,2023-08-25 07:47:21,,20.5,,4.6,23.5,22.75,4.6,20.5,20.5,4.6
18,2023-08-25 07:47:26,,20.5,,4.6,23.5,22.75,4.6,20.500000000000004,20.5,4.6
19,2023-08-25 07:47:31,,8.5,,4.6,23.5,22.75,4.6,20.500000000000004,9.5,4.6
20,2023-08-25 07:47:36,,8.5,,4.6,23.5,23.5,4.6,20.500000000000004,9.5,4.6
21,2023-08-25 07:47:41,,8.5,,4.6,23.5,23.5,4.6,20.5,9.5,8.5
22,2023-08-25 07:47:46,,9.25,,4.6,42.5,23.5,4.6,20.5,20.5,8.5
23,2023-08-25 07:47:51,,9.25,,4.6,42.5,23.5,4.6,20.5,20.5,8.5
24,2023-08-25 07:47:56,,9.25,,4.6,42.5,23.5,4.6,20.500000000000004,20.5,8.500000000000002
25,2023-08-25 07:48:01,,9.25,,4.6,42.5,23.5,4.6,20.500000000000004,20.500000000000004,8.500000000000002
26,2023-08-25 07:48:06,,9.25,,8.500000000000002,42.5,22.75,4.6,20.500000000000004,20.500000000000004,8.500000000000002
27,2023-08-25 07:48:11,,9.25,,8.500000000000002,42.5,22.75,4.6,20.5,20.500000000000004,9.25
28,2023-08-25 07:48:16,,20.5,,8.500000000000002,42.5,22.75,4.6,20.5,22.75,9.25
29,2023-08-25 07:48:21,,20.5,,8.5,42.5,20.5,4.6,20.5,22.75,9.25
30,2023-08-25 07:48:26,,20.5,,8.5,42.5,20.5,8.5,4.6,22.75,8.5
31,2023-08-25 07:48:31,,20.5,,8.5,23.5,20.5,8.5,4.6,20.500000000000004,8.5
32,2023-08-25 07:48:36,,20.5,,8.5,23.5,20.5,8.5,4.6,20.500000000000004,8.5
33,2023-08-25 07:48:41,,20.5,,8.5,23.5,20.5,8.5,4.6,20.500000000000004,8.5
34,2023-08-25 07:48:46,,20.5,,8.5,23.5,20.5,8.5,4.6,22.75,8.5
35,2023-08-25 07:48:51,,20.5,,4.6,23.5,22.75,8.5,4.6,22.75,8.5
36,2023-08-25 07:48:56,,20.5,,4.6,23.5,22.75,8.500000000000002,4.6,22.75,4.6
37,2023-08-25 07:49:01,,8.500000000000002,,4.6,23.5,22.75,8.500000000000002,4.6,20.5,4.6
38,2023-08-25 07:49:06,,8.500000000000002,,4.6,23.5,22.75,8.500000000000002,4.6,20.5,4.6
39,2023-08-25 07:49:11,,8.500000000000002,,4.6,23.5,22.75,4.6,4.6,20.5,4.6
40,2023-08-25 07:49:16,,20.5,,4.6,42.5,22.75,4.6,4.6,22.75,4.6
41,2023-08-25 07:49:21,,20.5,,8.5,42.5,22.75,4.6,4.6,22.75,4.6
