,timestamp,front-end_carts&p90,unknown_carts&p90,front-end_catalogue&p90,unknown_catalogue&p90,unknown_front-end&p90,unknown_orders&p90,unknown_payment&p90,unknown_queue-master&p90,unknown_shipping&p90,unknown_user&p90
0,2023-08-25 06:54:51,,4.6,,20.5,23.5,205.0,8.5,20.5,20.5,20.5
1,2023-08-25 06:54:56,,4.6,,20.5,23.5,205.00000000000006,8.5,20.5,20.5,20.500000000000004
2,2023-08-25 06:55:01,,4.6,,20.5,23.5,205.00000000000006,8.500000000000002,20.5,8.500000000000002,20.500000000000004
3,2023-08-25 06:55:06,,4.6,,20.5,23.5,205.00000000000006,8.500000000000002,20.5,8.500000000000002,20.500000000000004
4,2023-08-25 06:55:11,,4.6,,20.5,23.5,8.5,8.500000000000002,8.5,8.500000000000002,20.5
5,2023-08-25 06:55:16,,4.6,,20.5,23.5,8.5,8.5,8.5,4.6,20.5
6,2023-08-25 06:55:21,,4.6,,20.5,23.5,8.5,8.5,8.5,4.6,20.5
7,2023-08-25 06:55:26,,4.6,,20.5,23.5,8.5,8.5,4.6,4.6,4.6
8,2023-08-25 06:55:31,,4.6,,20.5,23.5,8.5,4.6,4.6,4.6,4.6
9,2023-08-25 06:55:36,,4.6,,4.6,22.75,8.5,4.6,4.6,4.6,4.6
10,2023-08-25 06:55:41,,4.6,,4.6,22.75,4.6,4.6,4.6,4.6,4.6
11,2023-08-25 06:55:46,,4.6,,4.6,22.75,4.6,4.6,4.6,20.5,4.6
12,2023-08-25 06:55:51,,4.6,,4.6,20.5,4.6,4.6,4.6,20.5,4.6
13,2023-08-25 06:55:56,,4.6,,4.6,20.5,4.6,4.6,4.6,20.5,4.6
14,2023-08-25 06:56:01,,4.6,,4.6,20.5,4.6,4.6,4.6,20.5,4.6
15,2023-08-25 06:56:06,,4.6,,4.6,20.5,4.6,4.6,4.6,20.5,4.6
16,2023-08-25 06:56:11,,4.6,,4.6,20.5,4.6,19.0,4.6,20.5,4.6
17,2023-08-25 06:56:16,,4.6,,4.6,20.5,4.6,20.5,4.6,20.5,4.6
18,2023-08-25 06:56:21,,4.6,,4.6,20.5,4.6,20.5,4.6,20.5,4.6
19,2023-08-25 06:56:26,,4.6,,4.6,20.5,4.6,19.0,4.6,20.5,4.6
20,2023-08-25 06:56:31,,4.6,,4.6,20.5,4.6,20.5,4.6,20.5,4.6
21,2023-08-25 06:56:36,,4.6,,4.6,22.75,4.6,20.5,4.6,20.5,4.6
22,2023-08-25 06:56:41,,4.6,,4.6,22.75,4.6,19.0,42.5,20.5,4.6
23,2023-08-25 06:56:46,,20.5,,4.6,22.75,4.6,20.5,42.5,20.5,4.6
24,2023-08-25 06:56:51,,20.5,,4.6,20.5,4.6,20.5,42.5,20.5,4.6
25,2023-08-25 06:56:56,,20.5,,4.6,20.5,4.6,8.5,42.5,20.5,8.5
26,2023-08-25 06:57:01,,20.500000000000004,,4.6,20.5,4.6,8.5,42.5,20.5,8.5
27,2023-08-25 06:57:06,,20.500000000000004,,4.6,20.500000000000004,4.6,8.5,42.5,20.5,8.5
28,2023-08-25 06:57:11,,20.500000000000004,,4.6,20.500000000000004,4.6,8.5,42.5,20.5,9.25
29,2023-08-25 06:57:16,,20.5,,4.6,20.500000000000004,4.6,8.5,42.5,9.25,9.25
30,2023-08-25 06:57:21,,20.5,,4.6,20.5,4.6,8.5,42.5,9.25,9.25
31,2023-08-25 06:57:26,,20.5,,4.6,20.5,4.6,4.6,4.6,9.25,9.25
32,2023-08-25 06:57:31,,20.5,,4.6,20.5,4.6,4.6,4.6,9.25,9.25
33,2023-08-25 06:57:36,,20.5,,20.5,22.75,4.6,4.6,4.6,9.25,9.25
34,2023-08-25 06:57:41,,20.5,,20.5,22.75,4.6,4.6,4.6,9.25,9.25
35,2023-08-25 06:57:46,,20.5,,20.5,22.75,4.6,4.6,4.6,9.25,9.25
36,2023-08-25 06:57:51,,20.5,,20.5,23.5,4.6,4.6,4.6,9.25,9.25
37,2023-08-25 06:57:56,,20.5,,20.5,23.5,4.6,4.6,4.6,9.25,8.5
38,2023-08-25 06:58:01,,20.5,,20.5,23.5,4.6,4.6,4.6,20.5,8.5
39,2023-08-25 06:58:06,,20.5,,20.5,23.5,4.6,4.6,4.6,20.5,8.5
40,2023-08-25 06:58:11,,20.5,,20.5,23.5,4.6,4.6,4.6,20.5,8.5
41,2023-08-25 06:58:16,,8.5,,20.5,23.5,4.6,4.6,4.6,20.5,8.5
42,2023-08-25 06:58:21,,8.5,,4.6,22.75,4.6,4.6,4.6,20.5,8.5
43,2023-08-25 06:58:26,,8.5,,4.6,22.75,4.6,4.6,4.6,20.5,4.6
44,2023-08-25 06:58:31,,8.5,,4.6,22.75,4.6,4.6,4.6,22.75,4.6
45,2023-08-25 06:58:36,,8.5,,4.6,20.5,4.6,4.6,4.6,22.75,4.6
46,2023-08-25 06:58:41,,8.5,,4.6,20.5,4.6,4.6,4.6,22.75,4.6
47,2023-08-25 06:58:46,,8.5,,4.6,20.5,4.6,4.6,4.6,20.5,4.6
48,2023-08-25 06:58:51,,8.5,,20.5,9.5,4.6,4.6,4.6,20.5,4.6
49,2023-08-25 06:58:56,,8.5,,20.5,9.5,4.6,4.6,4.6,20.5,4.6
50,2023-08-25 06:59:01,,4.6,,20.5,9.5,4.6,4.6,4.6,22.75,4.6
51,2023-08-25 06:59:06,,4.6,,20.5,9.5,4.6,4.6,4.6,22.75,4.6
52,2023-08-25 06:59:11,,4.6,,20.5,9.5,4.6,4.6,4.6,22.75,4.6
53,2023-08-25 06:59:16,,4.6,,20.5,9.5,4.6,4.6,4.6,20.5,4.6
54,2023-08-25 06:59:21,,4.6,,20.5,20.5,4.6,4.6,4.6,20.5,4.6
55,2023-08-25 06:59:26,,4.6,,20.5,20.5,4.6,205.0,8.500000000000002,20.5,20.500000000000004
56,2023-08-25 06:59:31,,4.6,,20.5,20.5,4.6,205.0,8.500000000000002,20.500000000000004,20.5
57,2023-08-25 06:59:36,,4.6,,8.500000000000002,425.0,4.6,205.0,8.500000000000002,20.500000000000004,20.5
58,2023-08-25 06:59:41,,4.6,,8.500000000000002,425.0,8.5,205.0,9.25,20.500000000000004,42.5
