,timestamp,ratings.csv
0,2023-6-22 03:22:38,0
1,2023-6-22 03:22:43,0
2,2023-6-22 03:22:48,0
3,2023-6-22 03:22:53,0
4,2023-6-22 03:22:58,1
5,2023-6-22 03:23:03,1
6,2023-6-22 03:23:08,0
7,2023-6-22 03:23:13,0
8,2023-6-22 03:23:18,0
9,2023-6-22 03:23:23,0
10,2023-6-22 03:23:28,0
11,2023-6-22 03:23:33,0
12,2023-6-22 03:23:38,0
13,2023-6-22 03:23:43,0
14,2023-6-22 03:23:48,0
15,2023-6-22 03:23:53,0
16,2023-6-22 03:23:58,1
17,2023-6-22 03:24:03,1
18,2023-6-22 03:24:08,0
19,2023-6-22 03:24:13,0
20,2023-6-22 03:24:18,0
21,2023-6-22 03:24:23,0
22,2023-6-22 03:24:28,0
23,2023-6-22 03:24:33,0
24,2023-6-22 03:24:38,0
25,2023-6-22 03:24:43,0
26,2023-6-22 03:24:48,0
27,2023-6-22 03:24:53,0
28,2023-6-22 03:24:58,0
29,2023-6-22 03:25:03,1
30,2023-6-22 03:25:08,1
31,2023-6-22 03:25:13,1
32,2023-6-22 03:25:18,0
33,2023-6-22 03:25:23,0
34,2023-6-22 03:25:28,0
35,2023-6-22 03:25:33,0
36,2023-6-22 03:25:38,0
37,2023-6-22 03:25:43,0
38,2023-6-22 03:25:48,0
39,2023-6-22 03:25:53,1
40,2023-6-22 03:25:58,0
41,2023-6-22 03:26:03,0
42,2023-6-22 03:26:08,1
43,2023-6-22 03:26:13,0
44,2023-6-22 03:26:18,1
45,2023-6-22 03:26:23,0
46,2023-6-22 03:26:28,0
47,2023-6-22 03:26:33,0
48,2023-6-22 03:26:38,0
49,2023-6-22 03:26:43,0
50,2023-6-22 03:26:53,0
51,2023-6-22 03:26:58,0
52,2023-6-22 03:27:03,0
53,2023-6-22 03:27:08,1
54,2023-6-22 03:27:13,1
55,2023-6-22 03:27:18,0
56,2023-6-22 03:27:23,0
57,2023-6-22 03:27:28,0
58,2023-6-22 03:27:33,0
59,2023-6-22 03:27:38,0
60,2023-6-22 03:27:43,0
61,2023-6-22 03:27:48,0
62,2023-6-22 03:27:53,0
63,2023-6-22 03:27:58,0
64,2023-6-22 03:28:03,0
65,2023-6-22 03:28:08,0
66,2023-6-22 03:28:13,1
67,2023-6-22 03:28:18,0
68,2023-6-22 03:28:23,0
69,2023-6-22 03:28:28,0
70,2023-6-22 03:28:33,0
71,2023-6-22 03:28:38,0
72,2023-6-22 03:28:43,0
73,2023-6-22 03:28:48,0
74,2023-6-22 03:28:53,0
75,2023-6-22 03:28:58,0
76,2023-6-22 03:29:03,0
77,2023-6-22 03:29:08,0
78,2023-6-22 03:29:13,1
79,2023-6-22 03:29:18,1
80,2023-6-22 03:29:23,0
81,2023-6-22 03:29:28,0
82,2023-6-22 03:29:33,1
83,2023-6-22 03:29:38,0
84,2023-6-22 03:29:43,0
85,2023-6-22 03:29:48,0
86,2023-6-22 03:29:53,0
87,2023-6-22 03:29:58,0
88,2023-6-22 03:30:03,0
89,2023-6-22 03:30:08,0
90,2023-6-22 03:30:13,0
91,2023-6-22 03:30:18,1
92,2023-6-22 03:30:23,1
93,2023-6-22 03:30:28,0
94,2023-6-22 03:30:33,0
95,2023-6-22 03:30:38,0
96,2023-6-22 03:30:43,0
97,2023-6-22 03:30:48,0
98,2023-6-22 03:30:53,0
99,2023-6-22 03:30:58,0
100,2023-6-22 03:31:03,0
101,2023-6-22 03:31:08,0
102,2023-6-22 03:31:13,0
103,2023-6-22 03:31:18,0
104,2023-6-22 03:31:23,1
105,2023-6-22 03:31:28,0
106,2023-6-22 03:31:33,0
107,2023-6-22 03:31:38,0
108,2023-6-22 03:31:43,0
109,2023-6-22 03:31:48,0
110,2023-6-22 03:31:53,0
111,2023-6-22 03:31:58,0
112,2023-6-22 03:32:03,0
113,2023-6-22 03:32:08,0
114,2023-6-22 03:32:13,1
115,2023-6-22 03:32:18,0
116,2023-6-22 03:32:23,0
117,2023-6-22 03:32:28,0
118,2023-6-22 03:32:33,1
119,2023-6-22 03:32:38,0
