,timestamp,checkoutservice
35,2023-08-22 05:29:23,1
44,2023-08-22 05:28:49,1
45,2023-08-22 05:28:49,1
49,2023-08-22 05:28:11,1
50,2023-08-22 05:28:11,1
51,2023-08-22 05:28:11,1
52,2023-08-22 05:28:11,1
57,2023-08-22 05:26:29,1
58,2023-08-22 05:26:29,1
60,2023-08-22 05:23:22,1
61,2023-08-22 05:23:22,1
62,2023-08-22 05:23:22,1
73,2023-08-22 05:22:09,1
74,2023-08-22 05:22:09,1
79,2023-08-22 05:21:38,1
80,2023-08-22 05:21:38,1
89,2023-08-22 05:21:06,1
