,timestamp,details.csv
0,2023-06-27 03:54:26,0
1,2023-06-27 03:54:31,0
2,2023-06-27 03:54:36,0
3,2023-06-27 03:54:41,0
4,2023-06-27 03:54:46,0
5,2023-06-27 03:54:51,0
6,2023-06-27 03:54:56,0
7,2023-06-27 03:55:01,0
8,2023-06-27 03:55:06,0
9,2023-06-27 03:55:11,0
10,2023-06-27 03:55:16,0
11,2023-06-27 03:55:21,0
12,2023-06-27 03:55:26,0
13,2023-06-27 03:55:31,0
14,2023-06-27 03:55:36,0
15,2023-06-27 03:55:41,0
16,2023-06-27 03:55:46,1
17,2023-06-27 03:55:51,0
18,2023-06-27 03:55:56,0
19,2023-06-27 03:56:01,0
20,2023-06-27 03:56:06,0
21,2023-06-27 03:56:11,0
22,2023-06-27 03:56:16,0
23,2023-06-27 03:56:21,0
24,2023-06-27 03:56:26,0
25,2023-06-27 03:56:31,0
26,2023-06-27 03:56:36,0
27,2023-06-27 03:56:41,0
28,2023-06-27 03:56:46,0
29,2023-06-27 03:56:51,0
30,2023-06-27 03:56:56,0
31,2023-06-27 03:57:01,0
32,2023-06-27 03:57:06,0
33,2023-06-27 03:57:11,1
34,2023-06-27 03:57:16,0
35,2023-06-27 03:57:21,0
36,2023-06-27 03:57:26,0
37,2023-06-27 03:57:31,0
38,2023-06-27 03:57:36,0
39,2023-06-27 03:57:41,0
40,2023-06-27 03:57:46,0
41,2023-06-27 03:57:51,0
42,2023-06-27 03:57:56,0
43,2023-06-27 03:58:01,0
44,2023-06-27 03:58:06,0
45,2023-06-27 03:58:11,0
46,2023-06-27 03:58:16,0
47,2023-06-27 03:58:21,0
48,2023-06-27 03:58:26,0
49,2023-06-27 03:58:31,0
50,2023-06-27 03:58:36,0
51,2023-06-27 03:58:41,0
52,2023-06-27 03:58:46,0
53,2023-06-27 03:58:51,0
54,2023-06-27 03:58:56,0
55,2023-06-27 03:59:01,0
56,2023-06-27 03:59:06,0
57,2023-06-27 03:59:11,0
58,2023-06-27 03:59:16,0
59,2023-06-27 03:59:21,0
60,2023-06-27 03:59:26,0
61,2023-06-27 03:59:31,0
62,2023-06-27 03:59:36,0
63,2023-06-27 03:59:41,0
64,2023-06-27 03:59:46,0
65,2023-06-27 03:59:51,0
66,2023-06-27 03:59:56,1
67,2023-06-27 04:00:01,0
68,2023-06-27 04:00:06,0
69,2023-06-27 04:00:11,0
70,2023-06-27 04:00:16,0
71,2023-06-27 04:00:21,0
72,2023-06-27 04:00:26,0
73,2023-06-27 04:00:31,0
74,2023-06-27 04:00:36,0
75,2023-06-27 04:00:41,0
76,2023-06-27 04:00:46,0
77,2023-06-27 04:00:51,0
78,2023-06-27 04:00:56,0
79,2023-06-27 04:01:01,1
80,2023-06-27 04:01:06,0
81,2023-06-27 04:01:11,0
82,2023-06-27 04:01:16,0
83,2023-06-27 04:01:21,0
84,2023-06-27 04:01:26,0
85,2023-06-27 04:01:31,0
86,2023-06-27 04:01:36,0
87,2023-06-27 04:01:41,0
88,2023-06-27 04:01:46,0
89,2023-06-27 04:01:51,0
90,2023-06-27 04:01:56,0
91,2023-06-27 04:02:01,0
92,2023-06-27 04:02:06,0
93,2023-06-27 04:02:11,0
94,2023-06-27 04:02:16,0
95,2023-06-27 04:02:21,0
96,2023-06-27 04:02:26,0
97,2023-06-27 04:02:31,0
98,2023-06-27 04:02:36,0
99,2023-06-27 04:02:41,0
100,2023-06-27 04:02:46,0
101,2023-06-27 04:02:51,0
102,2023-06-27 04:02:56,0
103,2023-06-27 04:03:01,0
104,2023-06-27 04:03:06,0
105,2023-06-27 04:03:11,0
106,2023-06-27 04:03:16,0
107,2023-06-27 04:03:21,0
108,2023-06-27 04:03:26,0
109,2023-06-27 04:03:31,0
110,2023-06-27 04:03:36,0
111,2023-06-27 04:03:41,0
112,2023-06-27 04:03:46,0
113,2023-06-27 04:03:51,0
114,2023-06-27 04:03:56,0
115,2023-06-27 04:04:01,0
116,2023-06-27 04:04:06,0
117,2023-06-27 04:04:11,0
118,2023-06-27 04:04:16,0
119,2023-06-27 04:04:21,0
120,2023-06-27 04:04:26,0
