,timestamp,front-end_carts&p90,unknown_carts&p90,front-end_catalogue&p90,unknown_catalogue&p90,unknown_front-end&p90,unknown_orders&p90,unknown_payment&p90,unknown_queue-master&p90,unknown_shipping&p90,unknown_user&p90
0,2023-08-25 06:40:34,,22.75,,8.5,205.00000000000003,23.5,8.5,23.5,20.500000000000004,20.500000000000004
1,2023-08-25 06:40:39,,22.75,,20.5,205.00000000000003,22.75,8.5,23.5,20.500000000000004,20.500000000000004
2,2023-08-25 06:40:44,,22.75,,20.5,205.00000000000003,22.75,4.6,205.0,20.500000000000004,9.5
3,2023-08-25 06:40:49,,20.5,,20.5,85.0,22.75,4.6,205.0,20.5,9.5
4,2023-08-25 06:40:54,,20.5,,20.5,85.0,20.5,4.6,205.0,20.5,9.5
5,2023-08-25 06:40:59,,20.5,,20.5,85.0,20.5,8.5,227.5,20.5,9.5
6,2023-08-25 06:41:04,,22.75,,20.5,85.0,20.5,8.5,227.5,8.5,9.5
7,2023-08-25 06:41:09,,22.75,,20.5,85.0,205.00000000000003,8.5,227.5,8.5,9.5
8,2023-08-25 06:41:14,,22.75,,20.5,85.0,205.00000000000003,42.5,227.5,8.5,9.25
9,2023-08-25 06:41:19,,22.75,,20.5,23.5,205.00000000000003,42.5,227.5,4.6,9.25
10,2023-08-25 06:41:24,,22.75,,20.5,23.5,205.0,42.5,227.5,4.6,9.25
11,2023-08-25 06:41:29,,22.75,,20.5,23.5,205.0,42.5,204.99999999999997,4.6,20.5
12,2023-08-25 06:41:34,,42.50000000000001,,20.5,42.5,205.0,42.5,204.99999999999997,8.5,20.5
13,2023-08-25 06:41:39,,42.50000000000001,,20.5,42.5,205.0,42.5,204.99999999999997,8.5,20.5
14,2023-08-25 06:41:44,,42.50000000000001,,20.5,42.5,205.0,42.5,205.0,8.5,20.5
15,2023-08-25 06:41:49,,46.25,,20.5,85.0,205.0,42.5,205.0,425.0,20.5
16,2023-08-25 06:41:54,,46.25,,20.500000000000004,85.0,42.5,42.5,205.0,425.0,20.5
17,2023-08-25 06:41:59,,46.25,,20.500000000000004,85.0,42.5,4.6,204.99999999999997,425.0,20.500000000000004
18,2023-08-25 06:42:04,,46.25,,20.500000000000004,85.0,42.5,4.6,204.99999999999997,425.00000000000006,20.500000000000004
