,timestamp,reviews.csv
0,2023-06-22 08:19:33,0
1,2023-06-22 08:19:38,1
2,2023-06-22 08:19:43,0
3,2023-06-22 08:19:48,0
4,2023-06-22 08:19:53,0
5,2023-06-22 08:19:58,0
6,2023-06-22 08:20:03,0
7,2023-06-22 08:20:08,0
8,2023-06-22 08:20:13,0
9,2023-06-22 08:20:18,0
10,2023-06-22 08:20:23,0
11,2023-06-22 08:20:28,0
12,2023-06-22 08:20:33,0
13,2023-06-22 08:20:38,0
14,2023-06-22 08:20:43,1
15,2023-06-22 08:20:48,0
16,2023-06-22 08:20:53,0
17,2023-06-22 08:20:58,0
18,2023-06-22 08:21:03,0
19,2023-06-22 08:21:08,0
20,2023-06-22 08:21:13,0
21,2023-06-22 08:21:18,1
22,2023-06-22 08:21:23,0
23,2023-06-22 08:21:28,1
24,2023-06-22 08:21:33,1
25,2023-06-22 08:21:38,0
26,2023-06-22 08:21:43,0
27,2023-06-22 08:21:48,0
28,2023-06-22 08:21:53,0
29,2023-06-22 08:21:58,0
30,2023-06-22 08:22:03,1
31,2023-06-22 08:22:08,1
32,2023-06-22 08:22:13,0
33,2023-06-22 08:22:18,0
34,2023-06-22 08:22:23,0
35,2023-06-22 08:22:28,0
36,2023-06-22 08:22:33,1
37,2023-06-22 08:22:38,0
38,2023-06-22 08:22:43,0
39,2023-06-22 08:22:48,0
40,2023-06-22 08:22:53,0
41,2023-06-22 08:22:58,0
42,2023-06-22 08:23:03,0
43,2023-06-22 08:23:08,0
44,2023-06-22 08:23:13,0
45,2023-06-22 08:23:18,0
46,2023-06-22 08:23:23,0
47,2023-06-22 08:23:28,0
48,2023-06-22 08:23:33,1
49,2023-06-22 08:23:38,0
50,2023-06-22 08:23:43,0
51,2023-06-22 08:23:48,0
52,2023-06-22 08:23:53,0
53,2023-06-22 08:23:58,0
54,2023-06-22 08:24:03,0
55,2023-06-22 08:24:08,0
56,2023-06-22 08:24:13,0
57,2023-06-22 08:24:18,0
58,2023-06-22 08:24:23,0
59,2023-06-22 08:24:28,0
60,2023-06-22 08:24:33,1
61,2023-06-22 08:24:38,1
62,2023-06-22 08:24:43,1
63,2023-06-22 08:24:48,0
64,2023-06-22 08:24:53,1
65,2023-06-22 08:24:58,0
66,2023-06-22 08:25:03,0
67,2023-06-22 08:25:08,0
68,2023-06-22 08:25:13,0
69,2023-06-22 08:25:18,0
70,2023-06-22 08:25:23,1
71,2023-06-22 08:25:28,1
72,2023-06-22 08:25:33,0
73,2023-06-22 08:25:38,0
74,2023-06-22 08:25:43,1
75,2023-06-22 08:25:48,1
76,2023-06-22 08:25:53,0
77,2023-06-22 08:25:58,0
78,2023-06-22 08:26:03,0
79,2023-06-22 08:26:08,0
80,2023-06-22 08:26:13,0
81,2023-06-22 08:26:18,0
82,2023-06-22 08:26:23,0
83,2023-06-22 08:26:28,0
84,2023-06-22 08:26:33,0
85,2023-06-22 08:26:38,0
86,2023-06-22 08:26:43,1
87,2023-06-22 08:26:48,1
88,2023-06-22 08:26:53,0
89,2023-06-22 08:26:58,0
90,2023-06-22 08:27:03,1
91,2023-06-22 08:27:08,0
92,2023-06-22 08:27:13,0
93,2023-06-22 08:27:18,0
94,2023-06-22 08:27:23,0
95,2023-06-22 08:27:28,1
96,2023-06-22 08:27:33,0
97,2023-06-22 08:27:38,0
98,2023-06-22 08:27:43,0
99,2023-06-22 08:27:48,0
100,2023-06-22 08:27:53,0
101,2023-06-22 08:27:58,1
102,2023-06-22 08:28:03,0
103,2023-06-22 08:28:08,0
104,2023-06-22 08:28:13,0
105,2023-06-22 08:28:18,0
106,2023-06-22 08:28:23,0
107,2023-06-22 08:28:28,0
108,2023-06-22 08:28:33,1
109,2023-06-22 08:28:38,0
110,2023-06-22 08:28:43,0
111,2023-06-22 08:28:48,0
112,2023-06-22 08:28:53,0
113,2023-06-22 08:28:58,0
