,timestamp,front-end_carts&p90,orders_carts&p90,unknown_carts&p90,front-end_catalogue&p90,unknown_catalogue&p90,unknown_front-end&p90,front-end_orders&p90,unknown_orders&p90,unknown_payment&p90,unknown_queue-master&p90,unknown_shipping&p90,front-end_user&p90,orders_user&p90,unknown_user&p90
0,2023-08-24 07:55:51,,,85.0,,22.75,9.5,,205.0,22.75,205.0,205.0,,,42.5
1,2023-08-24 07:55:56,,,85.0,,22.0,9.5,,205.0,22.75,205.0,205.00000000000003,,,42.5
2,2023-08-24 07:56:01,,,85.0,,20.5,9.5,,227.50000000000003,22.75,205.0,205.00000000000003,,,42.5
3,2023-08-24 07:56:06,,,85.0,,20.5,9.5,,227.50000000000003,20.500000000000004,205.00000000000003,205.00000000000003,,,42.5
4,2023-08-24 07:56:11,,,85.0,,19.000000000000004,9.5,,227.50000000000003,20.500000000000004,205.00000000000003,190.0,,,42.5
5,2023-08-24 07:56:16,,,22.75,,20.5,9.5,,227.5,20.500000000000004,205.00000000000003,190.0,,,42.5
6,2023-08-24 07:56:21,,,22.75,,20.5,19.000000000000004,,227.5,9.5,42.5,190.0,,,42.5
7,2023-08-24 07:56:26,,,22.75,,19.0,20.5,,227.5,9.5,42.5,20.500000000000004,,,42.5
8,2023-08-24 07:56:31,,,20.5,,9.25,20.5,,205.0,9.5,42.5,20.500000000000004,,,42.5
9,2023-08-24 07:56:36,,,20.5,,9.25,19.0,,205.0,9.5,42.5,20.500000000000004,,,42.5
10,2023-08-24 07:56:41,,,20.5,,8.500000000000002,20.5,,205.0,9.5,42.5,20.5,,,42.5
11,2023-08-24 07:56:46,,,9.25,,8.500000000000002,20.5,,23.5,9.5,42.5,20.5,,,42.5
12,2023-08-24 07:56:51,,,9.25,,8.500000000000002,19.0,,23.5,9.25,42.5,20.5,,,42.5
13,2023-08-24 07:56:56,,,9.25,,8.5,20.5,,23.5,9.25,42.5,20.5,,,42.5
14,2023-08-24 07:57:01,,,20.5,,8.5,20.5,,22.75,9.25,42.5,20.5,,,42.5
