,details-v1-7d4d9d5fcb-pkpvm_cpu,details-v1-7d4d9d5fcb-pkpvm_memory,productpage-v1-66756cddfd-psmzt_cpu,productpage-v1-66756cddfd-psmzt_memory,ratings-v1-85cc46b6d4-txdpr_cpu,ratings-v1-85cc46b6d4-txdpr_memory,reviews-v1-777df99c6d-lz7ht_cpu,reviews-v1-777df99c6d-lz7ht_memory,reviews-v2-cdd8fb88b-pd9dw_cpu,reviews-v2-cdd8fb88b-pd9dw_memory,reviews-v3-58b6479b-6btgp_cpu,reviews-v3-58b6479b-6btgp_memory,productpage-v1_details-v1&p50,istio-ingressgateway_productpage-v1&p50,reviews-v2_ratings-v1&p50,reviews-v3_ratings-v1&p50,productpage-v1_reviews-v1&p50,productpage-v1_reviews-v2&p50,productpage-v1_reviews-v3&p50,productpage-v1_details-v1&p90,istio-ingressgateway_productpage-v1&p90,reviews-v2_ratings-v1&p90,reviews-v3_ratings-v1&p90,productpage-v1_reviews-v1&p90,productpage-v1_reviews-v2&p90,productpage-v1_reviews-v3&p90,productpage-v1_details-v1&p99,istio-ingressgateway_productpage-v1&p99,reviews-v2_ratings-v1&p99,reviews-v3_ratings-v1&p99,productpage-v1_reviews-v1&p99,productpage-v1_reviews-v2&p99,productpage-v1_reviews-v3&p99,details.csv,ratings.csv,reviews.csv,productpage.csv
10,45.02833500045176,88.694784,261.8463349439813,115.429376,23.998215454167173,68.767744,6.724033333334016,268.087296,29.266687968263145,241.770496,27.14208028163723,256.749568,3.875675675675676,44.08914728682171,2.815384615384615,2.65625,3.0217391304347827,8.297872340425531,8.15,37.21153846153846,89.72826086956522,4.809230769230769,4.73125,4.743478260869566,20.799999999999997,21.02500000000001,48.72115384615383,194.50000000000028,12.849999999999996,12.55000000000003,10.149999999999984,62.00000000000006,58.49999999999976,0,0,0,0
11,56.8968397344132,88.694784,385.77913058575785,116.61312,23.998215454167173,68.767744,17.583472906983847,268.0832,35.20167591171901,241.774592,33.18981834834479,256.749568,3.875675675675676,43.338815789473685,2.815384615384615,2.65625,3.025641025641026,8.351063829787233,8.11320754716981,37.21153846153846,89.9375,4.809230769230769,4.73125,4.687179487179487,20.61999999999999,22.0,48.72115384615383,210.84999999999985,12.849999999999996,12.55000000000003,7.975000000000007,29.24999999999961,45.19999999999997,0,0,0,0
12,56.8968397344132,88.694784,385.77913058575785,116.61312,25.36170091649132,68.95616,17.583472906983847,268.0832,35.20167591171901,241.774592,33.18981834834479,256.749568,4.15,43.338815789473685,2.859649122807017,2.9761904761904763,3.025641025641026,8.351063829787233,8.11320754716981,36.25000000000002,89.9375,4.964912280701753,4.861904761904762,4.687179487179487,20.61999999999999,22.0,49.13636363636365,210.84999999999985,19.375000000000025,25.25000000000015,7.975000000000007,29.24999999999961,45.19999999999997,0,0,0,0
13,51.9469430604038,88.707072,385.77913058575785,116.61312,25.36170091649132,68.95616,17.583472906983847,268.0832,35.0332163567094,241.74592,26.740483479622256,256.749568,4.15,43.338815789473685,2.859649122807017,2.9761904761904763,3.025641025641026,8.351063829787233,8.11320754716981,36.25000000000002,89.9375,4.964912280701753,4.861904761904762,4.687179487179487,20.61999999999999,22.0,49.13636363636365,210.84999999999985,19.375000000000025,25.25000000000015,7.975000000000007,29.24999999999961,45.19999999999997,0,0,0,0
14,60.78331790013608,88.707072,373.3216398798966,115.28192,26.159649549769306,68.95616,26.409888289511727,364.027904,33.90895972050003,241.74592,38.71936507936596,362.55744,4.15,42.14015151515152,2.859649122807017,2.9761904761904763,2.8,7.555555555555555,7.5,36.25000000000002,88.49999999999999,4.964912280701753,4.861904761904762,4.68,19.85714285714287,20.235294117647065,49.13636363636365,205.74999999999943,19.375000000000025,25.25000000000015,17.949999999999953,43.5,82.66666666666674,0,0,0,0
15,60.78331790013608,88.707072,373.3216398798966,115.28192,26.159649549769306,68.95616,26.409888289511727,364.027904,33.90895972050003,241.74592,38.71936507936596,362.55744,3.894117647058824,42.14015151515152,2.3636363636363638,2.5151515151515147,2.8,7.555555555555555,7.5,38.81818181818181,88.49999999999999,4.763636363636363,4.6000000000000005,4.68,19.85714285714287,20.235294117647065,48.881818181818176,205.74999999999943,33.5,285.0,17.949999999999953,43.5,82.66666666666674,0,0,0,0
16,53.72512936374979,88.69888,373.3216398798966,115.28192,20.41717047943578,68.95616,43.970985432123584,530.78016,56.16870013639548,405.737472,41.04149422783794,362.55744,3.894117647058824,42.14015151515152,2.3636363636363638,2.5151515151515147,2.8,7.555555555555555,7.5,38.81818181818181,88.49999999999999,4.763636363636363,4.6000000000000005,4.68,19.85714285714287,20.235294117647065,48.881818181818176,205.74999999999943,33.5,285.0,17.949999999999953,43.5,82.66666666666674,0,0,0,0
17,49.94518438867129,88.69888,130.9453494136,115.171328,18.237199683621665,68.95616,49.846042776064415,530.78016,64.96417207750098,405.737472,41.04149422783794,362.55744,3.894117647058824,42.14015151515152,2.3636363636363638,2.5151515151515147,2.8,9.0,8.409090909090908,38.81818181818181,88.49999999999999,4.763636363636363,4.6000000000000005,4.68,500.0,325.0000000000002,48.881818181818176,205.74999999999943,33.5,285.0,17.949999999999953,2350.0,2095.000000000001,0,0,0,0
18,49.94518438867129,88.69888,147.69702680456956,115.171328,23.45078243311464,68.34176,55.72110012000525,530.78016,55.97836388694775,405.737472,56.66983493560589,514.555904,43.75,53.57142857142856,25.0,175.0,3.0,9.0,8.409090909090908,87.50000000000001,1074.999999999999,190.0,2050.0,4.92,500.0,325.0000000000002,98.75,8549.999999999993,244.0,2455.0,46.99999999999997,2350.0,2095.000000000001,0,0,0,0
19,39.42974983096981,82.771968,164.44870419553902,115.171328,23.45078243311464,68.34176,54.04677150453046,529.252352,59.10181636690883,501.239808,65.65577122153108,514.555904,43.75,53.57142857142856,25.0,175.0,3.0,9.0,8.409090909090908,87.50000000000001,1074.999999999999,190.0,2050.0,4.92,500.0,325.0000000000002,98.75,8549.999999999993,244.0,2455.0,46.99999999999997,2350.0,2095.000000000001,0,0,0,0
20,39.42974983096981,82.771968,201.0201286916341,115.171328,20.343188340129966,68.34176,54.04677150453046,529.252352,67.15773332075085,501.239808,65.65577122153108,514.555904,43.75,55.95238095238095,25.0,175.0,3.782608695652173,9.86842105263158,8.90625,87.50000000000001,163.94736842105266,190.0,2050.0,12.000000000000009,58.750000000000014,34.37499999999998,98.75,463.1250000000008,244.0,2455.0,81.99999999999984,784.9999999999992,4124.999999999992,0,0,0,0
21,42.4928473554432,82.767872,241.0832431348948,114.786304,20.879301812946743,68.087808,54.04677150453046,529.252352,60.66650144883328,501.264384,57.40354812398088,514.428928,4.258064516129032,55.95238095238095,2.647058823529412,2.74468085106383,3.782608695652173,9.86842105263158,8.90625,39.47916666666667,163.94736842105266,5.3333333333333295,5.687499999999999,12.000000000000009,58.750000000000014,34.37499999999998,48.94791666666667,463.1250000000008,19.300000000000008,9.568749999999998,81.99999999999984,784.9999999999992,4124.999999999992,0,0,0,0
22,35.70412403262104,82.767872,241.0832431348947,114.786304,20.879301812946743,68.087808,54.04677150453046,529.252352,60.66650144883328,501.264384,64.57230166735847,514.428928,4.258064516129032,55.95238095238095,2.647058823529412,2.74468085106383,3.782608695652173,9.86842105263158,8.90625,39.47916666666667,163.94736842105266,5.3333333333333295,5.687499999999999,12.000000000000009,58.750000000000014,34.37499999999998,48.94791666666667,463.1250000000008,19.300000000000008,9.568749999999998,81.99999999999984,784.9999999999992,4124.999999999992,0,0,0,0
23,35.70412403262104,82.767872,196.78569781518647,114.786304,20.87930181294674,68.087808,43.60935797457646,529.260544,60.30367197291473,501.264384,64.57230166735847,514.428928,4.258064516129032,41.20762711864407,2.647058823529412,2.74468085106383,2.756097560975609,6.555555555555555,6.778846153846154,39.47916666666667,87.9126213592233,5.3333333333333295,5.687499999999999,4.863414634146342,16.600000000000005,14.821428571428578,48.94791666666667,175.37499999999972,19.300000000000008,9.568749999999998,9.325,26.4999999999999,23.982142857142858,0,0,0,0
24,42.44882086410489,82.771968,196.78569781518644,114.786304,15.625357437494692,67.661824,43.60935797457646,529.260544,60.30367197291473,501.264384,55.70228031833567,514.408448,3.97979797979798,41.20762711864407,2.1724137931034484,2.432835820895522,2.756097560975609,6.555555555555555,6.778846153846154,40.5448717948718,87.9126213592233,4.820689655172414,4.486567164179105,4.863414634146342,16.600000000000005,14.821428571428578,49.05448717948718,175.37499999999972,17.79999999999998,4.948656716417911,9.325,26.4999999999999,23.982142857142858,0,0,0,0
25,45.99009031900349,82.771968,264.3358926936819,115.11808,17.45541031017215,67.661824,43.60935797457646,529.260544,39.479143951113336,501.264384,55.70228031833567,514.408448,3.97979797979798,41.20762711864407,2.1724137931034484,2.432835820895522,2.756097560975609,6.555555555555555,6.778846153846154,40.5448717948718,87.9126213592233,4.820689655172414,4.486567164179105,4.863414634146342,16.600000000000005,14.821428571428578,49.05448717948718,175.37499999999972,17.79999999999998,4.948656716417911,9.325,26.4999999999999,23.982142857142858,0,0,0,0
26,45.99009031900349,82.771968,345.0827954190512,115.11808,21.960634472129524,67.661824,18.84709965878257,529.260544,33.73350287047257,501.264384,36.04106312292344,514.408448,3.97979797979798,45.4954954954955,2.1724137931034484,2.432835820895522,2.972972972972973,8.020833333333332,8.103448275862068,40.5448717948718,94.33734939759036,4.820689655172414,4.486567164179105,4.854054054054053,21.52631578947368,19.0,49.05448717948718,245.7499999999998,17.79999999999998,4.948656716417911,18.474999999999994,57.99999999999963,59.0,0,0,0,0
27,48.07607283342119,82.75968,345.0827954190512,115.11808,22.507233488775245,68.149248,14.861566317605352,529.260544,39.43964359819488,239.079424,43.1796762550113,252.243968,3.962025316455696,45.4954954954955,2.7288135593220337,2.5873015873015874,2.972972972972973,8.020833333333332,8.103448275862068,36.97674418604652,94.33734939759036,4.762711864406779,4.568253968253969,4.854054054054053,21.52631578947368,19.0,49.22093023255815,245.7499999999998,9.062500000000004,6.100000000000017,18.474999999999994,57.99999999999963,59.0,0,0,0,0
28,56.1450170305585,82.75968,340.95271566674245,115.003392,22.507233488775245,68.149248,12.787674382763011,529.260544,36.523717643523135,239.079424,43.1796762550113,252.243968,3.962025316455696,45.4954954954955,2.7288135593220337,2.5873015873015874,2.972972972972973,8.020833333333332,8.103448275862068,36.97674418604652,94.33734939759036,4.762711864406779,4.568253968253969,4.854054054054053,21.52631578947368,19.0,49.22093023255815,245.7499999999998,9.062500000000004,6.100000000000017,18.474999999999994,57.99999999999963,59.0,0,0,0,0
29,56.1450170305585,82.75968,362.3811490799902,115.003392,22.507233488775245,68.149248,21.42929251644893,267.063296,36.523717643523135,239.079424,43.1796762550113,252.243968,3.962025316455696,43.0045871559633,2.7288135593220337,2.5873015873015874,2.975903614457831,7.976190476190476,8.58108108108108,36.97674418604652,90.6179775280899,4.762711864406779,4.568253968253969,4.710843373493976,22.40909090909091,22.825000000000017,49.22093023255815,237.78571428571396,9.062500000000004,6.100000000000017,8.499999999999986,78.00000000000006,45.68749999999997,0,0,0,0
30,55.431686541737214,82.763776,362.3811490799902,115.003392,18.52351236225157,68.149248,21.42929251644893,267.063296,35.58718988977933,239.058944,43.13923917169248,252.239872,4.053254437869823,43.0045871559633,2.258064516129032,2.666666666666667,2.975903614457831,7.976190476190476,8.58108108108108,38.6842105263158,90.6179775280899,4.70967741935484,4.727272727272727,4.710843373493976,22.40909090909091,22.825000000000017,48.868421052631575,237.78571428571396,26.2500000000001,8.937499999999995,8.499999999999986,78.00000000000006,45.68749999999997,0,0,0,0
31,55.39207048457981,82.763776,362.3811490799902,115.003392,24.2476249307715,68.173824,23.923373852975725,267.063296,36.08352688549094,239.058944,43.13923917169248,252.239872,4.053254437869823,43.0045871559633,2.258064516129032,2.666666666666667,2.975903614457831,7.976190476190476,8.58108108108108,38.6842105263158,90.6179775280899,4.70967741935484,4.727272727272727,4.710843373493976,22.40909090909091,22.825000000000017,48.868421052631575,237.78571428571396,26.2500000000001,8.937499999999995,8.499999999999986,78.00000000000006,45.68749999999997,0,0,0,0
32,55.39207048457981,82.763776,365.11110904665776,115.204096,24.2476249307715,68.173824,21.974837009912576,267.051008,36.08352688549094,239.058944,43.13923917169248,252.239872,4.053254437869823,43.503937007874015,2.258064516129032,2.666666666666667,2.848484848484848,7.172131147540984,7.0212765957446805,38.6842105263158,89.4736842105263,4.70967741935484,4.727272727272727,4.812121212121211,14.038461538461542,18.57142857142857,48.868421052631575,228.99999999999957,26.2500000000001,8.937499999999995,59.49999999999997,23.903846153846157,42.5,0,0,0,0
33,55.490687063285286,82.75968,352.3778654318912,115.204096,24.984308384651264,68.173824,21.974837009912576,267.051008,36.47945896241769,239.058944,43.63800341073247,252.280832,4.056818181818182,43.503937007874015,1.9836065573770492,2.527272727272728,2.848484848484848,7.172131147540984,7.0212765957446805,39.492187500000014,89.4736842105263,4.501639344262294,4.796363636363637,4.812121212121211,14.038461538461542,18.57142857142857,48.94921874999999,228.99999999999957,7.599999999999984,9.22,59.49999999999997,23.903846153846157,42.5,0,0,0,0
34,55.490687063285286,82.75968,358.2163315948858,115.171328,25.87591732958381,68.841472,21.974837009912576,267.051008,35.10167676098743,239.210496,43.63800341073247,252.280832,4.056818181818182,43.503937007874015,1.9836065573770492,2.527272727272728,2.848484848484848,7.172131147540984,7.0212765957446805,39.492187500000014,89.4736842105263,4.501639344262294,4.796363636363637,4.812121212121211,14.038461538461542,18.57142857142857,48.94921874999999,228.99999999999957,7.599999999999984,9.22,59.49999999999997,23.903846153846157,42.5,0,0,0,0
35,55.490687063285286,82.75968,358.2163315948858,115.171328,25.87591732958381,68.841472,12.755042880545592,267.063296,32.824046657691795,239.210496,43.63800341073247,252.280832,4.056818181818182,42.55952380952381,1.9836065573770492,2.527272727272728,2.903614457831325,7.295918367346939,8.91025641025641,39.492187500000014,90.28735632183908,4.501639344262294,4.796363636363637,4.889156626506024,18.65384615384616,22.36206896551725,48.94921874999999,209.6499999999996,7.599999999999984,9.22,19.84999999999998,42.91666666666666,43.250000000000014,0,0,0,0
36,55.653425712084406,82.75968,358.2163315948858,115.171328,26.77903452754686,68.841472,14.389026928987908,267.063296,32.824046657691795,239.210496,38.19673893960646,252.321792,3.909090909090909,42.55952380952381,2.483870967741935,2.9142857142857146,2.903614457831325,7.295918367346939,8.91025641025641,37.40740740740742,90.28735632183908,4.651612903225806,4.902857142857144,4.889156626506024,18.65384615384616,22.36206896551725,48.74074074074074,209.6499999999996,8.599999999999987,11.950000000000092,19.84999999999998,42.91666666666666,43.250000000000014,0,0,0,0
37,56.38717362121979,82.767872,375.7222392839872,115.273728,26.77903452754686,68.841472,16.023010977430232,267.063296,35.49861848680112,239.087616,38.19673893960646,252.321792,3.909090909090909,42.55952380952381,2.483870967741935,2.9142857142857146,2.903614457831325,7.295918367346939,8.91025641025641,37.40740740740742,90.28735632183908,4.651612903225806,4.902857142857144,4.889156626506024,18.65384615384616,22.36206896551725,48.74074074074074,209.6499999999996,8.599999999999987,11.950000000000092,19.84999999999998,42.91666666666666,43.250000000000014,0,0,0,0
38,56.38717362121979,82.767872,375.7222392839872,115.273728,26.91952315451656,68.898816,21.77891351786075,424.742912,35.49861848680112,239.087616,38.19673893960646,252.321792,3.909090909090909,47.43303571428571,2.483870967741935,2.9142857142857146,3.060606060606061,8.71951219512195,8.227272727272727,37.40740740740742,95.52631578947368,4.651612903225806,4.902857142857144,4.951515151515152,22.550000000000004,22.749999999999996,48.74074074074074,227.03124999999983,8.599999999999987,11.950000000000092,13.299999999999848,55.499999999999744,119.49999999999991,0,0,0,0
39,57.531250823778095,82.767872,375.7222392839872,115.273728,27.37807336880468,68.898816,21.77891351786075,424.742912,36.51969800181591,239.087616,44.09519955602739,514.609152,3.9518072289156634,47.43303571428571,2.645161290322581,3.057142857142857,3.060606060606061,8.71951219512195,8.227272727272727,36.68478260869565,95.52631578947368,4.683870967741935,4.885714285714286,4.951515151515152,22.550000000000004,22.749999999999996,48.66847826086956,227.03124999999983,13.150000000000016,60.00000000000027,13.299999999999848,55.499999999999744,119.49999999999991,0,0,0,0
40,57.531250823778095,82.767872,250.5575499999964,115.273728,25.408810201708658,68.97664,21.77891351786075,424.742912,36.51969800181591,239.087616,44.09519955602739,514.609152,3.9518072289156634,47.43303571428571,2.645161290322581,3.057142857142857,3.060606060606061,8.71951219512195,8.227272727272727,36.68478260869565,95.52631578947368,4.683870967741935,4.885714285714286,4.951515151515152,22.550000000000004,22.749999999999996,48.66847826086956,227.03124999999983,13.150000000000016,60.00000000000027,13.299999999999848,55.499999999999744,119.49999999999991,0,0,0,0
41,55.48126707895896,82.599936,355.92178640594665,115.290112,25.408810201708658,68.97664,23.473032361165604,528.678912,37.721579961464734,501.57568,44.09519955602739,514.609152,3.9518072289156634,45.18229166666666,2.645161290322581,3.057142857142857,3.2253521126760565,8.205128205128204,8.108108108108109,36.68478260869565,97.22972972972974,4.683870967741935,4.885714285714286,5.944444444444442,21.666666666666668,24.727272727272734,48.66847826086956,447.4999999999978,13.150000000000016,60.00000000000027,12.549999999999764,44.16666666666669,157.0000000000002,0,0,0,0
42,54.551135021650325,82.599936,355.92178640594665,115.290112,25.408810201708658,68.97664,23.473032361165604,528.678912,40.27121629059065,501.57568,38.74634205188902,514.609152,4.134751773049645,45.18229166666666,2.5737704918032787,2.791666666666667,3.2253521126760565,8.205128205128204,8.108108108108109,38.95,97.22972972972974,4.724590163934427,6.8333333333333535,5.944444444444442,21.666666666666668,24.727272727272734,48.895,447.4999999999978,12.700000000000005,65.50000000000006,12.549999999999764,44.16666666666669,157.0000000000002,0,0,0,0
43,54.551135021650325,82.599936,361.3817722172962,115.392512,24.890431145124968,68.173824,22.40378799334637,528.683008,40.27121629059065,501.57568,49.67028314368904,514.691072,4.134751773049645,45.18229166666666,2.5737704918032787,2.791666666666667,3.2253521126760565,8.205128205128204,8.108108108108109,38.95,97.22972972972974,4.724590163934427,6.8333333333333535,5.944444444444442,21.666666666666668,24.727272727272734,48.895,447.4999999999978,12.700000000000005,65.50000000000006,12.549999999999764,44.16666666666669,157.0000000000002,0,0,0,0
44,55.70934412382597,82.47296,357.430211886798,115.392512,24.890431145124968,68.173824,22.88003518484877,528.683008,40.27121629059065,501.57568,49.67028314368904,514.691072,4.134751773049645,44.20454545454545,2.5737704918032787,2.791666666666667,2.8205128205128207,7.346938775510204,7.0212765957446805,38.95,90.65,4.724590163934427,6.8333333333333535,4.687179487179487,19.692307692307697,18.842105263157897,48.895,214.21428571428552,12.700000000000005,65.50000000000006,11.349999999999856,44.625000000000014,37.74999999999992,0,0,0,0
45,43.509579391714695,82.47296,364.95691259095526,115.544064,24.890431145124968,68.173824,22.88003518484877,528.683008,39.78250211784236,501.59616,53.46115427303133,514.691072,3.918032786885246,44.20454545454545,2.333333333333333,2.154929577464789,2.8205128205128207,7.346938775510204,7.0212765957446805,39.05737704918032,90.65,4.592156862745098,4.611267605633802,4.687179487179487,19.692307692307697,18.842105263157897,48.905737704918025,214.21428571428552,8.199999999999992,16.82499999999997,11.349999999999856,44.625000000000014,37.74999999999992,0,0,0,0
46,54.47407601744208,82.47296,358.1929720513015,115.544064,24.05861912332512,68.575232,21.1234252118791,528.703488,39.41177246931474,501.59616,49.897103950901176,514.162688,3.918032786885246,44.20454545454545,2.333333333333333,2.154929577464789,2.8205128205128207,7.346938775510204,7.0212765957446805,39.05737704918032,90.65,4.592156862745098,4.611267605633802,4.687179487179487,19.692307692307697,18.842105263157897,48.905737704918025,214.21428571428552,8.199999999999992,16.82499999999997,11.349999999999856,44.625000000000014,37.74999999999992,0,0,0,0
47,56.2945045488047,82.47296,358.1929720513015,115.544064,24.05861912332512,68.575232,19.21366563257445,528.703488,39.41177246931474,501.59616,49.897103950901176,514.162688,3.918032786885246,40.64814814814815,2.333333333333333,2.154929577464789,2.7910447761194037,7.857142857142858,7.21311475409836,39.05737704918032,88.33333333333334,4.592156862745098,4.611267605633802,4.797014925373135,20.0,17.124999999999993,48.905737704918025,201.16666666666623,8.199999999999992,16.82499999999997,9.160000000000004,115.0000000000008,36.99999999999996,0,0,0,0
48,56.2945045488047,82.47296,360.1264051596937,115.724288,24.05861912332512,68.575232,16.53437333140537,528.703488,38.8827227555253,501.600256,48.23978858923987,514.162688,4.075268817204302,40.64814814814815,2.7349397590361444,2.476923076923077,2.7910447761194037,7.857142857142858,7.21311475409836,39.85294117647061,88.33333333333334,4.701204819277108,4.593846153846155,4.797014925373135,20.0,17.124999999999993,49.316176470588246,201.16666666666623,9.966666666666647,12.10000000000006,9.160000000000004,115.0000000000008,36.99999999999996,0,0,0,0
49,49.76504017957236,82.47296,323.77586877180875,115.724288,24.26929421572597,69.025792,18.47990848510147,528.703488,38.33252239005343,501.600256,46.20132492490125,514.162688,4.075268817204302,40.64814814814815,2.7349397590361444,2.476923076923077,2.7910447761194037,7.857142857142858,7.21311475409836,39.85294117647061,88.33333333333334,4.701204819277108,4.593846153846155,4.797014925373135,20.0,17.124999999999993,49.316176470588246,201.16666666666623,9.966666666666647,12.10000000000006,9.160000000000004,115.0000000000008,36.99999999999996,0,0,0,0
50,59.256146553105374,82.47296,378.3729890144299,115.724288,25.55283917276621,69.025792,16.896426645754406,528.703488,38.33252239005343,501.600256,46.20132492490124,514.162688,4.075268817204302,45.87053571428572,2.7349397590361444,2.476923076923077,2.92,7.916666666666667,7.447916666666666,39.85294117647061,94.7159090909091,4.701204819277108,4.593846153846155,4.754666666666667,22.375,20.772727272727277,49.316176470588246,245.03846153846155,9.966666666666647,12.10000000000006,56.99999999999992,45.75,59.49999999999997,0,0,0,0
51,45.70895694801229,82.47296,314.53095540688963,115.724288,25.55283917276621,69.025792,16.896426645754406,528.703488,38.33252239005343,501.600256,42.01020016627059,514.162688,4.006060606060606,45.87053571428572,2.492063492063492,2.2413793103448274,2.92,7.916666666666667,7.447916666666666,38.981481481481495,94.7159090909091,4.65079365079365,4.668965517241379,4.754666666666667,22.375,20.772727272727277,49.31481481481484,245.03846153846155,8.583333333333337,8.899999999999991,56.99999999999992,45.75,59.49999999999997,0,0,0,0
