,timestamp,currencyservice.csv
0,2023-08-23 09:14:12,0
1,2023-08-23 09:14:17,0
2,2023-08-23 09:14:22,0
3,2023-08-23 09:14:27,0
4,2023-08-23 09:14:32,0
5,2023-08-23 09:14:37,0
6,2023-08-23 09:14:42,0
7,2023-08-23 09:14:47,0
8,2023-08-23 09:14:52,0
9,2023-08-23 09:14:57,0
10,2023-08-23 09:15:02,0
11,2023-08-23 09:15:07,0
12,2023-08-23 09:15:12,0
13,2023-08-23 09:15:17,0
14,2023-08-23 09:15:22,0
15,2023-08-23 09:15:27,0
16,2023-08-23 09:15:32,0
17,2023-08-23 09:15:37,0
18,2023-08-23 09:15:42,0
19,2023-08-23 09:15:47,0
20,2023-08-23 09:15:52,0
21,2023-08-23 09:15:57,0
22,2023-08-23 09:16:02,0
23,2023-08-23 09:16:07,0
24,2023-08-23 09:16:12,0
25,2023-08-23 09:16:17,0
26,2023-08-23 09:16:22,0
27,2023-08-23 09:16:27,0
28,2023-08-23 09:16:32,0
29,2023-08-23 09:16:37,0
30,2023-08-23 09:16:42,0
31,2023-08-23 09:16:47,0
32,2023-08-23 09:16:52,0
33,2023-08-23 09:16:57,0
34,2023-08-23 09:17:02,0
35,2023-08-23 09:17:07,0
36,2023-08-23 09:17:12,0
37,2023-08-23 09:17:17,0
38,2023-08-23 09:17:22,0
39,2023-08-23 09:17:27,0
40,2023-08-23 09:17:32,0
41,2023-08-23 09:17:37,0
42,2023-08-23 09:17:42,0
43,2023-08-23 09:17:47,0
44,2023-08-23 09:17:52,0
45,2023-08-23 09:17:57,0
46,2023-08-23 09:18:02,0
47,2023-08-23 09:18:07,0
48,2023-08-23 09:18:12,0
49,2023-08-23 09:18:17,0
50,2023-08-23 09:18:22,0
51,2023-08-23 09:18:27,0
52,2023-08-23 09:18:32,0
53,2023-08-23 09:18:37,0
54,2023-08-23 09:18:42,0
55,2023-08-23 09:18:47,0
56,2023-08-23 09:18:52,0
57,2023-08-23 09:18:57,0
58,2023-08-23 09:19:02,0
59,2023-08-23 09:19:07,0
60,2023-08-23 09:19:12,0
61,2023-08-23 09:19:17,0
62,2023-08-23 09:19:22,0
63,2023-08-23 09:19:27,0
64,2023-08-23 09:19:32,0
65,2023-08-23 09:19:37,0
66,2023-08-23 09:19:42,0
67,2023-08-23 09:19:47,0
68,2023-08-23 09:19:52,0
69,2023-08-23 09:19:57,0
70,2023-08-23 09:20:02,0
71,2023-08-23 09:20:07,0
72,2023-08-23 09:20:12,0
73,2023-08-23 09:20:17,0
74,2023-08-23 09:20:22,0
75,2023-08-23 09:20:27,0
76,2023-08-23 09:20:32,0
77,2023-08-23 09:20:37,0
78,2023-08-23 09:20:42,0
79,2023-08-23 09:20:47,0
80,2023-08-23 09:20:52,0
81,2023-08-23 09:20:57,0
82,2023-08-23 09:21:02,0
83,2023-08-23 09:21:07,0
84,2023-08-23 09:21:12,0
85,2023-08-23 09:21:17,0
86,2023-08-23 09:21:22,1
87,2023-08-23 09:21:27,0
88,2023-08-23 09:21:32,0
89,2023-08-23 09:21:37,0
90,2023-08-23 09:21:42,0
91,2023-08-23 09:21:47,0
92,2023-08-23 09:21:52,0
93,2023-08-23 09:21:57,0
94,2023-08-23 09:22:02,0
95,2023-08-23 09:22:07,0
96,2023-08-23 09:22:12,0
97,2023-08-23 09:22:17,0
98,2023-08-23 09:22:22,0
99,2023-08-23 09:22:27,0
100,2023-08-23 09:22:32,0
101,2023-08-23 09:22:37,0
102,2023-08-23 09:22:42,0
103,2023-08-23 09:22:47,0
104,2023-08-23 09:22:52,0
105,2023-08-23 09:22:57,0
106,2023-08-23 09:23:02,0
107,2023-08-23 09:23:07,0
108,2023-08-23 09:23:12,0
109,2023-08-23 09:23:17,0
110,2023-08-23 09:23:22,0
111,2023-08-23 09:23:27,0
112,2023-08-23 09:23:32,0
113,2023-08-23 09:23:37,0
114,2023-08-23 09:23:42,0
115,2023-08-23 09:23:47,0
116,2023-08-23 09:23:52,0
117,2023-08-23 09:23:57,0
118,2023-08-23 09:24:02,0
119,2023-08-23 09:24:07,0
120,2023-08-23 09:24:12,0
