"@timestamp","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","event.action","process.name"
"2023-06-26 06:08:59","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 73162) STARTED",default,v1,details,start,process,process,"process_started",envoy
"2023-06-26 06:08:59","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 73160) STARTED",default,v1,details,start,process,process,"process_started",envoy
"2023-06-26 06:08:59","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, e6a4baf92ee4009ad632337a86a5f60060676139bb77ff6ec6632f3307e943a2, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 72837) by user root STOPPED",default,v1,details,end,process,process,"process_stopped","containerd-shim"
"2023-06-26 06:08:59","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 75efc7cb4102bb5801c6e8c4e7c3048fa6502d1a9a93a6929db24c51f362fc5b, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 72791) by user root STOPPED",default,v1,details,end,process,process,"process_stopped","containerd-shim"
"2023-06-26 06:08:59","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 0f166649a4b3664461a77ec6698d5c72cf16a8bf5dfdb2493eada4dc8adb8887, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 72764) by user root STOPPED",default,v1,details,end,process,process,"process_stopped","containerd-shim"
"2023-06-26 06:08:59","/usr/local/bin/ruby","ruby, details.rb, 9080","Process ruby (PID: 72871) by user auditbeat STOPPED",default,v1,details,end,process,process,"process_stopped",ruby
"2023-06-26 06:08:59","/usr/local/bin/ruby","ruby, details.rb, 9080","Process ruby (PID: 72896) by user auditbeat STOPPED",default,v1,details,end,process,process,"process_stopped",ruby
"2023-06-26 06:08:59","/usr/local/bin/ruby","ruby, details.rb, 9080","Process ruby (PID: 72850) by user auditbeat STOPPED",default,v1,details,end,process,process,"process_stopped",ruby
"2023-06-26 06:08:58","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 73156) STARTED",default,v1,details,start,process,process,"process_started",envoy
"2023-06-26 06:08:57","/usr/local/bin/pilot-agent","/usr/local/bin/pilot-agent, proxy, sidecar, --domain, default.svc.cluster.local, --proxyLogLevel=warning, --proxyComponentLogLevel=misc:error, --log_output_level=default:info, --concurrency, 2","Process pilot-agent (PID: 72963) STARTED",default,v1,details,start,process,process,"process_started","pilot-agent"
