,timestamp,currencyservice.csv
0,2023-08-22 09:49:58,0
1,2023-08-22 09:50:03,0
2,2023-08-22 09:50:08,0
3,2023-08-22 09:50:13,0
4,2023-08-22 09:50:18,0
5,2023-08-22 09:50:23,0
6,2023-08-22 09:50:28,0
7,2023-08-22 09:50:33,0
8,2023-08-22 09:50:38,0
9,2023-08-22 09:50:43,0
10,2023-08-22 09:50:48,0
11,2023-08-22 09:50:53,0
12,2023-08-22 09:50:58,0
13,2023-08-22 09:51:03,0
14,2023-08-22 09:51:08,0
15,2023-08-22 09:51:13,0
16,2023-08-22 09:51:18,0
17,2023-08-22 09:51:23,0
18,2023-08-22 09:51:28,0
19,2023-08-22 09:51:33,0
20,2023-08-22 09:51:38,0
21,2023-08-22 09:51:43,0
22,2023-08-22 09:51:48,0
23,2023-08-22 09:51:53,0
24,2023-08-22 09:51:58,0
25,2023-08-22 09:52:03,0
26,2023-08-22 09:52:08,0
27,2023-08-22 09:52:13,0
28,2023-08-22 09:52:18,0
29,2023-08-22 09:52:23,0
30,2023-08-22 09:52:28,0
31,2023-08-22 09:52:33,0
32,2023-08-22 09:52:38,0
33,2023-08-22 09:52:43,0
34,2023-08-22 09:52:48,0
35,2023-08-22 09:52:53,0
36,2023-08-22 09:52:58,0
37,2023-08-22 09:53:03,0
38,2023-08-22 09:53:08,0
39,2023-08-22 09:53:13,0
40,2023-08-22 09:53:18,0
41,2023-08-22 09:53:23,0
42,2023-08-22 09:53:28,0
43,2023-08-22 09:53:33,0
44,2023-08-22 09:53:38,0
45,2023-08-22 09:53:43,0
46,2023-08-22 09:53:48,0
47,2023-08-22 09:53:53,0
48,2023-08-22 09:53:58,0
49,2023-08-22 09:54:03,0
50,2023-08-22 09:54:08,0
51,2023-08-22 09:54:13,0
52,2023-08-22 09:54:18,0
53,2023-08-22 09:54:23,0
54,2023-08-22 09:54:28,0
55,2023-08-22 09:54:33,0
56,2023-08-22 09:54:38,0
57,2023-08-22 09:54:43,0
58,2023-08-22 09:54:48,0
59,2023-08-22 09:54:53,0
60,2023-08-22 09:54:58,0
61,2023-08-22 09:55:03,0
62,2023-08-22 09:55:08,0
63,2023-08-22 09:55:13,0
64,2023-08-22 09:55:18,0
65,2023-08-22 09:55:23,0
66,2023-08-22 09:55:28,0
67,2023-08-22 09:55:33,0
68,2023-08-22 09:55:38,0
69,2023-08-22 09:55:43,0
70,2023-08-22 09:55:48,0
71,2023-08-22 09:55:53,0
72,2023-08-22 09:55:58,0
73,2023-08-22 09:56:03,0
74,2023-08-22 09:56:08,0
75,2023-08-22 09:56:13,0
76,2023-08-22 09:56:18,0
77,2023-08-22 09:56:23,0
78,2023-08-22 09:56:28,0
79,2023-08-22 09:56:33,0
80,2023-08-22 09:56:38,0
81,2023-08-22 09:56:43,0
82,2023-08-22 09:56:48,0
83,2023-08-22 09:56:53,0
84,2023-08-22 09:56:58,0
85,2023-08-22 09:57:03,0
86,2023-08-22 09:57:08,0
87,2023-08-22 09:57:13,0
88,2023-08-22 09:57:18,0
89,2023-08-22 09:57:23,0
90,2023-08-22 09:57:28,0
91,2023-08-22 09:57:33,0
92,2023-08-22 09:57:38,0
93,2023-08-22 09:57:43,0
94,2023-08-22 09:57:48,0
95,2023-08-22 09:57:53,0
96,2023-08-22 09:57:58,0
97,2023-08-22 09:58:03,0
98,2023-08-22 09:58:08,0
99,2023-08-22 09:58:13,0
100,2023-08-22 09:58:18,0
101,2023-08-22 09:58:23,0
102,2023-08-22 09:58:28,0
103,2023-08-22 09:58:33,0
104,2023-08-22 09:58:38,0
105,2023-08-22 09:58:43,0
106,2023-08-22 09:58:48,0
107,2023-08-22 09:58:53,0
108,2023-08-22 09:58:58,0
109,2023-08-22 09:59:03,0
110,2023-08-22 09:59:08,0
111,2023-08-22 09:59:13,0
112,2023-08-22 09:59:18,0
113,2023-08-22 09:59:23,0
114,2023-08-22 09:59:28,0
115,2023-08-22 09:59:33,0
116,2023-08-22 09:59:38,0
117,2023-08-22 09:59:43,0
118,2023-08-22 09:59:48,0
119,2023-08-22 09:59:53,0
120,2023-08-22 09:59:58,0
