,timestamp,productpage-v1_details-v1&p50,istio-ingressgateway_productpage-v1&p50,reviews-v2_ratings-v1&p50,reviews-v3_ratings-v1&p50,productpage-v1_reviews-v1&p50,productpage-v1_reviews-v2&p50,productpage-v1_reviews-v3&p50,productpage-v1_details-v1&p90,istio-ingressgateway_productpage-v1&p90,reviews-v2_ratings-v1&p90,reviews-v3_ratings-v1&p90,productpage-v1_reviews-v1&p90,productpage-v1_reviews-v2&p90,productpage-v1_reviews-v3&p90,productpage-v1_details-v1&p99,istio-ingressgateway_productpage-v1&p99,reviews-v2_ratings-v1&p99,reviews-v3_ratings-v1&p99,productpage-v1_reviews-v1&p99,productpage-v1_reviews-v2&p99,productpage-v1_reviews-v3&p99
0,2023-06-28 08:25:21,,3750.0,3.0,3.0,3.0,17.5,10.0,,4750.0,4.6,4.6,4.6000000000000005,23.5,22.0,,4975.0,4.96,4.96,4.96,24.85,24.7
1,2023-06-28 08:25:26,3.3125000000000004,3750.0,1.482758620689655,2.333333333333333,3.0,4.6923076923076925,10.0,26.875000000000004,4750.0,4.296551724137931,4.542857142857143,4.6000000000000005,17.800000000000008,22.0,47.68750000000001,4975.0,4.929655172413793,7.100000000000005,4.96,24.28,24.7
2,2023-06-28 08:25:31,3.3125000000000004,33.371559633027516,1.482758620689655,2.333333333333333,2.854166666666667,4.6923076923076925,10.0,26.875000000000004,78.72093023255812,4.296551724137931,4.542857142857143,4.7041666666666675,17.800000000000008,22.0,47.68750000000001,1427.4999999999877,4.929655172413793,7.100000000000005,8.612500000000008,24.28,24.7
3,2023-06-28 08:25:36,3.3125000000000004,33.371559633027516,1.482758620689655,2.333333333333333,2.854166666666667,4.6923076923076925,7.125,26.875000000000004,78.72093023255812,4.296551724137931,4.542857142857143,4.7041666666666675,17.800000000000008,16.954545454545464,47.68750000000001,1427.4999999999877,4.929655172413793,7.100000000000005,8.612500000000008,24.28,50.5000000000003
4,2023-06-28 08:25:41,3.4633204633204633,33.371559633027516,2.6410256410256405,2.522388059701493,2.854166666666667,6.651785714285714,7.125,28.541666666666636,78.72093023255812,4.815384615384615,4.647761194029852,4.7041666666666675,17.392857142857142,16.954545454545464,48.47916666666664,1427.4999999999877,19.69999999999996,11.649999999999972,8.612500000000008,49.08333333333323,50.5000000000003
5,2023-06-28 08:25:46,3.4633204633204633,39.033742331288344,2.6410256410256405,2.522388059701493,2.905882352941176,6.651785714285714,7.125,28.541666666666636,84.77941176470588,4.815384615384615,4.647761194029852,4.807058823529411,17.392857142857142,16.954545454545464,48.47916666666664,213.06249999999994,19.69999999999996,11.649999999999972,9.158333333333328,49.08333333333323,50.5000000000003
6,2023-06-28 08:25:51,3.4633204633204633,39.033742331288344,2.6410256410256405,2.522388059701493,2.905882352941176,6.651785714285714,7.663934426229508,28.541666666666636,84.77941176470588,4.815384615384615,4.647761194029852,4.807058823529411,17.392857142857142,17.67647058823529,48.47916666666664,213.06249999999994,19.69999999999996,11.649999999999972,9.158333333333328,49.08333333333323,53.49999999999992
7,2023-06-28 08:25:56,3.607142857142857,39.033742331288344,2.4705882352941178,1.896551724137931,2.905882352941176,7.105263157894737,7.663934426229508,29.72222222222222,84.77941176470588,4.68235294117647,4.4896551724137925,4.807058823529411,19.000000000000007,17.67647058823529,47.972222222222214,213.06249999999994,8.824999999999996,7.649999999999984,9.158333333333328,82.49999999999999,53.49999999999992
8,2023-06-28 08:26:01,3.607142857142857,38.41463414634146,2.4705882352941178,1.896551724137931,3.0,7.105263157894737,7.663934426229508,29.72222222222222,88.00000000000001,4.68235294117647,4.4896551724137925,4.6,19.000000000000007,17.67647058823529,47.972222222222214,4366.666666666664,8.824999999999996,7.649999999999984,4.96,82.49999999999999,53.49999999999992
9,2023-06-28 08:26:06,3.607142857142857,38.41463414634146,2.4705882352941178,1.896551724137931,3.0,7.105263157894737,7.5,29.72222222222222,88.00000000000001,4.68235294117647,4.4896551724137925,4.6,19.000000000000007,9.5,47.972222222222214,4366.666666666664,8.824999999999996,7.649999999999984,4.96,82.49999999999999,9.95
10,2023-06-28 08:26:11,3.0,38.41463414634146,0.5,3.0,3.0,17.5,7.5,4.6,88.00000000000001,4.2,4.6,4.6,23.5,9.5,4.96,4366.666666666664,4.92,4.96,4.96,24.85,9.95
11,2023-06-28 08:26:16,3.0,3750.0,0.5,3.0,5.0,17.5,7.5,4.6,4750.0,4.2,4.6,9.0,23.5,9.5,4.96,4975.0,4.92,4.96,9.9,24.85,9.95
12,2023-06-28 08:26:21,3.0,3750.0,0.5,3.0,5.0,17.5,,4.6,4750.0,4.2,4.6,9.0,23.5,,4.96,4975.0,4.92,4.96,9.9,24.85,
13,2023-06-28 08:26:26,,3750.0,5.0,3.0,5.0,13.75,,,4750.0,9.0,4.6,9.0,22.75,,,4975.0,9.9,4.960000000000001,9.9,24.775,
14,2023-06-28 08:26:31,,3750.0,5.0,3.0,3.0,13.75,,,4750.0,9.0,4.6,4.6,22.75,,,4975.0,9.9,4.960000000000001,4.96,24.775,
15,2023-06-28 08:26:36,,3750.0,5.0,3.0,3.0,13.75,10.0,,4750.0,9.0,4.6,4.6,22.75,22.0,,4975.0,9.9,4.960000000000001,4.96,24.775,24.700000000000003
16,2023-06-28 08:26:41,,3750.0,3.0,3.0,3.0,5.0,10.0,,4750.0,4.6,4.6,4.6,9.0,22.0,,4975.0,4.960000000000001,4.960000000000001,4.96,9.9,24.700000000000003
17,2023-06-28 08:26:46,,3750.0,3.0,3.0,3.08,5.0,10.0,,4750.0,4.6,4.6,4.744,9.0,22.0,,4975.0,4.960000000000001,4.960000000000001,8.7,9.9,24.700000000000003
18,2023-06-28 08:26:51,,3750.0,3.0,3.0,3.08,5.0,7.8125,,4750.0,4.6,4.6,4.744,9.0,16.75,,4975.0,4.960000000000001,4.960000000000001,8.7,9.9,24.174999999999997
19,2023-06-28 08:26:56,3.9702970297029703,3750.0,1.333333333333334,0.4347826086956522,3.08,7.5,7.8125,40.38461538461539,4750.0,4.622222222222223,4.25,4.744,15.83333333333334,16.75,49.03846153846155,4975.0,13.9,8.0,8.7,24.083333333333336,24.174999999999997
20,2023-06-28 08:27:01,3.9702970297029703,40.197841726618705,1.333333333333334,0.4347826086956522,2.72972972972973,7.5,7.8125,40.38461538461539,84.45054945054946,4.622222222222223,4.25,4.718918918918918,15.83333333333334,16.75,49.03846153846155,98.93956043956044,13.9,8.0,11.199999999999935,24.083333333333336,24.174999999999997
21,2023-06-28 08:27:06,3.9702970297029703,40.197841726618705,1.333333333333334,0.4347826086956522,2.72972972972973,7.5,6.822033898305085,40.38461538461539,84.45054945054946,4.622222222222223,4.25,4.718918918918918,15.83333333333334,16.088235294117645,49.03846153846155,98.93956043956044,13.9,8.0,11.199999999999935,24.083333333333336,24.902941176470577
22,2023-06-28 08:27:11,3.8640776699029127,40.197841726618705,2.459459459459459,2.536585365853659,2.72972972972973,7.211538461538462,6.822033898305085,39.311594202898554,84.45054945054946,4.708108108108108,4.546341463414635,4.718918918918918,19.16666666666667,16.088235294117645,48.93115942028986,98.93956043956044,8.960000000000003,4.998536585365854,11.199999999999935,41.666666666666664,24.902941176470577
23,2023-06-28 08:27:16,3.8640776699029127,41.2109375,2.459459459459459,2.536585365853659,3.097560975609756,7.211538461538462,6.822033898305085,39.311594202898554,87.47474747474749,4.708108108108108,4.546341463414635,4.775609756097561,19.16666666666667,16.088235294117645,48.93115942028986,160.59999999999914,8.960000000000003,4.998536585365854,8.925000000000002,41.666666666666664,24.902941176470577
24,2023-06-28 08:27:21,3.8640776699029127,41.2109375,2.459459459459459,2.536585365853659,3.097560975609756,7.211538461538462,6.928571428571429,39.311594202898554,87.47474747474749,4.708108108108108,4.546341463414635,4.775609756097561,19.16666666666667,17.624999999999993,48.93115942028986,160.59999999999914,8.960000000000003,4.998536585365854,8.925000000000002,41.666666666666664,32.749999999999844
