,timestamp,adservice-76b448fddf-qfsdp_cpu,adservice-76b448fddf-qfsdp_memory,cartservice-6969c94d94-l66mx_cpu,cartservice-6969c94d94-l66mx_memory,checkoutservice-6d6f4d7cc7-jkzgt_cpu,checkoutservice-6d6f4d7cc7-jkzgt_memory,currencyservice-ccbc788bc-dzj7f_cpu,currencyservice-ccbc788bc-dzj7f_memory,emailservice-9f8578d69-r6rx8_cpu,emailservice-9f8578d69-r6rx8_memory,frontend-846c85c54c-9rg78_cpu,frontend-846c85c54c-9rg78_memory,loadgenerator-7f8f5d8fb6-5mm4r_cpu,loadgenerator-7f8f5d8fb6-5mm4r_memory,paymentservice-78549bfd9c-h8tg5_cpu,paymentservice-78549bfd9c-h8tg5_memory,productcatalogservice-6b5dd45849-52szd_cpu,productcatalogservice-6b5dd45849-52szd_memory,recommendationservice-cc746f6c7-48z89_cpu,recommendationservice-cc746f6c7-48z89_memory,recommendationservice-cc746f6c7-5zvng_cpu,recommendationservice-cc746f6c7-5zvng_memory,recommendationservice-cc746f6c7-qglgj_cpu,recommendationservice-cc746f6c7-qglgj_memory,redis-cart-6997b66668-xkfsv_cpu,redis-cart-6997b66668-xkfsv_memory,shippingservice-7ccdfd8767-zlxq5_cpu,shippingservice-7ccdfd8767-zlxq5_memory
0,2023-08-22 05:46:39,26.621782891625962,117.895168,15.818968916932526,81.317888,7.006154811141391,69.791744,27.47235836110452,90.382336,6.22750036608576,135.430144,65.62351363826198,71.442432,14.216150599486406,96.178176,4.715697358900131,66.772992,23.502923506518673,61.210624,8.1870641959659,0.0,15.976317189994292,98.107392,7.87184164746543,0.0,7.631293037490017,49.872896,6.237789177023975,62.148608
1,2023-08-22 05:46:44,26.621782891625962,117.895168,16.93529348642559,81.317888,7.006154811141391,69.791744,27.47235836110452,90.382336,6.32768009311225,135.430144,65.19083433386945,71.524352,15.82417716446209,96.1536,4.956160193024407,65.867776,32.29367854619203,61.66528,9.57849916188407,0.0,15.955957307778053,98.107392,9.165956470814123,0.0,7.631293037490017,49.872896,6.237789177023975,62.148608
2,2023-08-22 05:46:49,26.621782891625962,117.895168,16.93529348642559,81.317888,4.510425000000051,69.791744,28.612931319260944,90.382336,6.32768009311225,135.430144,65.19083433386945,71.524352,17.23017635532081,96.1536,4.956160193024407,65.867776,35.59263428361572,61.66528,10.969934127802235,84.508672,15.955957307778053,98.107392,10.46007129416282,0.0,6.292764238714268,49.872896,6.524669332513049,62.148608
3,2023-08-22 05:46:54,18.730400000000017,117.895168,18.108420289046407,81.424384,6.611499437170067,69.931008,29.15836081592793,89.903104,5.186852287629443,135.430144,65.19083433386945,71.524352,17.230176355320815,96.1536,4.956160193024407,65.867776,36.872192565271256,61.41952,12.361369093720402,84.508672,15.955957307778053,98.107392,11.754186117511509,0.0,7.846883828748663,50.458624,5.315158754998442,62.148608
4,2023-08-22 05:46:59,25.213160743080557,120.209408,18.108420289046407,81.424384,7.307625052205152,69.931008,29.15836081592793,89.903104,6.973258189819779,135.450624,70.92534240638001,72.138752,18.075358851674196,96.39936,5.293186316087094,66.101248,36.872192565271256,61.41952,12.933248864712766,84.508672,17.04702101568756,98.197504,12.366043605990773,83.406848,7.846883828748663,50.458624,4.771436310622355,62.148608
5,2023-08-22 05:47:04,25.213160743080557,120.209408,18.314146485528664,81.424384,8.403691433980132,69.603328,28.742625994090556,90.456064,6.973258189819779,135.450624,70.92534240638001,72.138752,18.075358851674196,96.39936,5.293186316087094,66.101248,37.01709127966164,61.41952,11.541813898794603,84.508672,17.047021015687555,98.197504,11.071928782642079,83.406848,7.4487386534500635,50.479104,7.694568552511153,62.3616
6,2023-08-22 05:47:09,24.5793316028553,120.614912,20.208459672528786,81.432576,8.403691433980132,69.603328,28.742625994090552,90.456064,8.82271265711793,135.585792,70.92534240638003,72.138752,18.075358851674196,96.39936,5.293186316087094,66.101248,37.01709127966164,61.41952,10.150378932876436,85.266432,17.047021015687555,98.197504,9.777813959293386,83.406848,7.138528539658931,50.479104,7.694568552511153,62.3616
7,2023-08-22 05:47:14,24.5793316028553,120.614912,20.208459672528786,81.432576,8.97224441958335,69.603328,28.742625994090552,90.456064,9.677284076309778,135.585792,68.98692479221586,72.138752,17.829325979721542,96.403456,7.232033879900118,66.392064,40.088514327929836,61.288448,8.758943966958267,85.266432,16.55979191573307,98.197504,8.483699135944692,83.406848,7.138528539658932,50.479104,10.081465735398305,62.373888
8,2023-08-22 05:47:19,24.5793316028553,120.614912,20.268232807119198,81.354752,9.960230722525765,69.61152,28.742625994090552,90.456064,9.677284076309778,135.585792,76.2157461555124,71.995392,20.13482239523368,96.403456,7.232033879900118,66.392064,33.14865865338586,61.288448,,85.266432,20.794852595096437,98.619392,,83.771392,6.500256303145556,50.479104,10.081465735398304,62.373888
9,2023-08-22 05:47:24,23.940653594771216,121.024512,22.067579023858524,81.354752,9.960230722525765,69.61152,30.915788080638592,90.263552,8.031903851235208,135.585792,76.21574615551239,71.995392,22.440318810745815,96.403456,7.232033879900118,66.392064,36.86040275700379,61.288448,,85.266432,20.794852595096437,98.619392,,83.771392,9.365862647937705,50.458624,10.949290227291309,62.373888
