,timestamp,currencyservice
22,2023-08-23 05:27:01,1
121,2023-08-23 05:21:59,1
122,2023-08-23 05:21:59,1
123,2023-08-23 05:21:59,1
158,2023-08-23 05:21:00,1
159,2023-08-23 05:21:00,1
160,2023-08-23 05:21:00,1
161,2023-08-23 05:21:00,1
162,2023-08-23 05:21:00,1
163,2023-08-23 05:21:00,1
164,2023-08-23 05:21:00,1
165,2023-08-23 05:21:00,1
189,2023-08-23 05:18:57,1
190,2023-08-23 05:18:57,1
191,2023-08-23 05:18:57,1
192,2023-08-23 05:18:57,1
