,timestamp,adservice-76b448fddf-h9ghr_cpu,adservice-76b448fddf-h9ghr_memory,cartservice-6969c94d94-4wphs_cpu,cartservice-6969c94d94-4wphs_memory,checkoutservice-6d6f4d7cc7-jkzgt_cpu,checkoutservice-6d6f4d7cc7-jkzgt_memory,currencyservice-ccbc788bc-dzj7f_cpu,currencyservice-ccbc788bc-dzj7f_memory,emailservice-9f8578d69-r6rx8_cpu,emailservice-9f8578d69-r6rx8_memory,frontend-846c85c54c-2dpvf_cpu,frontend-846c85c54c-2dpvf_memory,loadgenerator-7f8f5d8fb6-5mm4r_cpu,loadgenerator-7f8f5d8fb6-5mm4r_memory,paymentservice-78549bfd9c-9l6jt_cpu,paymentservice-78549bfd9c-9l6jt_memory,productcatalogservice-6b5dd45849-52szd_cpu,productcatalogservice-6b5dd45849-52szd_memory,recommendationservice-cc746f6c7-5zvng_cpu,recommendationservice-cc746f6c7-5zvng_memory,redis-cart-6997b66668-xkfsv_cpu,redis-cart-6997b66668-xkfsv_memory,shippingservice-7ccdfd8767-7f7cp_cpu,shippingservice-7ccdfd8767-7f7cp_memory,shippingservice-7ccdfd8767-9c9h6_cpu,shippingservice-7ccdfd8767-9c9h6_memory,shippingservice-7ccdfd8767-m8ksf_cpu,shippingservice-7ccdfd8767-m8ksf_memory
0,2023-08-22 04:51:54,7.3477718488063095,144.642048,16.11427879534872,86.786048,6.140250274659007,65.212416,29.465535080115377,92.381184,14.943282125275742,103.124992,49.557304140322984,63.46752,15.875696066102265,93.786112,4.819783828157043,76.771328,29.595264691601663,59.559936,14.717859520283504,97.693696,6.584543907866603,48.214016,2.1432188698778063,0.0,6.673297610015152,63.172608,2.8234377016364323,0.0
1,2023-08-22 04:51:59,8.526132476418203,144.658432,10.770099999999161,86.786048,6.140250274659007,65.212416,30.218143050163008,87.220224,14.943282125275742,103.124992,65.07212571358433,63.46752,15.875696066102265,93.786112,4.649406564935008,76.918784,29.595264691601663,59.559936,14.717859520283504,97.693696,6.584543907866603,48.214016,2.5841468987373952,0.0,5.548216706842209,63.172608,3.4292866172934575,0.0
2,2023-08-22 04:52:04,8.526132476418203,144.658432,14.965635140136847,87.027712,6.140250274659007,65.212416,30.218143050163008,87.220224,21.044913937365383,103.124992,65.07212571358433,63.46752,14.944363699784384,93.753344,4.383513379728215,76.918784,28.326923076924896,59.252736,14.717859520283504,97.693696,6.486561320096253,48.214016,2.3141666666666687,0.0,6.187796652510524,63.172608,4.035135532950482,49.823744
3,2023-08-22 04:52:09,8.289170650591513,144.633856,14.965635140136847,87.027712,5.029222081688051,65.273856,27.7888605275199,87.220224,16.256143770917888,103.124992,60.821266363879545,63.410176,14.944363699784384,93.753344,4.383513379728215,76.918784,24.92344785875693,59.252736,13.789958784364533,97.66912,6.3441635053452625,48.226304,2.3141666666666687,50.09408,6.187796652510524,63.172608,3.460366666666663,49.823744
4,2023-08-22 04:52:14,8.289170650591513,144.633856,14.96563514013685,87.027712,6.648013326752217,65.273856,25.91291464318113,86.528,24.758728340164758,103.124992,60.821266363879545,63.410176,14.40068746851692,93.753344,4.398392247141008,77.152256,29.037872394835112,59.252736,13.789958784364533,97.66912,6.340717501022863,48.226304,2.3141666666666687,50.09408,6.049717405881769,63.168512,3.460366666666663,49.823744
5,2023-08-22 04:52:19,8.289170650591513,144.633856,14.821006581645149,87.056384,6.648013326752217,65.273856,25.91291464318113,86.528,16.628857788913997,103.54688,46.68268170203311,63.107072,14.40068746851692,93.753344,4.398392247141008,77.152256,24.508690248050705,59.252736,13.789958784364533,97.66912,6.340717501022863,48.226304,2.3141666666666687,50.09408,6.049717405881769,63.168512,3.460366666666663,50.688
6,2023-08-22 04:52:24,7.61655388839699,144.633856,14.821006581645149,87.056384,6.571607316637201,65.282048,22.7337345232713,86.900736,16.628857788913997,103.54688,56.20300185851708,63.107072,15.244498116124822,93.827072,4.350100093044281,77.152256,30.69508202371097,59.641856,14.647553294031537,97.681408,6.340717501022863,48.226304,2.816515969946399,50.761728,6.049717405881769,63.168512,4.272022458972378,50.688
7,2023-08-22 04:52:29,9.172910545217068,144.654336,13.760451076431838,87.056384,6.571607316637201,65.282048,28.40907945785459,86.900736,3.9182752832565395,103.54688,56.20300185851708,63.107072,15.244498116124822,93.827072,4.567637003621031,77.410304,28.84521319388559,59.641856,14.647553294031535,97.681408,6.56620754992005,48.222208,2.37558794108681,50.761728,6.573795810091344,63.225856,3.6661735433153533,50.688
8,2023-08-22 04:52:34,9.172910545217068,144.654336,13.760451076431838,87.056384,5.808287871273484,65.282048,28.40907945785459,86.900736,4.232277348898607,103.563264,56.20300185851708,63.107072,15.020934021928952,93.827072,4.567637003621032,77.410304,29.47693696947699,59.498496,14.647553294031535,97.681408,6.536397753585581,48.222208,1.9346599122272203,50.761728,6.323732012266996,63.225856,3.0603246276583294,50.688
9,2023-08-22 04:52:39,7.73772111049821,144.654336,15.56691703653226,87.179264,5.808287871273484,65.282048,23.63240840345476,86.900736,4.232277348898607,103.563264,62.78038314487938,63.660032,15.020934021928952,93.827072,4.714635530205575,77.410304,30.51170835550515,59.498496,11.252126893017644,97.681408,6.536397753585581,48.222208,,50.761728,6.294686251215108,63.238144,,50.688
